# _root_ Pro investora se připravují informace o podnicích v odvětví , o situaci na trhu , představuje se lokalita a infrastruktura a poskytují se i další nezbytná data .
#goldHeads=4,1,4,21,4,10,6,7,8,5,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
#predictedHeads=4,1,4,0,4,5,6,7,8,21,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
(7,10),(10,5),-2.52804 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.46025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.45539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.448905 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.123045 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.365614 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.826401 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0382854 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.54242 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0487589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.909986 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.0220644 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.675474 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.18346 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.437853 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.106166 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0596461 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.0389443 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.0555254 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.111174 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.240095 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.123845 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.472958 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0622661 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0876111 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.578924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0130247 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.33896 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.67912 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.912426 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.85526 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-2.20218 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.32368 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.48905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.301798 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.156021 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.651124 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.240173 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.75603 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0755039 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.558028 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.430315 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.231088 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.606312 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.0883279 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.863276 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.00614185 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.511454 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.026188 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-1.45129 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.768187 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-1.45063 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-1.92464 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-2.11108 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-2.45916 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-1.526 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-1.65884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),0.328694 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),-0.328536 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.402202 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.266926 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.909788 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),0.120677 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.759462 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),0.181394 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.589544 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.484213 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-1.10551 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.00869477 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-1.36242 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.493214 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.480354 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.0583767 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-1.12323 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-1.52661 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-1.00313 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-1.05116 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.910895 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-1.85519 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.306229 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.89859 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-1.1544 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.346754 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.0200468 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-1.43339 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-1.81854 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.763758 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.38067 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-1.06947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),0.40294 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.618274 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.35436 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.39002 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.255779 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.31767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.634056 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.445132 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.43412 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.266385 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.655999 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.577956 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.21373 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.533145 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-2.02716 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.950124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.152812 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.311725 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.124154 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.065253 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0591358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.146669 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.03777 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-2.81652 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.982392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-2.70885 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.923515 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-2.52598 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.28311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.46623 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.40391 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.289008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.164182 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.100414 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.461795 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.560189 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.427952 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-1.13696 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.1991 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0636141 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.161458 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.026218 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-1.53528 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0478548 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.135388 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.577435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.668646 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-1.48053 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.396615 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.507165 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.69846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,19),-0.711324 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.587816 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.71687 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.808948 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.296799 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.49184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.214769 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.393055 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.291504 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.01614 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.540211 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.837411 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.728303 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.287636 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.72705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.296332 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.73313 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.534228 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0550407 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.055133 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.165424 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0189058 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.0783979 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.141658 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.625104 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.208959 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.312386 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-1.18481 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.0106557 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),0.107959 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.116098 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.102099 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-1.14139 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.10767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.590862 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.035864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.108051 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.09222 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.13407 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.568332 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.074268 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.22639 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.84365 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.970946 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.81672 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-2.53349 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.3243 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-1.74811 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.36017 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.37509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.997418 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.082359 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.391356 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.285357 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.414867 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.624256 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.304314 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.612212 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.002405 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.949496 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.0948986 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.15293 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.15305 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-1.15581 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.838378 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-1.33805 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-2.08917 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-2.07254 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-2.79046 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-1.99363 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-1.41044 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.56198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.726842 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0927769 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.559483 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.63067 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.35368 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.168216 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.560219 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-1.12061 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-1.16081 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.0269853 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.134933 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.183169 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.827621 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-1.33435 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-1.07639 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-1.33805 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-2.08917 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-2.07254 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-2.79046 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-1.52661 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-1.99363 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-1.41044 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-1.56198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.726842 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.0927769 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.559483 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.314194 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.63067 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.35368 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.168216 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.560219 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-1.12061 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.0809667 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-1.45784 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.134933 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.588523 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.183169 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.827621 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-1.33435 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-1.07639 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-0.9859 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0448166 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0246685 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0630317 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.263951 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0778047 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.114818 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.068011 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.147919 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0640755 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.316834 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.0213108 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.157532 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.103963 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.129458 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.119058 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0573621 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.156932 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.04365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.608432 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.942272 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.958872 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-1.00823 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.930639 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.797218 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-1.32296 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.814954 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.821582 # DEPENDENCYPART_GRANDPAR
(10,4),(4,27),-1.38421 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.268445 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0809426 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0220409 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.00155841 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.234848 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.177808 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.139979 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.579364 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.875647 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.85188 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.885563 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.200924 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.14893 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.194357 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.626234 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.259716 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.120266 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0408359 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0623604 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.196956 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.1738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.57884 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.875122 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.851202 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.840771 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.884885 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0901337 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.116474 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.251594 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.97213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.836848 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0334823 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.118386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0598973 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.578836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.992429 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.87512 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.851202 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.823034 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.840771 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.48603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.100603 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.150787 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.474611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.0210285 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),0.00329227 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0224354 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0478605 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.35736 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.112896 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.275696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.0802408 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.0625046 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.135875 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),0.0324077 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.384047 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.701965 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.42554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0103846 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0729571 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.114432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.494462 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.381883 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.00320757 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0478382 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.136006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.279144 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.057792 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.0400557 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),0.00608848 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.508546 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.17113 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.695117 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.18851 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.725398 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.967808 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.872377 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.930322 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.40891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0845802 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.331704 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.358801 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.41416 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.158099 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.510459 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.585673 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.20211 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.597596 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.05829 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.60514 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.739084 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.06443 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.741215 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.854976 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.02597 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.817486 # DEPENDENCYPART_GRANDPAR
