# _root_ Dochovala se v podobě překrásného iluminovaného rukopisu , v němž jsou nejen popsány , ale i vyobrazeny scény ze středověkého městského dění .
#goldHeads=0,1,1,3,7,7,4,11,11,9,7,13,15,15,11,17,15,11,18,22,22,19,0,
#predictedHeads=0,1,1,3,7,7,4,15,13,9,13,13,15,15,7,17,15,17,18,22,22,19,0,
(11,7),(7,3),-0.250171 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.485915 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.853399 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.772773 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.465221 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.367006 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.23938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.239119 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.445079 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.491043 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.516006 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.949177 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-1.17535 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.37152 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.785562 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-1.08932 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-1.0087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.812845 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.112471 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.56792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.499883 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.765042 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.719084 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.698985 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.845441 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.26914 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.319169 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.587228 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.351354 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.49027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.245682 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.126629 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.258415 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.30953 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.936772 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.22163 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.60203 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.52141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.23248 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.986635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.49279 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.73984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.154022 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0372749 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0752238 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.256202 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.553362 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.499386 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-1.2195 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.537 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.0204841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.00725542 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.196963 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.907493 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.461722 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.2904 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.60366 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.689568 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.02521 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.50943 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.89368 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.81305 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.52028 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.27447 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.581228 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.65249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.188069 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.144088 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.234938 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0361279 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.494334 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.071318 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.146258 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-1.44756 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-1.12886 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.729482 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.354849 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.63408 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.716531 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.61414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.202655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.181598 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.198791 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0896644 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.327226 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.025512 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.114624 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-1.42808 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.632741 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.310573 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.30953 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.936772 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.22163 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.23248 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.986635 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.49279 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.73991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.153275 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.26512 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0724728 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.162331 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.553 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.49651 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-1.82562 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-1.21913 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.554883 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.00980709 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0904911 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.173329 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-1.50189 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-1.18528 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.857644 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.481354 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0574034 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-1.36161 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-1.0429 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.710815 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.394842 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.305351 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.123939 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-1.35447 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-1.00051 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.616342 # DEPENDENCYPART_GRANDPAR
(11,22),(22,12),0.0214818 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.00753479 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.045973 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.0377706 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-1.60531 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-1.28687 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.477929 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.501379 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.204816 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.242253 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.69521 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.484266 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.395438 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.400808 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.416704 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.37816 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.328564 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.289368 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.3338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.118818 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.335555 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.301971 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.363211 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.158059 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.204336 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.478717 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.57907 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.197029 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.58649 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.222408 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.434096 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.346372 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.394171 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.410066 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.323667 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.517862 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.239197 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.174124 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.39741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.16822 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.199087 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.309089 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.229962 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.576422 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.223059 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.738532 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.41336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0200013 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.31112 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.391618 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.426631 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.601934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.222408 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.434096 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.346372 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.323667 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.517862 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.239197 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.174124 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.39741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.148438 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.155557 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.279241 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.229962 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.574271 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.644642 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.223059 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.489612 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-1.05941 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.633674 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.554355 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-1.63476 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-1.58515 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.721456 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.0625637 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.392625 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.67232 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.17001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),0.064666 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.244727 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.105633 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-1.12135 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.388453 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-1.43617 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.0347224 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-1.0867 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0997737 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.11087 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.874556 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.384473 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-1.10417 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-1.05456 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.286431 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.202969 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.0616252 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.146764 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.0366566 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.07784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.200357 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-1.14013 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-1.01945 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.574059 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.411721 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-1.34617 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.658221 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.358197 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.279519 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.119641 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-1.33156 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.01945 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-1.41538 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.127742 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.880544 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.386047 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.201899 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-1.19879 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-1.14917 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.204535 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.00768807 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.148222 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0342313 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.07784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.203861 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),0.0133862 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-1.14013 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.931095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.461877 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.449678 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-1.48705 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-1.43744 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.635774 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.255709 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.813679 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0802596 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.43468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.167423 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.451139 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.356514 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-1.49697 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.207566 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.348314 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.516185 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.15268 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.600173 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.577004 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-1.42005 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.37044 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.768678 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.239897 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.359123 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.161262 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.23623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.00442623 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.318458 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.181464 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.29852 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.21407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.476011 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-2.47678 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.52889 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.894754 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.28623 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.587421 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.15847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.0162082 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.22077 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.22882 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.551232 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.63952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.198624 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-1.19925 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.720941 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0733759 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.28527 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.24871 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.10381 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.20253 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-2.12304 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-2.07343 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.3722 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.07616 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.862759 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.60756 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.652872 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.46713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.81227 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.315298 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.765785 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.516687 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.00684824 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-1.86364 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-1.74159 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.810542 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.323105 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.31631 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.27624 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.63856 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.649473 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.42847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.779256 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.202216 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.576575 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.378229 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0791971 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-1.81445 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.672173 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.235378 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.600653 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.06002 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0109932 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-1.82262 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-1.70265 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.804422 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.378505 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.426216 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-1.68295 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-1.56088 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.662975 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.327519 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.252594 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.602925 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.3643 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.18419 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-1.73336 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-1.61157 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.375079 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.4077 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.292392 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.292816 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.468624 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.430682 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.187629 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.320154 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.140445 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.297733 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.130638 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-2.20448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.863022 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-1.02969 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-1.36322 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-1.30754 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-1.48311 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.339331 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0354061 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0637645 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.12036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-0.543443 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.147451 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.325124 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.224614 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.357862 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.319921 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.12819 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.430502 # DEPENDENCYPART_GRANDPAR
