# _root_ Proto chystáme pro vojáky v záloze na říjen výběrové řízení , které proběhne ve spolupráci s okresními vojenskými správami v Českém Krumlově , " říká plukovník Kubeš .
#goldHeads=25,1,2,3,4,5,2,7,10,2,13,13,10,13,14,15,19,19,16,13,22,20,1,1,0,27,25,0,
#predictedHeads=2,25,2,3,4,5,6,7,10,8,13,13,10,13,14,13,19,19,16,19,22,20,2,2,0,27,25,0,
(5,8),(8,10),-0.973457 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.312442 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0479002 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.275429 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.574014 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.593714 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-1.51277 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),0.0190782 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.395691 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.736973 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.50604 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-1.15674 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.68768 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.329765 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.682512 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.977174 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-1.12519 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.50104 # DEPENDENCYPART_GRANDPAR
(6,1),(1,25),-1.46351 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0703972 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.645025 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.71155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.129784 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.424464 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.232116 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.52234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.239054 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.47633 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.68371 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.14439 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.823238 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.70252 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.11671 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.417861 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.422972 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.75781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-1.71172 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-2.13297 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.27038 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.14693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0114574 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.697413 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.360855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.102763 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.990632 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.19953 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.04729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.67509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.724409 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.243958 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.17452 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.106844 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.134946 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-1.28858 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.286883 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-1.09943 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.244371 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.588644 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.967718 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.14198 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.515358 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.314452 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.269225 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.20024 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.03555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.688908 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0139609 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.619519 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.173384 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0879107 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0912925 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.113021 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-1.29147 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.267549 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-1.06795 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.917036 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.573092 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.553654 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.55504 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.06023 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.84856 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.29807 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.37822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.344241 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.332727 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-1.02802 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),7.05564e-05 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.620585 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.55344 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.101775 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.707176 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.129165 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-1.01709 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.866256 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.514481 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.0613379 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-1.44298 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0883482 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.144793 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.444788 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.610429 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.78961 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.702614 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0217175 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.244947 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0233615 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.959841 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-1.09163 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.940797 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.537942 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-1.51752 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.108166 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.177962 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.815734 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.726076 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.690776 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.195904 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.216012 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.713641 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.38807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.488441 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.565968 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),0.241277 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.480858 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.488294 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.68466 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.277252 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.883866 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-1.06406 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),0.253292 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.693556 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.197346 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-1.18252 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0855893 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.39057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.485938 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.56847 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),0.238775 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.483361 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.490796 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.532907 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.549883 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.98671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.1145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.267582 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),1.06544 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.214113 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.148869 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.093186 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.884162 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.145985 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-1.24782 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.164989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.139121 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.6464 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.629751 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.24488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.27171 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),1.13663 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.539674 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.97714 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.11131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.75742 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0132472 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.230951 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.621398 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.149396 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0993056 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.887925 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.142475 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.739682 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-1.0064 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.138594 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.12447 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.11849 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-2.44055 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-2.42936 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),1.31774 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.318778 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),1.06937 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.291054 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0576785 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.682629 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.96141 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0339732 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0297874 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.851687 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0123396 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.306094 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.248656 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.904121 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.73483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.0232407 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.309219 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.370668 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.5935 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.13885 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.4996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.411533 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.946851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.910283 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.647511 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.253173 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.488891 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.58058 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.71684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.440881 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.16405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.821762 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.858321 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.0447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.034 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.33772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.465659 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.10297 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.11314 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.05338 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.0093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.652673 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0418231 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0949286 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.177837 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.32249 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.9368 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.210183 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-1.02604 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.960278 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.710379 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.467814 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-2.04318 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.49638 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-2.36677 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.34146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.600621 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.205994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.377122 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.18904 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.424466 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.635651 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.449301 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.97008 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.950829 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.17375 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.2008 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-2.04414 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.10579 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.36096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.239198 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.19264 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.478034 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.541204 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.115092 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.363372 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0791968 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.987588 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.921907 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.185473 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.154876 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-1.33487 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.19285 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),0.0212244 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.496289 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.755343 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.730732 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-0.831798 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.429559 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-1.01118 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.217002 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.31277 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.234465 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.232235 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.03391 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.968147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.766957 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.333629 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.774335 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.726943 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-1.41328 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.219264 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.112389 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.23512 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.601959 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-1.04971 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.984025 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.198038 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-1.39698 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.201771 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.295188 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.74596 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.844363 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),0.627972 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.31303 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.219803 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.324716 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.967887 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.902252 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.330512 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-1.38469 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.762284 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.385381 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.610028 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.724348 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-1.30206 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-1.40123 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.398744 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-1.33982 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.145254 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.470843 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.693086 # DEPENDENCYPART_GRANDPAR
(8,25),(25,1),-0.450269 # DEPENDENCYPART_GRANDPAR
(8,25),(25,2),-1.97107 # DEPENDENCYPART_GRANDPAR
(8,25),(25,3),-0.95195 # DEPENDENCYPART_GRANDPAR
(8,25),(25,4),-1.17432 # DEPENDENCYPART_GRANDPAR
(8,25),(25,5),-1.20192 # DEPENDENCYPART_GRANDPAR
(8,25),(25,6),-2.0447 # DEPENDENCYPART_GRANDPAR
(8,25),(25,7),-1.10698 # DEPENDENCYPART_GRANDPAR
(8,25),(25,8),-1.36236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,25),(25,10),0.191244 # DEPENDENCYPART_GRANDPAR
(8,25),(25,11),0.559943 # DEPENDENCYPART_GRANDPAR
(8,25),(25,12),0.551102 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),-0.0248134 # DEPENDENCYPART_GRANDPAR
(8,25),(25,14),-0.116153 # DEPENDENCYPART_GRANDPAR
(8,25),(25,15),-0.661382 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),-0.0716314 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),-1.33236 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),-1.26668 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.485842 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.259142 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-1.67967 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.50006 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),0.131578 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.745657 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.7544 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),-0.855466 # DEPENDENCYPART_GRANDPAR
(8,25),(25,28),-0.81855 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.235936 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.248536 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0819238 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.209427 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.122433 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.278436 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0462041 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.561082 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.340588 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.253273 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.00551334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.631499 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.98455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.766461 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.428223 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.163568 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.27386 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.173758 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.149424 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.07621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.709882 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.482601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.664612 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.378338 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.39522 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.37327 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.605814 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.44515 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-1.00644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.765779 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.963808 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.572321 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.468095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.21928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0664677 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.485068 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.085076 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0259657 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.61414 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.121491 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.149329 # DEPENDENCYPART_GRANDPAR
