# _root_ Z ruské strany jde o suroviny , jako je plyn a ropa , z české o různé zboží .
#goldHeads=4,3,1,13,4,5,8,6,8,11,9,11,0,13,14,13,18,16,0,
#predictedHeads=4,3,1,0,4,5,8,6,8,11,9,11,4,13,14,15,18,16,0,
(13,15),(15,16),-0.0698273 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.371851 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.023176 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.310022 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.36076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.3337 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0191046 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.132014 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.101581 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.171941 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.754235 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.266787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.29375 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0215934 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.308481 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.89673 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.808788 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.626851 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.218124 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.249437 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.114902 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.228327 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-1.25729 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0739379 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.65202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.253403 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.447255 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.47575 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.21832 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.438386 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.645612 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.484069 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-1.2434 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.710874 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.774605 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.607193 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-1.09266 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.589347 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-1.03416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.97454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.0607874 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.802661 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.66891 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.66164 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.904209 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.779689 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.85914 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.713072 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.41199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.349347 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-1.04304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.507451 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.443722 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.41133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.707987 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.24614 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.509949 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.445578 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.621578 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.88207 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.32931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.85867 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.172215 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.916979 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.242082 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.637665 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.804091 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-1.56221 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.787917 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.614629 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-1.57535 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.762114 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.571987 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.668478 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-1.80251 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-1.95477 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.325741 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.303394 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.30778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.0744078 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.23714 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-1.02095 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.913601 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-1.94191 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.362473 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0793015 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.3093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.0255649 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.23827 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.988123 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.843211 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.03857 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.782675 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-1.99128 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.938809 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.682213 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.946533 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-2.20219 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.527256 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-2.21287 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.382473 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.28068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0783143 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.21023 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.19257 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.91895 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-1.7646 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.49899 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.2225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-1.15094 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.0335 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.84128 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.06945 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.806922 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.64622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.580248 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.173148 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.314997 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.756247 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.59747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.643914 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.215642 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.429186 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.15287 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-2.74283 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.813437 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.47628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.674512 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.42956 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.349575 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.815738 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.68152 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.78356 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.36477 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-1.15692 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.05659 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.625323 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-1.27942 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.906671 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-1.30095 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.655402 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.998128 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.93831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.256326 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.28427 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.97636 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.1787 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-1.04122 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.82969 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.139656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.531316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.855876 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.975553 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-1.39945 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-1.13522 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.455519 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.74319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.0526045 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.754292 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.791763 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.764666 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.15323 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.40785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),1.43777 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.601728 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.03066 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-2.14602 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.675834 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.19492 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.37981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.338952 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.378473 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-1.31059 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.493527 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.857278 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.07386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-1.07777 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.581231 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.247383 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-1.51266 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.560268 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.37118 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0236086 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.02719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.925432 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.558508 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.578202 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.358367 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.852959 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.07101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-1.08755 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.594006 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.998525 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-2.28722 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.805536 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.51067 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.643133 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.35208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0911293 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-2.67608 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-1.47505 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-1.49281 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-1.17853 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-1.4059 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),0.295921 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.218011 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-2.0446 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.41532 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.295272 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.538603 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.316517 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.488955 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-2.48352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,12),-1.47694 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.844963 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-1.04079 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0177812 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.69408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.976572 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0103446 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-1.40358 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.59866 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.318382 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.329843 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.430898 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.44924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.891139 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.815425 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.450449 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.6077 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.046445 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.69018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.979201 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.325983 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.764786 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.343983 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.4493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.891616 # DEPENDENCYPART_GRANDPAR
