# _root_ Podle Janouška již skončilo období kontroly formálních náležitostí přiznání a druhá fáze , tedy podrobná kontrola věcné správnosti , se právě rozbíhá .
#goldHeads=4,1,4,10,4,5,8,6,8,0,12,14,14,22,16,14,18,16,14,22,22,10,0,
#predictedHeads=4,1,4,0,4,5,8,6,10,8,12,10,14,10,16,22,18,16,22,22,22,14,0,
(7,4),(4,16),-0.936713 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.30617 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.682566 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.689983 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.379181 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.914991 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.253758 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.649602 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.093 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.3152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.620272 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.07103 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.47863 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.1113 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.824317 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.26764 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.16864 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.68018 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.53873 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.46773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.277762 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0162591 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.39754 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0336488 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.542276 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.951568 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.712173 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.70466 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.88467 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.946723 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.46448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.435967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0319905 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.46571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.439699 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0114449 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.416882 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.259735 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.206507 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.241546 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.545778 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.373355 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.95507 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.743446 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.324148 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.301249 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.709941 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.390834 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0963968 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-1.17878 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.00813611 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.07443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.32133 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.11197 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.95441 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-2.06947 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.42078 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.742808 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.6274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,12),-0.274817 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.30634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-2.14079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.682067 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-2.27831 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-2.25596 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.60716 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.91805 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.15684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.587195 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.94472 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0925991 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.108634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.130763 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.899809 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.253904 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.664622 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.0566102 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.162148 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.289275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.31845 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.894439 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.742801 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.632492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),1.11867 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.551485 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-1.24971 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0416096 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0258783 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-1.25745 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.617506 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-1.02495 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.306995 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0119046 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.322699 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.296819 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.347121 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.104652 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0931485 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.107683 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-1.27518 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.215706 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.242795 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-1.18508 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-1.88723 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.655429 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-2.02242 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-2.00306 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-1.35365 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.972564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.784459 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.0449144 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-1.62851 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.00497578 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.389952 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),0.0931851 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.354994 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-1.3359 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.0479336 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),0.443466 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.351985 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.300064 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.742814 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.608014 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.315396 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.53966 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.420294 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0696397 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.305187 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.500685 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.58842 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.289078 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.90314 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0615117 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.266816 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.258999 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.44018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.504354 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-1.92197 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-1.45605 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-2.30176 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-1.33128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.620025 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.968578 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.313629 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.922156 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.997888 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.304492 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.25043 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.43932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.500686 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.92101 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.45519 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-2.3008 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.81078 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-2.09351 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.40234 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.309583 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.140932 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.815232 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.133431 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0626742 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.40309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-1.41909 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.367557 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.43932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.500685 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.92101 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.45519 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-2.3008 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-2.09351 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.33068 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.32685 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.21758 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.969302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.596381 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.897194 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.45102 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.557527 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-1.34218 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.928056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-1.13344 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.519624 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.438043 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.773846 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.600379 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0448403 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0788702 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.462397 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.193633 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.00721875 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0012856 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0825277 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.607193 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.354947 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.163145 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.57923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,1),-0.0452985 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.262335 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.00778676 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.296292 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0721431 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.100267 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.526839 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.266252 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0998955 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.395976 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.563958 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.62098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.49968 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.38423 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.795777 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.926827 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.938389 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.358953 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-1.25112 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0255589 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0204752 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.208723 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.339425 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.170879 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.466789 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.613592 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.58221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.170734 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.438513 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.927621 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.698967 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.0119571 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.085085 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0235626 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.199339 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.384472 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.162076 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.479149 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.625927 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.57923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.170977 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.438201 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.927379 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.864719 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.25966 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.876909 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0930732 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0468891 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0174579 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.133521 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.289196 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.436542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.260612 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0683634 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.629113 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.57923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.170977 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.438201 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.927378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.25966 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.698839 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.10391 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.365647 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.118434 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0566355 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.263656 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.438257 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.857586 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.674629 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.54199 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.720276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.18858 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0161111 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0750622 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0144343 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0807619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.343462 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0642714 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.041388 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.401375 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.185206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.17068 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.769124 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.712868 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.932419 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.766016 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.803105 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.670188 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.991024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.67091 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.291543 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0944092 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.27175 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0192145 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.604017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0356977 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0711073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.500501 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0728142 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.297768 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.583419 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.846214 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.465954 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.388219 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.607957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.478643 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.34572 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.958512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.84472 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.464471 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.379226 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.170237 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0395888 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.502512 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0231056 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0983224 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.384485 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.016627 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.00523209 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.292077 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.156688 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0749983 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.857586 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),1.17889 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.235956 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0428962 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0957242 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.331168 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0642038 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0467348 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.397224 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.182191 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.152997 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.157442 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.00510793 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.0724066 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.429198 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),1.17591 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.236823 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0463126 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0927492 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.292269 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.246899 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.0470619 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.395549 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.185422 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.15267 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.769124 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.185031 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.126761 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.780933 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.138992 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.500501 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.0728142 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.297768 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.178283 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.0963347 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-0.895039 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-1.10337 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.769285 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.947873 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.646223 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.865144 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.735801 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.60136 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.821173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),1.12601 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.619335 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.0515477 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),0.173794 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),0.208499 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.307987 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.192578 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.0768246 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.297678 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.529515 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.191018 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0305002 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.119388 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-1.36806 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0523197 # DEPENDENCYPART_GRANDPAR
