# _root_ Program třítýdenní přehlídky , jejíž hlavní část začne v úterý vypuštěním balónu České spořitelny , je zaměřen především na hudbu a výtvarné umění .
#goldHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
#predictedHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
(9,12),(12,15),-0.545148 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.784481 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.546907 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.94899 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.860224 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.987125 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.485338 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-1.12569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.865573 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-2.47467 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-2.55563 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.27713 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-2.32842 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.686203 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-2.19118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),1.07559 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.425519 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.621769 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-1.81267 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.492983 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-1.33936 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-1.06885 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-1.16471 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-1.14963 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-1.01196 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.772506 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.733769 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.849502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.90945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-1.13476 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.26384 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.992982 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.17825 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.900828 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.2048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.195684 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.464939 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0246032 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.13002 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.39765 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.227647 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.419352 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-1.14148 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.17825 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-2.45511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.900828 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.2048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.570644 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.464939 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0246032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.13002 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.39765 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.227647 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.406312 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.683835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-1.49255 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.419352 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-1.14148 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-1.42348 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.846492 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.51726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.258159 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.129081 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.505807 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.31236 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.888626 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.20481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.570637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.441558 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.344101 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.400194 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.230191 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-2.4991 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-2.13782 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.65565 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-2.44154 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.87001 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.01448 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.56643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.213429 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.0843503 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.70574 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.237732 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.337843 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.168976 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.334177 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.431275 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.932458 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.447979 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.932144 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.862838 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.957482 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-2.71082 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-2.84548 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-2.34198 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-1.86013 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-2.64181 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-2.10004 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-1.04977 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-1.72346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.0546 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.0744788 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.583285 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.0753778 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.0707129 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.228096 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.0418162 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.282996 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.442869 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-1.37372 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.781476 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-1.02911 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-1.07373 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0672195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.87479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.525557 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.739626 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.150548 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-1.36395 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.439777 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.63957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.290335 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.777816 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.50302 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.975546 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.784004 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.695213 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-2.25315 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.918111 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.29406 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.16441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.157277 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.379701 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.136385 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.251384 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.166734 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.237056 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.391663 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.993366 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.131922 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-1.3113 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-1.0671 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.863775 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.2596 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.48191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.867329 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.894376 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0350193 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.547977 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.29432 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.16442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),1.18482 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.272098 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.253928 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.169278 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-2.6032 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-2.29782 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.57628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-2.50887 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.32745 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.02651 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.5496 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.48703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.862209 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.224632 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.645473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.450135 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.349784 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.194058 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.25713 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.794778 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.143411 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-2.32459 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-2.02457 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.50686 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-2.23959 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.27997 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.03177 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.27632 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.52568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.823559 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0937174 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.606873 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.59217 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.119376 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.172625 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.150192 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.446315 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.169034 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.11045 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.519491 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.666011 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-2.27544 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.97542 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.46865 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-2.19044 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-1.25472 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-1.01665 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-1.22718 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.52216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.827069 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.14596 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.610383 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.542093 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.135606 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.185597 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.151937 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.436882 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.1531 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.510058 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.629072 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-2.53631 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-2.75545 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-2.22873 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-1.71134 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-2.43986 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-1.51 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-1.06705 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-1.48049 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-1.68525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.663988 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.028031 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.443776 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.324493 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.0981466 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.00278179 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.125478 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.169835 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.910449 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.9623 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.688311 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.785497 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.537845 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-1.51087 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.25955 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.905021 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.605875 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.136571 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-1.62059 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.522225 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.28847 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.477345 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.55155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.865922 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.122135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.616 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.189396 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.227178 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.31633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.341014 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.624795 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.31182 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.89986 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.122054 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.158753 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.64869 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.31632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.341011 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.624785 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.784359 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.31182 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.05378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.899836 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-2.38292 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.613394 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.48085 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.66775 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.15866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.7726 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.256828 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.485916 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.51557 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.70246 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.841178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.7089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.590199 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.341118 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-2.59325 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.99931 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.45494 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-2.39781 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.71253 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.776129 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.77085 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.95773 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.16378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.661435 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.523698 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.786406 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.521624 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.435591 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.478939 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.918308 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.259268 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-2.31464 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.72606 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.38552 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-2.12853 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.66504 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.781384 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.49757 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.68448 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.20243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.343085 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.485097 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.465874 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.291217 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.414158 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.372001 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.569846 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.28489 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-1.21808 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.457431 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.768299 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-2.26549 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.67692 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.34731 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-2.07939 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.63979 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.766271 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.44843 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.63534 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.19892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.290843 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.488608 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.415797 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.471877 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.42713 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.373746 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.560412 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.268957 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.447997 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.731359 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.338062 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.574602 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.964909 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-1.62535 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.844603 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.747266 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0292163 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.52015 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.480485 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.332929 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-1.40083 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.388553 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.852491 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.175215 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.103354 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-1.42167 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-1.0006 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-2.52636 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-2.38731 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-1.93022 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-1.59 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-2.3288 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-1.89507 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.81667 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-1.70174 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-1.88865 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-1.36201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.464833 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.322001 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.198197 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.434418 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.169059 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.367011 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.391644 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-1.03398 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-1.06992 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.62625 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.887785 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.475785 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.18166 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.10588 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.51139 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-1.36637 # DEPENDENCYPART_GRANDPAR
