# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,19,6,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
(11,10),(10,11),-2.43822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-1.05745 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.28123 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.521607 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.81718 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-2.03874 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.20099 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.17794 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.49506 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-2.02337 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.62433 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.59981 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-2.87452 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-2.11177 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.983004 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.16173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-2.72324 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.51825 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.939386 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.26303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.477274 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.247406 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.217006 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.590846 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0645828 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.103928 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.575478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.4037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.287365 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.292832 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.964677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.315054 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.709345 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.949308 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.646764 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.326203 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.55993 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.36126 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.35868 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.607407 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-1.20194 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.544562 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0479802 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.195886 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.248953 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.637769 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-1.28922 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-1.09842 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.59276 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-2.87208 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-2.11172 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-3.09723 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-1.15901 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-2.72037 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.936782 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.28541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.123207 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.27161 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.0702096 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.177694 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.876556 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0427602 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.448987 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-1.24937 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.54375 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.639503 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.882613 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-1.22527 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.533812 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-1.23531 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.44825 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.441534 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.074943 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.814348 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.752407 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.320552 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.397756 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.639661 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-1.17573 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.880702 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-1.08069 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.250677 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.65866 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.15522 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.0593652 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.251595 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.43425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-1.09645 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-1.24211 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-1.21611 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-1.04597 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-1.04552 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.150271 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.616739 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.11007 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0826986 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.478191 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.435346 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.865042 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.634288 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.587919 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.786064 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.731817 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.226786 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.225839 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.394494 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.72849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-1.40988 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.860508 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-1.53637 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-1.40929 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-1.55344 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-1.92585 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.827939 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-1.00684 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.450515 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.179181 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.327656 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.494591 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.731529 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-1.04432 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.905751 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-1.08225 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.42486 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.655165 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.40318 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.52325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-1.18739 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.259989 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.232364 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.419298 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.22807 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.307203 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.5866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-1.26254 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.837954 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.630932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.29552 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.38991 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.2929 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.4061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.78679 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.25196 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.7935 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.243142 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.366395 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.293813 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.284035 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.16467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.54026 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.184657 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.749389 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.979311 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.06313 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.06929 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.48336 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.967776 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.13118 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.4205 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.694662 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.992931 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.859262 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.684017 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0108436 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.57249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.464433 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.190513 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.663106 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.510702 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.420198 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.614196 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-1.14061 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-1.15438 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.565429 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.13579 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.0418963 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.215376 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.610559 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.724109 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.494978 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-1.10183 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.515965 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.283135 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.545054 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.694287 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.59936 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.418723 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.886202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-1.03633 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0763519 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0180862 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.447605 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.223128 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.877412 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.886491 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.29117 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.08385 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.870187 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.462721 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.80223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.367755 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.316801 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.125355 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.605587 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.494701 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-1.04761 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-1.16029 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-1.08805 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.652395 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.79863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.389899 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.233064 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.768698 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.546667 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.857297 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-1.28652 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-1.27443 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.0763519 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.297954 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.346429 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.806879 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.531218 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.877555 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.622063 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.703674 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-1.25755 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.289964 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.507341 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.625388 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.20555 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.439289 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.0830565 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.585045 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.751075 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.317025 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.138452 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.608124 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.566672 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.674148 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-1.09041 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.29606 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.666195 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.166235 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.0812283 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.284627 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0722611 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.09683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,17),-0.695346 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.911744 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.43673 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-1.05113 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.193937 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.62015 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0976242 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.102857 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.28126 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.651049 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.444032 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.639454 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.30824 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.236453 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.428839 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.26758 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.781144 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.397366 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.806861 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.75931 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.225999 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.266042 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.157855 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.283823 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.41837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.262229 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.996674 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-1.11199 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-1.20298 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-1.4637 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.648159 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-1.03778 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.43787 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.197851 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.206497 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.259309 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.731431 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-1.21152 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.722247 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.10945 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.521838 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.680176 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.158408 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.359225 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.19642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,4),-0.410653 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.32131 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.44032 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.254588 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.246462 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.162727 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.27104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.239675 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.163343 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.41775 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.850218 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.995601 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.05565 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.781299 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.870996 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.818559 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.340519 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.389259 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.30837 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.357303 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.32985 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),0.0633412 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.288554 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),0.133702 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.623521 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.284428 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.776546 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.98171 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.835018 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.598267 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.804548 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.448918 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.50717 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.437463 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.94943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.124413 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.0540954 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.135332 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.542566 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.776114 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.498881 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.443385 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.05506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.239618 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.302715 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.191855 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.138475 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0608342 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.135404 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.35772 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.420836 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.131177 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.275225 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0316197 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.381918 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.057287 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.547121 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.482416 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.171261 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.10967 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.4291 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.136832 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.44203 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.07483 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.901918 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.0421 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.0561 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.40126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.266064 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.276418 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.289488 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.225776 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.712924 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.714126 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.0705563 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.29594 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.885716 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.41374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,15),0.195594 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.138547 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0282611 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.513237 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.830422 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.247313 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.788425 # DEPENDENCYPART_GRANDPAR
