# _root_ Pokud nebude jeho smlouva zrušena , je rozhodnut zanechat vůbec fotbalu , uvedl manažer brazilského hráče Ricardo Fuica .
#goldHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
#predictedHeads=7,5,4,5,1,1,13,7,8,11,9,7,0,18,16,14,18,13,0,
(12,16),(16,11),-0.940616 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0643784 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.221248 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.259112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.262564 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.408596 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0643153 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.221607 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0254295 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.262046 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.407268 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.94061 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0643153 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.221607 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0254295 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.214349 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.407268 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.0776897 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.327242 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.848886 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.0777334 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.745934 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.860359 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.388001 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),1.17941 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.67257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,1),0.730583 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.728019 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.269915 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.515521 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.232324 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.368476 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.503695 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.163521 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.869351 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.757194 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.213259 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.597662 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),1.00574 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.775014 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.576394 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.210331 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.166617 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.420788 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.105896 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.130846 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.935058 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.736532 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.572477 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.23393 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.324188 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.622403 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.596511 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.147018 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.125153 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.432304 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),1.12702 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.49401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),0.0441555 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-1.06287 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.901421 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.772538 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.344114 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.783584 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.573816 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.201898 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.647129 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.231143 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0870528 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.143732 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.439646 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.925662 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.3289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.280377 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.6652 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.536317 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.107892 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.775668 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.575745 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.202723 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.320908 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.649134 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.229344 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.302584 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.135112 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.436323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.932731 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.32893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.278655 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.97036 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.666922 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.538039 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.109615 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.843995 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.296678 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.421327 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0163921 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.30873 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.24023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,3),-0.613554 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.693075 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.631521 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.672004 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.234289 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.168032 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.511013 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.23329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.536517 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.995937 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.409092 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.28064 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),0.147785 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.594936 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-1.0336 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.159892 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.0948602 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.804169 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.249168 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.115669 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.553376 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.29789 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.405033 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.56885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.16231 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.25586 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.10793 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.979466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.551041 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.360048 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.554459 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.17577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.382232 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0267292 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.103505 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.53193 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.347299 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.710441 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.53821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.666146 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.218556 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0905403 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.337884 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.559574 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),1.0664 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.281951 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.135455 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.563879 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.397296 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),1.06182 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.288736 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0751707 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.560733 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.399579 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.559528 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),1.06182 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.288736 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0751707 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.207932 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.399579 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.795654 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.80373 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-1.64543 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.506894 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.791053 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-1.39476 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.527645 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-1.42453 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.854609 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-1.57883 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.440299 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.352704 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.249197 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-1.16138 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.52363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.215397 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.774211 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.41004 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.77233 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.176605 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-1.03167 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.543197 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.4489 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.756157 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-1.60125 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.465727 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.251623 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.36846 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.224531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.45829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.151776 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.70884 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.34425 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.70654 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.46995 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.719357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.73811 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-2.24968 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.37025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.629054 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.015661 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.37795 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.77487 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.05129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.805749 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.543818 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.906107 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.473897 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.04907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.80949 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.688943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.90628 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.47326 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.77485 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.04907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.80949 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.688943 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0567205 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.47326 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.420988 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.402584 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.494799 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0916903 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.720043 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.559878 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-1.10328 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.608596 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.40186 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.474928 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0718173 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.280289 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.1055 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.418661 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.861504 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.19379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.930967 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.06168 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-1.27163 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.39487 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.676659 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.61324 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.652678 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.412809 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.517057 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.116953 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.241655 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.611401 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.164119 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-1.13095 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.96182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.700091 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.830379 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.04032 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.731445 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.280438 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.678906 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.631981 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.19379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.93113 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.06185 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.27179 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.45931 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.92999 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.34664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.271439 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.481382 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.325687 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.92999 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.34703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.124517 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.482112 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.325608 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.45931 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.92999 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.34703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.124517 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.00398717 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.325608 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.901357 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-1.53688 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.902026 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.65284 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.478934 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.397599 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.465528 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-1.30852 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.572426 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.272677 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.12078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.806972 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-1.26831 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.396907 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.805471 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-1.70373 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.290948 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.12137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.807558 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.2689 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.30191 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.266561 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-1.58939 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.654467 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.08405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.770243 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.23158 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-2.05407 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.755193 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.652002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.402658 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0971292 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.66913 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-2.05407 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.755193 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.652002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.666135 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0971292 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.587269 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.53407 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-1.8686 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.525734 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.814505 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.8059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-1.36029 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.488767 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0067817 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-1.75236 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.279043 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.476505 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.76859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-1.32298 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.526594 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.252628 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.615199 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.80534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-1.35973 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.33507 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.40108 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.12586 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.57226 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.680816 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.33017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.339051 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.3867 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-1.58941 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-1.03475 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-1.68119 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.531455 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.397893 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.29167 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-1.43868 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.919486 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.271337 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.977173 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.0103211 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-2.87242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,10),-0.397201 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.580225 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-1.83385 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.253066 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),1.00099 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.013491 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.87301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,10),-0.298699 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0393733 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-1.7176 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.840705 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.662985 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.32741 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.8357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,11),-0.572749 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.309034 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.342531 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0125068 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.87244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.912554 # DEPENDENCYPART_GRANDPAR
