# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,20,14,10,14,14,20,20,14,16,19,17,8,22,20,24,22,24,25,22,27,31,27,30,0,
(6,20),(20,11),-0.263651 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.572998 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.463099 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.190839 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.429373 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.515981 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-1.09556 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.809276 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.824036 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.450095 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.51232 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.438888 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-1.18716 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.697571 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.95409 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.728546 # DEPENDENCYPART_GRANDPAR
(6,20),(20,28),-0.942529 # DEPENDENCYPART_GRANDPAR
(6,20),(20,29),-0.971956 # DEPENDENCYPART_GRANDPAR
(6,20),(20,30),-1.15687 # DEPENDENCYPART_GRANDPAR
(6,20),(20,31),-1.12818 # DEPENDENCYPART_GRANDPAR
(6,20),(20,32),-1.86648 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-2.65427 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-2.75288 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.878302 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-1.06446 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-1.59776 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-1.98466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),0.182016 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),-0.653898 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.311722 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),-0.213095 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.0922347 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.414273 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.227446 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.181121 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.545781 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.904166 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.633079 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.297529 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.339899 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.423622 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.994366 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.662073 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.760595 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.63136 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-0.945387 # DEPENDENCYPART_GRANDPAR
(6,22),(22,29),-1.00624 # DEPENDENCYPART_GRANDPAR
(6,22),(22,30),-1.08096 # DEPENDENCYPART_GRANDPAR
(6,22),(22,31),-0.928532 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.5271 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0841769 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.22271 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.71995 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.760917 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.41988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.923355 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.01584 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.82123 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.774305 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.15606 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.42883 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.10435 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.93097 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.39388 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.867556 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.900028 # DEPENDENCYPART_GRANDPAR
(7,2),(2,27),-1.13709 # DEPENDENCYPART_GRANDPAR
(7,2),(2,28),-1.46421 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.91959 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-1.54165 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.187895 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.886002 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.926901 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.252176 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.2844 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.400856 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.48674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.990207 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.13704 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.8915 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.13406 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.198552 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.234481 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.853279 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.4879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.991372 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.05467 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.78712 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.13797 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.887299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.13498 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-2.95596 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.397158 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.85228 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.89436 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.04644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.261296 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.3702 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.546842 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.420976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.241081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.418018 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.197742 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.503435 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.33273 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.589021 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-2.88917 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-2.21905 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.617503 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.893941 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.78548 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.82758 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.36921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.13722 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.150137 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.233385 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.184282 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.344865 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.232565 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.266916 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.455784 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.566199 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0303012 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.261171 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.42998 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.428345 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.51089 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.673022 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.594904 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.530704 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-1.08119 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-1.68122 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.28072 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-2.12187 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0353554 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.178039 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.116474 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.346474 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.130422 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.418857 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.509952 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.93483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,14),-0.446214 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.466674 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.997601 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.292837 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.080491 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.136272 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.514523 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.93596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.204763 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.283997 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.447069 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.462438 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.998456 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-2.08444 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.367923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.325794 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.296595 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.93483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.283495 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.446225 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.58444 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-2.8733 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.749459 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.40546 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.34509 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.20003 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.78229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.136739 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.137258 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0815833 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.241236 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.655601 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.183449 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.128903 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.598934 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-2.2622 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-2.80041 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.713441 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.741661 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.08323 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.02288 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.877794 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.80101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),1.00419 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.270491 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.125736 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.00326183 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0383706 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.203816 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.168049 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.596072 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.426498 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.163873 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.254699 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.290498 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.171454 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-1.1949 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.291114 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.112495 # DEPENDENCYPART_GRANDPAR
(8,14),(14,29),-0.637724 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-2.51535 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-3.05589 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.745608 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.79 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-1.33637 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-1.27601 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-1.13094 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-1.98051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.778308 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.36722 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.0319162 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.133864 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.242517 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.448142 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.0140439 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.307876 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-1.09098 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.479219 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.925596 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.28045 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.291187 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.190366 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-1.38509 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.335808 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.974978 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.212127 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-0.653245 # DEPENDENCYPART_GRANDPAR
(8,20),(20,29),-0.60782 # DEPENDENCYPART_GRANDPAR
(8,20),(20,30),-0.88594 # DEPENDENCYPART_GRANDPAR
(8,20),(20,31),-0.924626 # DEPENDENCYPART_GRANDPAR
(8,20),(20,32),-1.31189 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-2.26179 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-2.80001 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.71303 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.739606 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-1.08281 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-1.02246 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.877377 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.79669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),1.02482 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.288192 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.137632 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.0229916 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.00847838 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.23247 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.339279 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.90233 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.737383 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),0.12668 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.166518 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.172159 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-1.18647 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.297516 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.775657 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.111852 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),-0.65331 # DEPENDENCYPART_GRANDPAR
(8,22),(22,29),-0.639159 # DEPENDENCYPART_GRANDPAR
(8,22),(22,30),-0.807242 # DEPENDENCYPART_GRANDPAR
(8,22),(22,31),-0.719152 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0641524 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.191097 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0376179 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.00608915 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0812063 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.151755 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.166356 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.032608 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.11041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.901073 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.647209 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.677775 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.882377 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-1.01366 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-1.45124 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.20867 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.993737 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.759026 # DEPENDENCYPART_GRANDPAR
(9,2),(2,27),-1.20357 # DEPENDENCYPART_GRANDPAR
(9,2),(2,28),-0.936391 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.172299 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0134117 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0631 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0982379 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0991837 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0852289 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.130497 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0735419 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.677485 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-1.01955 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.801889 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0998487 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.103932 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.051338 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.132283 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0736981 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.24056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.866831 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.677657 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.01481 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.802062 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.185723 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0985481 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0938208 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.170297 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0722576 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.866831 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.677485 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.255081 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0982328 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.083564 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.160037 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.163803 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.24056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.866828 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.784599 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.677485 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.01955 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.801889 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.5019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.254411 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.12848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.651382 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.187324 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.207 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.21674 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.918347 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.639243 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.06857 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.04522 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.11553 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.12926 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.931654 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.48587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0494893 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0510599 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.157579 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0161708 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.354292 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.224019 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.428351 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.165211 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.080215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.0982317 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.0443104 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.0611048 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.245985 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.605037 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.290047 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.189146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.33763 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.874468 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.914281 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.25015 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.47567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.353884 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.227985 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.33122 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.236929 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0328538 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.423846 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.721361 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.39992 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.271813 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.116768 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-0.467878 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.364259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-1.68388 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.991521 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.478068 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.55386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-1.42918 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-1.3743 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-1.39008 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.08463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
