# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,5,8,6,0,12,10,9,12,18,18,18,18,9,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(8,4),(4,3),-0.466292 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.182375 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0647837 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.483736 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.79848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,14),-1.23684 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.865363 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.717534 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.476916 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.291462 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0692366 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.487906 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.79842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-1.30678 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.43555 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.176502 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.165291 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-3.0149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-1.33612 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-2.34006 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.30759 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.946456 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.863639 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.57389 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.32517 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.90312 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-2.10622 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.03617 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.52669 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.37224 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.09068 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.60425 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.05096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.267377 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.67818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.295895 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.453407 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.680588 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.893368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0306749 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-1.0138 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.142147 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.1311 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.237807 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-1.19958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-1.31242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-1.14903 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.664244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.761001 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.686689 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.569573 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.425555 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-0.815692 # DEPENDENCYPART_GRANDPAR
(8,9),(9,31),-0.90382 # DEPENDENCYPART_GRANDPAR
(8,9),(9,32),-0.756864 # DEPENDENCYPART_GRANDPAR
(8,9),(9,33),-0.494971 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.881839 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.980921 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.228516 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.64992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.678402 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.552932 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.733096 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.936897 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.300621 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.412093 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.124669 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.551914 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.299071 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.176824 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.489946 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.254457 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.186119 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.311027 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.320482 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.213596 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.356788 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.1265 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0485611 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.174294 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0553727 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0553055 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0890517 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.237881 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0041333 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.287516 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.316333 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.22729 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.227625 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.352639 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.410657 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.12656 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0144185 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.29077 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.19281 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.221901 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.229059 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.350059 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),0.50776 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.515047 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.253626 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.124003 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.385713 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),0.389717 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.250573 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.558983 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.291605 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.321869 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.28702 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.72197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.411189 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),0.314939 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),0.182789 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0221293 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.298572 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.1851 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.183495 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.105485 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0957568 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.77912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.507745 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.515047 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.0978866 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0622519 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.353512 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.292188 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.09166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.258602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.411173 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.284612 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0276501 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.00631694 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.164123 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.101634 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),0.0237712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.393901 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.6961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.23243 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.00320686 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.462541 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.13641 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.405836 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.170377 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.228529 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.308943 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.284092 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.760467 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),1.24355 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.725005 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.134817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.408846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.168784 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.231539 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.456792 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.08333 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.188 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.879697 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.89016 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.588966 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.849278 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.34079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.707072 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.146463 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.37818 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.236464 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.199669 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0187957 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0222869 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.126843 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0419965 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),1.22321 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.724878 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.592466 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.158201 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.174805 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.242727 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.262437 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.290784 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.456792 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.08333 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.879697 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.89016 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.588966 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.849278 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.34079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.707072 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.146463 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.37818 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.236464 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.380112 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.21167 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.0222869 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.126843 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.0419965 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.000569303 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.048548 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.0710403 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.724267 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.591855 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.537278 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.190622 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.249385 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.570164 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.06801 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.32568 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.864386 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.874851 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.529868 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.713076 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.833965 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.21952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.755809 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.142769 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.399302 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.26132 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.21484 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.231368 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.248807 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0474083 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.261251 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.310024 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),0.0729503 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.740966 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),0.13382 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.0328116 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.288217 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),0.237405 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),0.104157 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),0.13582 # DEPENDENCYPART_GRANDPAR
(9,18),(18,29),0.14833 # DEPENDENCYPART_GRANDPAR
(9,18),(18,30),-0.462126 # DEPENDENCYPART_GRANDPAR
(9,18),(18,32),0.0117193 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.287639 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),0.0800499 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.75692 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),0.120719 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.043069 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),0.222367 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),0.145562 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),0.0102509 # DEPENDENCYPART_GRANDPAR
(9,19),(19,32),0.0531243 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),0.38149 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.154931 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.652268 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.0151078 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.238324 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),0.233501 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),0.169304 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),0.0214688 # DEPENDENCYPART_GRANDPAR
(9,23),(23,29),-0.0763319 # DEPENDENCYPART_GRANDPAR
(9,23),(23,30),-0.412233 # DEPENDENCYPART_GRANDPAR
(9,23),(23,31),0.212799 # DEPENDENCYPART_GRANDPAR
(9,23),(23,32),0.0768662 # DEPENDENCYPART_GRANDPAR
(9,23),(23,33),0.028845 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),0.383479 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),0.372603 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.661154 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),0.269773 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.24039 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),0.24091 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),0.167255 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),0.0198372 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.0822219 # DEPENDENCYPART_GRANDPAR
(9,24),(24,30),-0.414298 # DEPENDENCYPART_GRANDPAR
(9,24),(24,31),0.220207 # DEPENDENCYPART_GRANDPAR
(9,24),(24,32),0.0748174 # DEPENDENCYPART_GRANDPAR
(9,24),(24,33),0.0272134 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.798346 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),0.0207583 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),0.178485 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),0.244257 # DEPENDENCYPART_GRANDPAR
(9,26),(26,1),-0.267978 # DEPENDENCYPART_GRANDPAR
(9,26),(26,9),-1.37164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,26),(26,13),0.206601 # DEPENDENCYPART_GRANDPAR
(9,26),(26,15),0.170387 # DEPENDENCYPART_GRANDPAR
(9,26),(26,17),-0.0145115 # DEPENDENCYPART_GRANDPAR
(9,26),(26,19),0.00519812 # DEPENDENCYPART_GRANDPAR
(9,26),(26,20),0.00192417 # DEPENDENCYPART_GRANDPAR
(9,26),(26,21),-0.00220917 # DEPENDENCYPART_GRANDPAR
(9,26),(26,22),-1.0331 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-0.108167 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),-0.286803 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.0637106 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),0.13149 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-0.187759 # DEPENDENCYPART_GRANDPAR
(9,26),(26,29),-0.127635 # DEPENDENCYPART_GRANDPAR
(9,26),(26,30),-0.448711 # DEPENDENCYPART_GRANDPAR
(9,26),(26,31),0.0881987 # DEPENDENCYPART_GRANDPAR
(9,26),(26,32),0.039053 # DEPENDENCYPART_GRANDPAR
(9,26),(26,33),0.0841378 # DEPENDENCYPART_GRANDPAR
(9,26),(26,34),-0.264044 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),0.0440343 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),0.395723 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-0.0127453 # DEPENDENCYPART_GRANDPAR
(9,27),(27,29),0.125714 # DEPENDENCYPART_GRANDPAR
(9,27),(27,30),-0.245199 # DEPENDENCYPART_GRANDPAR
(9,27),(27,31),0.201821 # DEPENDENCYPART_GRANDPAR
(9,27),(27,33),0.146133 # DEPENDENCYPART_GRANDPAR
(9,27),(27,34),-0.192473 # DEPENDENCYPART_GRANDPAR
(9,28),(28,24),-0.168983 # DEPENDENCYPART_GRANDPAR
(9,28),(28,25),-0.194901 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),0.0853766 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.0582618 # DEPENDENCYPART_GRANDPAR
(9,28),(28,30),-0.452482 # DEPENDENCYPART_GRANDPAR
(9,28),(28,31),0.232766 # DEPENDENCYPART_GRANDPAR
(9,28),(28,32),0.0432741 # DEPENDENCYPART_GRANDPAR
(9,28),(28,33),0.224524 # DEPENDENCYPART_GRANDPAR
(9,28),(28,34),-0.117988 # DEPENDENCYPART_GRANDPAR
(9,29),(29,25),-0.0981003 # DEPENDENCYPART_GRANDPAR
(9,29),(29,27),0.195086 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),0.24067 # DEPENDENCYPART_GRANDPAR
(9,29),(29,30),-0.498617 # DEPENDENCYPART_GRANDPAR
(9,29),(29,31),0.12608 # DEPENDENCYPART_GRANDPAR
(9,29),(29,33),0.0172165 # DEPENDENCYPART_GRANDPAR
(9,29),(29,34),-0.0762195 # DEPENDENCYPART_GRANDPAR
(9,30),(30,28),0.203493 # DEPENDENCYPART_GRANDPAR
(9,30),(30,29),0.013585 # DEPENDENCYPART_GRANDPAR
(9,30),(30,31),0.157782 # DEPENDENCYPART_GRANDPAR
(9,30),(30,32),0.15182 # DEPENDENCYPART_GRANDPAR
(9,30),(30,33),0.104811 # DEPENDENCYPART_GRANDPAR
(9,30),(30,34),-0.240376 # DEPENDENCYPART_GRANDPAR
(9,31),(31,9),-1.37164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,31),(31,17),-0.0145115 # DEPENDENCYPART_GRANDPAR
(9,31),(31,21),-0.00220917 # DEPENDENCYPART_GRANDPAR
(9,31),(31,22),-1.0331 # DEPENDENCYPART_GRANDPAR
(9,31),(31,23),-0.108167 # DEPENDENCYPART_GRANDPAR
(9,31),(31,24),-0.286803 # DEPENDENCYPART_GRANDPAR
(9,31),(31,25),-0.0637106 # DEPENDENCYPART_GRANDPAR
(9,31),(31,26),0.233834 # DEPENDENCYPART_GRANDPAR
(9,31),(31,27),0.1603 # DEPENDENCYPART_GRANDPAR
(9,31),(31,28),0.23979 # DEPENDENCYPART_GRANDPAR
(9,31),(31,29),-0.0461902 # DEPENDENCYPART_GRANDPAR
(9,31),(31,30),-0.237619 # DEPENDENCYPART_GRANDPAR
(9,31),(31,32),0.039053 # DEPENDENCYPART_GRANDPAR
(9,31),(31,33),0.0841378 # DEPENDENCYPART_GRANDPAR
(9,31),(31,34),-0.264044 # DEPENDENCYPART_GRANDPAR
(9,32),(32,29),0.0552774 # DEPENDENCYPART_GRANDPAR
(9,32),(32,30),-0.129874 # DEPENDENCYPART_GRANDPAR
(9,32),(32,31),0.375021 # DEPENDENCYPART_GRANDPAR
(9,32),(32,33),0.146133 # DEPENDENCYPART_GRANDPAR
(9,32),(32,34),-0.192473 # DEPENDENCYPART_GRANDPAR
(9,33),(33,32),-0.102832 # DEPENDENCYPART_GRANDPAR
(9,33),(33,34),-0.260813 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.354721 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.645277 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.532586 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-1.05622 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.154892 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.359333 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.88991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-1.26046 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.949509 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.785766 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.734709 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.577505 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-1.10499 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.569599 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.944235 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.62575 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.593545 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.570529 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.764403 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.22376 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.230135 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.249365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.897935 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.98161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.69686 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.556592 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.511718 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.649579 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.694976 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.1545 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.201873 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.266045 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.596458 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.74959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
