# _root_ Cigarety Camel , které se v pátek pokusila z Turecka do ČSFR propašovat skupina patnácti osob , byly podle našich informací určeny k prodeji v Praze .
#goldHeads=18,1,8,13,8,8,6,1,13,9,13,11,8,8,16,14,8,0,18,21,19,18,22,23,24,25,0,
#predictedHeads=0,1,8,8,8,8,6,1,8,9,8,11,8,13,16,14,8,22,22,21,19,0,22,23,24,25,0,
(8,12),(12,9),0.769227 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.136687 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.753922 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0795344 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.127593 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.348725 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.0510911 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.379934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.38594 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.561731 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),0.446741 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),0.421028 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.295515 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.262716 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.45061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.484228 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.292506 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.141436 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.713885 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.325673 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.325455 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.596435 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0735137 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.592103 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.204003 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-1.48243 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),0.0614795 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.123186 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.779637 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.469941 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.117867 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.329815 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0544656 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.203906 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.188224 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-1.20312 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.0291083 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),0.113376 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),0.0771818 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0176519 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.212277 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.136063 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.296574 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.459136 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.293516 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.064072 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0524798 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0823721 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.22551 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.199255 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-1.22064 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.050712 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.840919 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.84691 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.799049 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.53755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.477976 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.208002 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.235942 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.445291 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.254863 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.317365 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.557417 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-1.0548 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.194962 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-1.44549 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.861279 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),0.0754893 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.0173249 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.440731 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.44673 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.591223 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),0.418496 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),0.39278 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.342345 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.323513 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.46775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.435272 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.317388 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0972275 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.738767 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.515092 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.392809 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.27429 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.66201 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.188724 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.239165 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.868121 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-1.54547 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.494401 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),0.0186723 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.901188 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.179425 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-1.53928 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.117824 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.46278 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-1.03765 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.377922 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-1.00457 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.200986 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.129099 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.560497 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),0.114978 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),0.0598154 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.38023 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-1.38623 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.561829 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.295613 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.263012 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.45233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.482114 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.299598 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.139322 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.720977 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.530513 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.375019 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.64422 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),0.218583 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.389525 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.343157 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-1.54698 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),0.0807737 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.832127 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.103892 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-1.47022 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-1.12843 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.469743 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-1.09522 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),0.196075 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.24928 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.952516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.510983 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.32947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.12506 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.13734 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.241991 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-1.35242 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),0.180102 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),0.558426 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.33484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.71926 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.241976 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-1.35985 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.809614 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.649608 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),0.180087 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-1.8476 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-1.03203 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.945656 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.72754 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.55069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,10),-2.52602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-1.4794 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-2.18439 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.00887 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.06182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.04011 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.842728 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.826 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.922272 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.840047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.314257 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-1.23215 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0199032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-1.20541 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.455872 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-3.26335 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-2.44831 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.61643 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.840945 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.673887 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.22344 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.9261 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-2.24392 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.997621 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.17226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0796401 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.135444 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.642011 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.108875 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.62672 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.43849 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.675163 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.362898 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.607394 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.467379 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.579226 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.924353 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.351408 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.02448 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-1.20957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0382413 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.671905 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.596048 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-1.17858 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.453683 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.635847 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.753199 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-3.26345 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-2.44841 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-1.61643 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-1.22344 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-1.9262 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-2.24392 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.997621 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-1.16742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.0894526 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),-0.13061 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),-0.159753 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.930747 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.913481 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),0.492731 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.393884 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.355106 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.892673 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.461422 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-2.10885 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.573269 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-1.09815 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.82641 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-2.31344 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-1.0212 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-1.46331 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-1.4552 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.600322 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.496473 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0230046 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.295823 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.968729 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.37218 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0518069 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.220279 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.37613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0702682 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.337102 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.78457 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.678736 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.439877 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0301133 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.77459 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.160619 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-1.20605 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.58286 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.433858 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.169111 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.0315092 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.27978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,15),-0.583741 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.429779 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.320489 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.37417 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.565488 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-1.01507 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.163852 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.581622 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.103905 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.2814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),1.05275 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.652525 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.427593 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.332765 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.379012 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.56812 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-1.0185 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.168695 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-1.14567 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-3.14906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,6),-0.77875 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.50964 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.292245 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.93853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.981471 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-2.26725 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.82293 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-1.27548 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-3.125 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-2.51002 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-2.05679 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.800464 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.995131 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.38543 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.70374 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-2.56629 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.22068 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-2.24808 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.21989 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.80511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.838343 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.131059 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.834753 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.171495 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-1.18693 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.749017 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.981814 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-1.01719 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.592886 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.14741 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.13601 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0022909 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-1.4176 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.228748 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-1.18366 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.982161 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-1.55299 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-1.1026 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-1.18565 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.766852 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-1.17908 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-1.35565 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.203925 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-1.39806 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.1346 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.48894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.810201 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.050564 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.237829 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.18038 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.983635 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-1.54829 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-1.09931 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-3.1251 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-2.51012 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-2.05679 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-1.38543 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-1.70384 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-2.56629 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-1.22068 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-2.24818 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-1.2199 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.80027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.108899 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-1.12699 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-1.12143 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.218136 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.905648 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.7409 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-1.26701 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-1.01124 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-2.57654 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.586929 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-1.4004 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.673256 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.511509 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.133035 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.107667 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.0133164 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.104874 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.0700947 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.0214693 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.71209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,22),-0.353621 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.0379993 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.512964 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.13158 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.106213 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0147708 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.103419 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.71209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,18),-0.584702 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.353621 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.169406 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-1.01729 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.141817 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.538874 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.06893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,17),-0.790326 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.941703 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.489678 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.304643 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0856756 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.070389 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.282216 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.565654 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.513401 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.205109 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.540183 # DEPENDENCYPART_GRANDPAR
