# _root_ Na posezení a debatu s Leonhardem býval čas večer , když se vrátil z mnichovského rozhlasu , děti se odebraly k spánku a v domě byl klid .
#goldHeads=8,3,1,3,3,5,0,7,7,11,7,13,23,13,16,14,23,20,20,23,20,21,11,26,24,23,26,0,
#predictedHeads=7,3,1,3,4,5,0,7,7,11,7,13,11,13,16,14,11,20,20,23,20,21,17,26,24,23,26,0,
(7,17),(17,7),-1.48092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.342444 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.166964 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.530802 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0723928 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.260844 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.337851 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-2.13078 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.659113 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.824238 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.719155 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.491569 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-1.10255 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.132161 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.465248 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-1.3651 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-1.1546 # DEPENDENCYPART_GRANDPAR
(7,23),(23,1),-0.439403 # DEPENDENCYPART_GRANDPAR
(7,23),(23,3),-0.708054 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-0.606816 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-1.35391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,9),0.219392 # DEPENDENCYPART_GRANDPAR
(7,23),(23,10),0.372835 # DEPENDENCYPART_GRANDPAR
(7,23),(23,11),0.0541688 # DEPENDENCYPART_GRANDPAR
(7,23),(23,12),-0.579298 # DEPENDENCYPART_GRANDPAR
(7,23),(23,13),-0.113803 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),-0.193399 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-2.06223 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),-0.620983 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),0.0342106 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.768008 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.529396 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.0928719 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.395719 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-1.05449 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.353025 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-1.34158 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.844245 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.921227 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-0.464797 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0146539 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0294887 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.232628 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.235325 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.28489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.540147 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.566425 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.34845 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.319625 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-1.20222 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-0.946464 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.33191 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.517797 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.11393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.774242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.31037 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.09743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.199281 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0393908 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-2.379 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.289823 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.104077 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.47788 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-2.44279 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.38168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.131307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.00942984 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0644232 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.137507 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0253133 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0393287 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.346106 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.283206 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.228305 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),0.0419137 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.375811 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.556382 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.985367 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.36883 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.598696 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.15085 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.772321 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.3473 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-2.30564 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.901093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.47957 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.222207 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.313004 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.220604 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0546913 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0933098 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.464217 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0644451 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.164402 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.160594 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.029588 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.672895 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),0.136003 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.194375 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.428458 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-0.931975 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.243621 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0571015 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.16026 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.467011 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.214412 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.289661 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),0.0968124 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.582548 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.984824 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.597914 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-1.14779 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-2.30545 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.921715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.470502 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.209994 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.307594 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.244318 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.205874 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.201921 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.481247 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.133085 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.0404707 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.266411 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.461572 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.0767548 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.684939 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),0.131255 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.230784 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.726942 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.444428 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.94402 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-1.19612 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.453569 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.342826 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.152313 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.174379 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.244971 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.315412 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0527992 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.290019 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.609112 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.411961 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.10047 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.434027 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.456387 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.353113 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.54355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.133096 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.380939 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.733748 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.638991 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.874096 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.742256 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.373604 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0528104 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.337492 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.357518 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.559996 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.360069 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.25874 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.277906 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.186512 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.244971 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.74176 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.440503 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0645675 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.357517 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.254792 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0519804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.475551 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.55657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.153509 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.451992 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.636643 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.06315 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.777194 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.03635 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.39288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,13),-0.472723 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.924469 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.958833 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.839684 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.2932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.64241 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.112812 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.351566 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.13096 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.453612 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.15904 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.304503 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.262324 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.268825 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.432214 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.355655 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0956222 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.37852 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0136257 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.154516 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.222429 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.285517 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.144442 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.120862 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.72426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.286299 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.653067 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.971735 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.10996 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.64749 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.956792 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.368457 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.685011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.265439 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.457346 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.555411 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.592007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.37599 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.66669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.00439165 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.00245 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.40243 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.910248 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.17477 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.123 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.30943 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.755451 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.10143 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.742147 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.10368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.700934 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0159569 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0195306 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0991634 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0678505 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0951223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.164769 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.0129433 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.115951 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.34347 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.0381376 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.281423 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.112925 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-0.423003 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.540253 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.89149 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.600027 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.664877 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.329044 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.224395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.195648 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.538641 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.30802 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.250838 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.447714 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.39915 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.160055 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.364691 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.428002 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.32684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.0909567 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.532626 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.502175 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.306942 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.479995 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.660479 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.780714 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.578694 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.419994 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.43672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.175829 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.785244 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.687353 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.567642 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.945796 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.61 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.654333 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.779911 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.806305 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.527427 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.340638 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.31463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,7),-0.461928 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.559471 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.219695 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.00286 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.21146 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.799932 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.919999 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.14729 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.07197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.885634 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.795633 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.825405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.629154 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.562524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.525296 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.306857 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.168495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.160718 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0443489 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.191893 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0371687 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.110286 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.730063 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.00457369 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.156675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.0220569 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.464466 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.352342 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0834642 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.15569 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.456845 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.360026 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.112367 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.474408 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.211793 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0573318 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.307665 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.564117 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.261085 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.522629 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.270141 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.433058 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.17574 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.03794 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.01097 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-1.2211 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.905877 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.888559 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.06754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),0.072586 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.412825 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.79201 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.477867 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.66564 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.181783 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.509106 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-1.14912 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.2945 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.457975 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.383614 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.889975 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.03488 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.31874 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0450644 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.107789 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.617937 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.27222 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.529304 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-1.07752 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.267884 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.560146 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.444194 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.999518 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.79614 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.911508 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.88265 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.787142 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.822413 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.626171 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.591403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.459183 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.559352 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0339321 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.267113 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.122583 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.106629 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.355069 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.330726 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.158337 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.729751 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),0.0017675 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.193297 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.748444 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.0315107 # DEPENDENCYPART_GRANDPAR
