# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(10,13),(13,1),-0.887415 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-2.50913 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-2.511 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.649926 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.74298 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-2.22482 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.94436 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.59342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.504094 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.805443 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.434247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.721843 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0262538 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.0601483 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.70578 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.99308 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.99495 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.4318 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.51367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.50882 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.70877 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.757016 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.47613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.6303 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.785428 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.492401 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.837389 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.120846 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.433068 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-1.54144 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.0307113 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-1.26267 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-1.57114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-1.3496 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.37766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.819908 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),1.17064 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.317906 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0388373 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.670171 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.365844 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-1.72004 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.27613 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-1.04503 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-1.18499 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-1.73774 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-1.51884 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.887415 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-2.50913 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.94436 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.805443 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.512645 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.430351 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.79853 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.43832 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-1.43577 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0601483 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.14985 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-1.44911 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.549808 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.37213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.170892 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.166575 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.212251 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.822928 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.375635 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.781894 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.811875 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.603676 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.653928 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.978027 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-1.02362 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.832647 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.510068 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-1.72003 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.841826 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-1.43935 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.328749 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-1.62807 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.129694 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-2.24028 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.584548 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-1.36722 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.730377 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-1.46844 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-1.69863 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-1.31222 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.213057 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.07402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,11),0.225313 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.26586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.427528 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.989291 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.60896 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.91127 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.3804 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.604399 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-3.35878 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-2.48797 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.3598 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-2.45527 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-2.25539 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-2.50419 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.19596 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.361215 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.921487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.44375 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.353285 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.109895 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.16419 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.582781 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-3.03466 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-2.16385 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.26401 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-2.36378 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-2.59396 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.93127 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-2.43151 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.15147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.269721 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.946041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.857555 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.00906585 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.346249 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.17251 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.0409001 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.0100043 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.896466 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.436585 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.422532 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.06441 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.332885 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.582203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.798556 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0466723 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.265082 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.412886 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.517188 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.0468831 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.931416 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-1.2177 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.98071 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.967685 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.581838 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-3.03612 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-2.16531 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-1.26225 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-2.36323 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-1.93273 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-2.43088 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-1.14971 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.935282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.847557 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.111761 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.279 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.363815 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0248174 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.255648 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.805469 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.259447 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.890767 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-1.17374 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.424775 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.410723 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.70972 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.257447 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.235793 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.136879 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.268226 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.155397 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.00446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.608053 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.744443 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.877173 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.329637 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.242318 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.0697771 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.00320141 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.10737 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.139711 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.101672 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.114199 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0785214 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.0309343 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.685685 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.954804 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.333527 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.129892 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.248518 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.00703855 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.103818 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.136159 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0938171 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.117634 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0823586 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.685314 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.132721 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.109727 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.313725 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.346071 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.151076 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.0184703 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.98752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,15),-0.821941 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.341981 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.312079 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.105961 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.14287 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.163276 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.144562 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.333527 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.129892 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.248518 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.106167 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.156264 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.124925 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.157277 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.117634 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0823586 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0387889 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.247326 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0669204 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.0436924 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0598564 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0714657 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.103812 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0755871 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.135693 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.104538 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.00258499 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.06575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.685605 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.940268 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.80573 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-1.09588 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-1.29648 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.954724 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-1.25229 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-1.28616 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-1.42741 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.231736 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0167223 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.98529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.462684 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.825305 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.725279 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.766686 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.12871 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.161061 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.138062 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0560401 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0504284 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.19589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.685314 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.994527 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.954434 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.13782 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.08839 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.06633 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.944922 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.962859 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.995205 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.09822 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.737046 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.87917 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.884578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.965617 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.39589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0880124 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.26221 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.16991 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.26759 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.197691 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.373632 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.283 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.408593 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.777362 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.01717 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.01801 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.3843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.256227 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.159397 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.205853 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.358191 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.219133 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.442914 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.460497 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.351889 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.484907 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.01167 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.21077 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.692567 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.088 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.00109656 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.338923 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.341164 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.565423 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.269222 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.555079 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.554517 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-1.1369 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-1.08988 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-1.06782 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.943189 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.962339 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-1.09972 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.736446 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.877437 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.967109 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-1.4213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.173382 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0129365 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.16128 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.106124 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.180164 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.487942 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.343038 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.369011 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.387915 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.277574 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.403166 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.407373 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.270047 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.416014 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.0489404 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.430881 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.595954 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.820255 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-2.52506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,16),-0.925832 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-1.10598 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.033191 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.357275 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.088951 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0368226 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.759459 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.791578 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.10328 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.850331 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.121846 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.0541483 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-2.09042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,21),-0.671328 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.0381708 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0711026 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.329515 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.040915 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.755645 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.787765 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.0962374 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.855591 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.125938 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-2.0893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,2),0.0643715 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0842981 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.843413 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.875538 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.141704 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.0157237 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.387465 # DEPENDENCYPART_GRANDPAR
(14,5),(5,15),0.309451 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.3748 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.221075 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-1.05513 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.456318 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.473275 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0192091 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-1.03491 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.0381708 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0711026 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.329515 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.219027 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.11936 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.820698 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.85284 # DEPENDENCYPART_GRANDPAR
