# _root_ Přestože soupeř v závěru již nehrál v nejsilnější sestavě , považuji výhru za náš úspěch , " konstatoval olomoucký trenér Jiří Teplý .
#goldHeads=11,6,6,3,6,1,6,9,7,1,18,11,11,15,13,11,11,0,20,22,22,18,0,
#predictedHeads=18,6,6,3,6,1,6,9,7,1,18,11,12,15,13,11,11,0,20,18,22,18,0,
(10,11),(11,21),-0.498437 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.335637 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.486062 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.79993 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.944827 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.00495 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.4413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.300739 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0512406 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.273474 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.134214 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.346145 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.574883 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.479891 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.393377 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.48435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.11262 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.37609 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.10369 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.461762 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.371108 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.455692 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.540306 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.146061 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.632568 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0372417 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.18254 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.203315 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.339968 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.570047 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0641188 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.388542 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.879568 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.23927 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.792158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.769227 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.07605 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.4587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.00515475 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.448182 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.503686 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.380675 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.432831 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.279215 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.404308 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.71001 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.140817 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.797255 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.525574 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.723343 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.725764 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),-0.0733403 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.409878 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.473649 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.361702 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.393615 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.27732 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.413255 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.814974 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.173167 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.759486 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.630538 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.475482 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0554669 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.39624 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.14081 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.109476 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.173761 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.9621 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.60055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,16),-1.01314 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.99157 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-1.49577 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-1.11995 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.325082 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0756226 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0541962 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.142661 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.328921 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.304851 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.228372 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.16953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,2),-0.0349756 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.136336 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.192513 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.351206 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.256037 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.019097 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.151161 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.338756 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.323298 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.263022 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.314515 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.446266 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.144173 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.365953 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.311328 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.525502 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.257413 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.443529 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0131607 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0824303 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.755849 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.727386 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.740469 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.26697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.100944 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.173988 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.155595 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.69661 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.76209 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-1.1625 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.935042 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.209 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.80714 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.193529 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.112102 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.571261 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.28397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.0979896 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.0776215 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.323502 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0647926 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.174796 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.158568 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0126601 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.164436 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.317648 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.477805 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.16943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),0.0751932 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.06497 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.20009 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.468581 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.123348 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.3885 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.00369669 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.796842 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.10588 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.61333 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.627258 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.52683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.349966 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.332152 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.619342 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.92387 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.907251 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.169956 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.94918 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.790017 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.0809939 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.258097 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.46418 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.139545 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.158294 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.308458 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.585191 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.539312 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.190136 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.22246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.850291 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0402871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.509887 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.261969 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.222806 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.431684 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.363599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.266664 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.553463 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.872048 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.393995 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0527968 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.311011 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.590931 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.269156 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.195875 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.262954 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.33951 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.10445 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.543465 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.49648 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.305011 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.72613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.524643 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.177781 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.290833 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.244793 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.21763 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-1.13133 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.874316 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.416899 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.790186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.478082 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.538763 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.937447 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.74297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.368929 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.115848 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.274668 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0883966 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.20027 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.944115 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.995266 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.641989 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.970438 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.599032 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.0788004 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.889582 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.688805 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.806255 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.270897 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.844796 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.459577 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.04654 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.0786604 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.63997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.437139 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0515112 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.131103 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.145533 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.232338 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.834774 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.582397 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.847268 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.438868 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.432212 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.468432 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.760363 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.415703 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.593883 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0665324 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.075388 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.498132 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.554335 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.223105 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.445309 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.572639 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.499012 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.134501 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.197947 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.411343 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.938845 # DEPENDENCYPART_GRANDPAR
(11,22),(22,12),0.489514 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.219351 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),0.209134 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.297021 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.280743 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.784001 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.521617 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.81239 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.593884 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.657953 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.249567 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.462049 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.705875 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.51696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,5),-0.0880527 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.0371898 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.465241 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.83512 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.268607 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-1.73533 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.307053 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.239515 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.134744 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.314588 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.39328 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.00247 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.0125716 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-1.36458 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.447213 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.629323 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.220382 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.90918 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.289026 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.156758 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.394205 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.387297 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.53726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.515817 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.4307 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.962266 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.16614 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.32807 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.10357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.42578 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.263477 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.173107 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.369343 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.322598 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.845375 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.365157 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.40932 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.804368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.450206 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.247438 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.294464 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.917736 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.929194 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.642208 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.493878 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-2.69317 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-2.53696 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.89047 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.72608 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.35033 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.50664 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.12938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.378228 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.411233 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0242692 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.246669 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.478063 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.827087 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.642476 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.77382 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.548628 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.765656 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-2.45465 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.42433 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.37802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.14539 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.519922 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.272769 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.034407 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.622925 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-1.26235 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.969578 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-1.05628 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.983891 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.47174 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-2.37126 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.0388 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.64015 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.646044 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-2.46368 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.880612 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.40417 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.24346 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-1.43336 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.14622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.202791 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0648967 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.340287 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.386129 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.856092 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.393988 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.409827 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.577959 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.59984 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.387902 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.43696 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.786239 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.691299 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.290642 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.837147 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.311331 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.653986 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.593961 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-1.43382 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.12447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.335372 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.0182344 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.297629 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.267761 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.9254 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.622879 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.696643 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.691299 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.909669 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-1.20375 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.51881 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.2494 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.756676 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.686814 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.446105 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.857071 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.18209 # DEPENDENCYPART_GRANDPAR
