# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,3,1,7,7,7,3,9,5,14,12,10,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,30,24,30,31,30,35,30,37,35,0,
(9,24),(24,32),0.021721 # DEPENDENCYPART_GRANDPAR
(9,24),(24,33),-0.167043 # DEPENDENCYPART_GRANDPAR
(9,24),(24,34),-0.362192 # DEPENDENCYPART_GRANDPAR
(9,24),(24,35),-0.0877228 # DEPENDENCYPART_GRANDPAR
(9,24),(24,36),-0.375006 # DEPENDENCYPART_GRANDPAR
(9,24),(24,37),-0.00540499 # DEPENDENCYPART_GRANDPAR
(9,24),(24,38),-0.272058 # DEPENDENCYPART_GRANDPAR
(9,30),(30,3),-0.867519 # DEPENDENCYPART_GRANDPAR
(9,30),(30,10),0.7818 # DEPENDENCYPART_GRANDPAR
(9,30),(30,13),-0.170155 # DEPENDENCYPART_GRANDPAR
(9,30),(30,19),0.137421 # DEPENDENCYPART_GRANDPAR
(9,30),(30,20),-0.215551 # DEPENDENCYPART_GRANDPAR
(9,30),(30,21),0.0887948 # DEPENDENCYPART_GRANDPAR
(9,30),(30,23),-0.0759743 # DEPENDENCYPART_GRANDPAR
(9,30),(30,24),0.293348 # DEPENDENCYPART_GRANDPAR
(9,30),(30,25),-0.0777822 # DEPENDENCYPART_GRANDPAR
(9,30),(30,26),-0.598481 # DEPENDENCYPART_GRANDPAR
(9,30),(30,27),-0.512594 # DEPENDENCYPART_GRANDPAR
(9,30),(30,28),-0.106751 # DEPENDENCYPART_GRANDPAR
(9,30),(30,29),-0.0989158 # DEPENDENCYPART_GRANDPAR
(9,30),(30,31),-0.562983 # DEPENDENCYPART_GRANDPAR
(9,30),(30,32),0.0637344 # DEPENDENCYPART_GRANDPAR
(9,30),(30,33),-0.150264 # DEPENDENCYPART_GRANDPAR
(9,30),(30,34),-0.343092 # DEPENDENCYPART_GRANDPAR
(9,30),(30,35),-0.0457094 # DEPENDENCYPART_GRANDPAR
(9,30),(30,36),-0.355906 # DEPENDENCYPART_GRANDPAR
(9,30),(30,37),0.0366084 # DEPENDENCYPART_GRANDPAR
(9,30),(30,38),-0.255268 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.882123 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.779783 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.973488 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.748414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.937762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.511032 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0154199 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.613877 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.870968 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.19992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.258329 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.433963 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.260072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.13644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.792595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.755461 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0894768 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.80213 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.19161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.757291 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.229853 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0768949 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0414984 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.796371 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0700244 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.333853 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.448483 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.00970569 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.995596 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.445214 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.462671 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.479975 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.611117 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.20138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.222924 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.22441 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.70549 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.659999 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.66746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.415122 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.699295 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.00835 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.70891 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.45153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.492728 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.943756 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-1.12794 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.849744 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.93379 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.855772 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.787429 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.968705 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.619867 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.609143 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.68096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.34333 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.326898 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.567215 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.894059 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-1.20312 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.909245 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.799583 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.562853 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.960179 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.444541 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.641553 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.957713 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.856772 # DEPENDENCYPART_GRANDPAR
(11,15),(15,29),-0.441449 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.540552 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0277169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.96335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.46815 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.01605 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.132853 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.94983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.336761 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.893879 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.753266 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.438213 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.442098 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.47359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),-0.502403 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.541432 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.763133 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.911788 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.636485 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.963497 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.794149 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.947491 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.760283 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.877147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.592048 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.597695 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.461618 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.34592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.219546 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.495864 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.477365 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.630446 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.657315 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.360535 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.519034 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.264906 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.228663 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.318873 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.477073 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.351013 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.627126 # DEPENDENCYPART_GRANDPAR
(12,14),(14,29),-0.595562 # DEPENDENCYPART_GRANDPAR
(12,14),(14,30),-0.474312 # DEPENDENCYPART_GRANDPAR
(12,14),(14,33),-0.79674 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.466358 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-1.39875 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.524085 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.187305 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.494314 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.267986 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0059061 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.39266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,19),-2.22441 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.143085 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0975405 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.16576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-1.22402 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.579664 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.251768 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.9854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-1.18092 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.13913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,20),-0.72789 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.853172 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.08245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,16),-0.352678 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-1.29266 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.663738 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.265907 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.749787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.255565 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.296587 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.614602 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0624671 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.258286 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.01906 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.0374942 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.0942749 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.285049 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.955771 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.0228622 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-2.40726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.247921 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.997808 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.995986 # DEPENDENCYPART_GRANDPAR
(14,1),(1,29),-1.36058 # DEPENDENCYPART_GRANDPAR
(14,1),(1,33),-1.31753 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.0839253 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.52814 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0461771 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.451769 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.113043 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.33207 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.0454 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.722342 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0361271 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.0455295 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.289141 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.99408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,1),0.12606 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.312418 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.671208 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.225877 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.217385 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0998225 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.214447 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.321555 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.12679 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.278222 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.704041 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0794448 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.275302 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.125646 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.00666869 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.319198 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.0324924 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-1.00756 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.00364781 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.230021 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-2.07968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),0.0804159 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.676716 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.347916 # DEPENDENCYPART_GRANDPAR
(14,5),(5,29),-1.11637 # DEPENDENCYPART_GRANDPAR
(14,5),(5,33),-1.07331 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.12606 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.312418 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.671208 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.169669 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.220186 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.214447 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.321555 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.886829 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.230341 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.16039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.000294987 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.665124 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.163761 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.487175 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.245288 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.343538 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.317064 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.801182 # DEPENDENCYPART_GRANDPAR
(14,7),(7,29),-1.17406 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.00199941 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.408106 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.295918 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.412144 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.214391 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.222888 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.368687 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.35081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.190715 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.112756 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.419738 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0312287 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0910354 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.200829 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0814594 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-1.15745 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0538356 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.477617 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.46991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.310575 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-1.0363 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-1.15207 # DEPENDENCYPART_GRANDPAR
(14,9),(9,30),-0.734393 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.390397 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.494957 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.324879 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.128246 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.476937 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.145985 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0431266 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.204103 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),0.160167 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.329348 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.606611 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.125674 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.93616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,2),-0.339572 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.184819 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.639802 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.00938531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.471098 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.694511 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.323872 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.0407 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.537 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.498705 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.829672 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.92692 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.154997 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.17529 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.28357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.550305 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.47149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.264405 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.320357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.367466 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.115164 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.312331 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.865155 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.11677 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.0538393 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.286411 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.625125 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.474665 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.226937 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.172128 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.00238288 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.461923 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.156191 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.361392 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.167168 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.346873 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.813645 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0715058 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.27162 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.336652 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.810959 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.19847 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0042456 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0037021 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0296042 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.1717 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.668323 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.153384 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.168206 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.0714203 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.676257 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.387469 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.121883 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.0778248 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.00417969 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.00351322 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0294153 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.468373 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.017784 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.165962 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.0651083 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.417425 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),0.599407 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.516448 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.133988 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.853265 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.734777 # DEPENDENCYPART_GRANDPAR
(14,22),(22,30),-0.322559 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-1.58941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,19),-0.125516 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.356248 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-1.11223 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.299123 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.109891 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.655555 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-1.46252 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.756566 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),-0.593242 # DEPENDENCYPART_GRANDPAR
(14,23),(23,30),0.50933 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-0.323492 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.606878 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.498325 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.153859 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.28319 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.205368 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.496869 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),0.0669441 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.381333 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.916047 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.156268 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.265782 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.63488 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-1.55755 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.800961 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.681366 # DEPENDENCYPART_GRANDPAR
(14,24),(24,29),-0.482296 # DEPENDENCYPART_GRANDPAR
(14,24),(24,30),0.116758 # DEPENDENCYPART_GRANDPAR
