# _root_ Protože na výslechu svědka trvá státní zástupce i obhájce Lukáše Kužely , který měl Vopálenskou na objednávku zastřelit , musel předseda senátu projednávání nájemné vraždy znovu odročit .
#goldHeads=20,5,2,3,1,7,8,5,8,11,8,14,14,11,18,18,16,14,1,0,20,21,27,25,23,27,20,0,
#predictedHeads=20,5,2,3,1,7,8,5,8,11,9,14,14,11,14,18,16,14,1,0,20,21,27,25,23,27,20,0,
(10,16),(16,19),-0.560384 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.00742542 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.483043 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.350642 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.350055 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.353176 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0258026 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.182204 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.00750448 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.476979 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.786284 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.350124 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.353285 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0258604 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.360907 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.215652 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.786877 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.422494 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.23481 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.062316 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.62929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.0793846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.314044 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.543195 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.0037503 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.921745 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.304527 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.412593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.325549 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.626894 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.73434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,19),-0.94448 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.44472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.475205 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0938954 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.62926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.407312 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.886453 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.444675 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.47484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.421495 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.62926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),0.187252 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.407311 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.886452 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.55025 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.54637 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.83577 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.47673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.158986 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.317944 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.103706 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.613245 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.622014 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.259131 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.676859 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.415484 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.940055 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.60421 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.05473 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.48504 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.46444 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.9143 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.2376 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.52699 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.47908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),1.17336 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),1.34728 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.127446 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.168054 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.399049 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0447834 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.382873 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.337728 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.901242 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.8035 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-1.16511 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-1.33408 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.719847 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.195166 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.355278 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),1.10368 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.482833 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-1.06629 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.132874 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.419864 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-1.43033 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.413818 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.933612 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.59033 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.04085 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.47694 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.45057 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.912394 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.22372 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-1.51311 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.49067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),1.0962 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),1.36981 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.418954 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.520117 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.30727 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.80185 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.343584 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.438496 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.994127 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.896385 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-1.25799 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-1.37759 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.812731 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.217916 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.456338 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.414011 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.934434 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.59204 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-1.04257 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-1.47735 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-1.34388 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-1.45228 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.912587 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-1.22543 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-1.51483 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.52727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),1.08504 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),1.32803 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.412111 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.556722 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.344706 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.838455 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.00140147 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.358844 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-1.01944 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.921696 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-1.28331 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-1.38857 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.838043 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.229125 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.445561 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-0.935844 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.598906 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.269483 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.388779 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.171639 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.465558 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.346133 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.328826 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.122141 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.222746 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.216522 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.34356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-1.16185 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-1.29458 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-1.14994 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-1.67489 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-0.975205 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.449818 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.308701 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.176879 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.170656 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.835776 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.20736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.44713 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.305105 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.128732 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.177187 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.736489 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.835776 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.20736 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.467046 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.233665 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.44713 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.362312 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.305105 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.128732 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.227655 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.47021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.736489 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.835776 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.20698 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.933886 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.15861 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.54336 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.2001 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.44412 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.23853 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.09291 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.32852 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.1454 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.1031 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.20473 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.1985 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.61262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.097272 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.112851 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.414837 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.426971 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.135428 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.657007 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.370219 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.688893 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.69131 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.755073 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.560446 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.625926 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.314989 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.344247 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.5406 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.19086 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.4287 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.22311 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.08367 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.3131 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.14241 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.08768 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.18931 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-1.18309 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.69561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.0943224 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.00135295 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.192665 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.375395 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.511898 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.611739 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.414105 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.709104 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.711521 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.775283 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.545387 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.646137 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.265399 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.388405 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-1.42814 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-1.0398 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.70531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.185659 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.10261 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.553038 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.691042 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.869806 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.226508 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.48642 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.95675 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-1.06159 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.457495 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-1.5406 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.19149 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-1.43022 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.22463 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-1.08389 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.24928 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.31462 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-1.14241 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-1.0892 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-1.19083 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-1.1846 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-1.68584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.0573387 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.00987763 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.221345 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.390246 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.540578 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0836369 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.492222 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.715642 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.718059 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.781821 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.553352 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.652675 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.269794 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),-0.371457 # DEPENDENCYPART_GRANDPAR
(12,20),(20,28),-0.879292 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.475359 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.22359 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.49041 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.796314 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.909392 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.935549 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.01082 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.63536 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.424404 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.293281 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.11382 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.930203 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.920295 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.709069 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.536993 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.672859 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.940039 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.24594 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.394037 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.911487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.341811 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0544662 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0786657 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.297966 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0438876 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-1.00273 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0276706 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.359161 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.145508 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.769217 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.476431 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.645897 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.852318 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.09526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),0.00622057 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.204617 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.256584 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.95815 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.634034 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.632587 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-1.33581 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-1.52407 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.449482 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.564998 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.265751 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-2.48751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,18),-0.495438 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-1.09766 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-1.52001 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.931656 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-1.11329 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.97353 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.743311 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.465518 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-1.1167 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.134783 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.840951 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.657787 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.328653 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.74247 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.458279 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.907373 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.13476 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.840877 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.657759 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.741208 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.602333 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-1.27016 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-1.47873 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-1.43714 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-1.18946 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.637036 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.997855 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-1.26597 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-1.64268 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.230079 # DEPENDENCYPART_GRANDPAR
(14,5),(5,15),0.290919 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),0.126949 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.70181 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-1.27269 # DEPENDENCYPART_GRANDPAR
(14,5),(5,26),-0.752194 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.92303 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.853114 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.471722 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.741926 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-1.11864 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.767389 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.484586 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.890025 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-1.09709 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.788477 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.960775 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.66154 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.558886 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.82894 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-1.20565 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-1.12932 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.8525 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.630349 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.745195 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-1.12191 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.05727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),0.262093 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.851683 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.629213 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.496605 # DEPENDENCYPART_GRANDPAR
