# _root_ " Chtěl jsem víc , ale v posledních třech závodech ME se mi motor Porsche rozsypával , " říká Bartoš .
#goldHeads=6,6,2,2,6,19,16,10,10,7,10,16,16,16,14,6,6,6,0,19,0,
#predictedHeads=2,19,2,2,6,2,16,10,10,7,10,16,16,16,14,6,2,2,0,19,0,
(11,9),(9,10),-0.764696 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.4132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.426228 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.214631 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.501986 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.263396 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.51149 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.909918 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.401218 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.63484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,14),-1.85299 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.41768 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-2.08194 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-2.2734 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.124114 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.233013 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.563034 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.621064 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.378047 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-1.55666 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-1.65263 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.84489 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.16584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.127905 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.229222 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.376829 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-1.5598 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-1.65253 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.32055 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-2.6923 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.0455 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.587217 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.25643 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.743939 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.12316 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.78059 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.00282 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.77754 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.50175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.165242 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.26525 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.720203 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.282329 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.212811 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.262582 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-1.58552 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-1.07464 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.924327 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.36887 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-2.76709 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.11871 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-1.36406 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.774132 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.983032 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.51365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,14),-0.715644 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.278306 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-1.06246 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.409077 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-1.7872 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-1.45537 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-2.68404 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.963296 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.524929 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-1.29939 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.49954 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-1.91547 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-1.73884 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-1.24651 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.32126 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-2.69329 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-1.04649 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.58756 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-1.25706 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.744907 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-1.12428 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-1.781 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-1.00318 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-1.77813 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.169104 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.276083 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.719451 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.281578 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-1.19506 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.107322 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.51668 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-1.09201 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.919552 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.138685 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.893616 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.403282 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.55162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.474264 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.128795 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.594575 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-1.15689 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.698905 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.04669 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.20778 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.403282 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.55162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.112581 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-1.15666 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.693742 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.549037 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.719257 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.26837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.687984 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.37841 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.87273 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.74955 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.850603 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.28557 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.00788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,19),-0.947596 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.738386 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.62484 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-3.01271 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.63582 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.59266 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.614216 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.781426 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-2.0063 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.3369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.245549 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.292101 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.134733 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-1.16992 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.531188 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-2.92967 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.58577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.00229092 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.530099 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.228018 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-1.29846 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.814923 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.812365 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.57724 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-2.93892 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.5636 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.05275 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.48567 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.584994 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.02739 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-2.0408 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.801576 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.80598 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.68277 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.732791 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.21016 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.3516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.231386 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.432202 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.155391 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.246637 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.180652 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.493057 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.13244 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.464462 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.673214 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.595392 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.733262 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.259608 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.511273 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.11685 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.858717 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.424235 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.412201 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.76879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-1.86652 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-2.49098 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.606216 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.267687 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-1.1283 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.872124 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-1.09912 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0122846 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.418323 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.76883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-1.86653 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.37678 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-1.19906 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-2.49098 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-2.14536 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.861495 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.54812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,20),-1.92465 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.198197 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-1.0958 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.76879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-1.37677 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.19906 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-2.49098 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-2.14532 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.56464 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-2.95497 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-1.4828 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.967283 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-1.48506 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.74093 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-1.13187 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.98707 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.45384 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-1.88566 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.83502 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.682671 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.53907 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.82956 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.62795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.97948 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0685183 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.342545 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.724321 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.591105 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0318433 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.568073 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.88268 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.889698 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.2643 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.582663 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.23715 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0617524 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.353764 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.196048 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-1.27154 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.838817 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.520793 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.719423 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.0140416 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.400563 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.84238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),0.0850633 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),-0.385841 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.474887 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.408641 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.47961 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.439611 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-1.19018 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.30721 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.0325782 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.406725 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.296239 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-1.34011 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.910478 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.572038 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.770667 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.037203 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),-0.451808 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.85961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),0.0756463 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.398308 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.450615 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.79301 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.733157 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.157437 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.296913 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.0974553 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.414492 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-1.35007 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-1.2571 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.258585 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.0769514 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-1.30451 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.927578 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-2.1066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.139302 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.531201 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.384067 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.930038 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.939396 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.125397 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.194732 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.144033 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-1.24678 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.855655 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.399874 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.59779 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-2.16305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.220306 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.619045 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.795501 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.735857 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.720399 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.278499 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.767277 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.504528 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0906552 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.119281 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.211019 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.497061 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.157838 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.474424 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.00688458 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.873491 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.154828 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.35292 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.360006 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.200164 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.29721 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.40057 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.0435181 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.890069 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.742293 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.297843 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.443912 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.0104133 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.74976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,19),-0.376733 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.197482 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.393483 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.888014 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.742517 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.241508 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.301714 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.440803 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.00730466 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.74976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.084176 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.469754 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.376735 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.153652 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.153992 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.261339 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.135822 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.27124 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.109167 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0023122 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),0.0840781 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.469853 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.376834 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.153717 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.248898 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.456673 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.265763 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.114644 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.284835 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.376738 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.153626 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.09772 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.66182 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-1.59984 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.06871 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.0695 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.32225 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.5023 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.774568 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.18966 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.31144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.15203 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.488513 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.00558584 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.49368 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.504382 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.919472 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.32392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.589952 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.279589 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.171171 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.165642 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.951485 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.39844 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.34066 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.526334 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.840303 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.86749 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.572886 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.48551 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.14785 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.862713 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.04929 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.165132 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),0.106535 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.322627 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.737706 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.22808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
