# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,10,4,7,4,9,7,17,12,17,12,13,14,17,0,19,17,21,19,21,22,0,
(10,6),(6,8),-0.203339 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0262254 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.03281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),0.144246 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.027124 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0338073 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.115121 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.149944 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0463746 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0321132 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.281427 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.258839 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.572871 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0757352 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0808332 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0249147 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.191004 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.0789134 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.181943 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0509155 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.154017 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0607292 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.22097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.441869 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.801469 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.781028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.723743 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.1443 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.513873 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.687629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.573422 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.500454 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.53897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.0311775 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.236036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.196522 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.406328 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.120512 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.411285 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.23904 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.315344 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.429143 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.582925 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.909053 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.764278 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.43865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0994541 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0531014 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0292191 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0412497 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.29404 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0475223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.169571 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.174519 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.113722 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.207695 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.242413 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.102687 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.356134 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0405239 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.320389 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.099454 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0531014 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0915121 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.0464474 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0393357 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.169599 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.17423 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.209684 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.707029 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.431336 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.147526 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.314304 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.397972 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.531935 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.654464 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.770385 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.631537 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.205325 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.338705 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.373888 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.672648 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.583209 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.19074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.137237 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0378834 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.122345 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0704039 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0409833 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0485955 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0583493 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.197276 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.116074 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.191093 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.300376 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.26959 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.348738 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.375016 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.684677 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.604325 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.27917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.111174 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.00843792 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.300811 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.137483 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0398316 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0822832 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.134839 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.131376 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.258638 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.205165 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.206371 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.393127 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.105378 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.35135 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.171567 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.329302 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.355649 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.478228 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.5485 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.705026 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.17682 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.308662 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-0.385103 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.72056 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-1.2916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.0800664 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.0682606 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.12316 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.155555 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.0364608 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.0522627 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.0339579 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0196283 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.244434 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.372475 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.217362 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.253647 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.4375 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.337713 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.467804 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),0.183288 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.152342 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),0.0723028 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.104803 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.451997 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.133333 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.104247 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.162702 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.0880335 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0651592 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0405617 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.110157 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0139247 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.277517 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.00126846 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.159865 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.117671 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.543901 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.19361 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.235239 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.50396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.0157862 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.280525 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.408086 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.602756 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.601163 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.499372 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.452801 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.888586 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.694017 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.515058 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.792804 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.117988 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.0654262 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.156216 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.105194 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.03119 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.544173 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0154412 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.4656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.106815 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.262003 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.623382 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.07152 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.323424 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.581476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.33273 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.298575 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0574662 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.160086 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.261858 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0752953 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.59147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.402538 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.433121 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.794836 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.784513 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.72467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.64978 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.12615 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.85637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.723972 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.17956 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.424898 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.149845 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.434252 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.0922083 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.353284 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.371466 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.24368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.149875 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.149772 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.03566 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.301518 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.205018 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0764326 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.435135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.319635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.125366 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.416997 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.108508 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.319456 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.104689 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0622495 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.24368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.149875 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.173825 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.206082 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0483633 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0764495 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.434836 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.127345 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.606058 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.44056 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.268856 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.121296 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.26789 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.559475 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.61049 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.823167 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.410187 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.421718 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.166229 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.335881 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.000890053 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.317058 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.268748 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.17209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.18533 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.346865 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0790002 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0398369 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.045538 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.104309 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.123519 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.375497 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.320088 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.126927 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.216993 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.0953041 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.175944 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.199981 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0908352 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.432355 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.317061 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.119608 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.419027 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.139063 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.458168 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.15667 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.343242 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.432715 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.448513 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.43207 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.036479 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.378033 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.360255 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),0.798754 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),0.092518 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),0.0143162 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.460928 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.275053 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.131409 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.653704 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.594047 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.6295 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.607644 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.245425 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0168813 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.203959 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),0.435784 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.124276 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.0957384 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.296563 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.0978617 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.254562 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.551013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.231336 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.421457 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.504113 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.254684 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.101825 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.456108 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0126296 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.464562 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),0.700148 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0963265 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.360102 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.238844 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.00299822 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),0.212046 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.194977 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.774652 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.774381 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.891568 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.522462 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.301981 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.82347 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.541478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.956353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.393227 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.921137 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.284646 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.487597 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.777023 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.025055 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.366636 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.0426146 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),0.324666 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.541478 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.956353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),0.343978 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.486532 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.347817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.777006 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.0253543 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.0406362 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.922336 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.628039 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.520736 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.91833 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.673766 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.95373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),1.13457 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.796816 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.298446 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.321306 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.792695 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.00553476 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.233053 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.040762 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.341172 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.354034 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.622794 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.988327 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.890685 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.908426 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.930946 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.665306 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.966345 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.654963 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.876382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),1.14835 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.243334 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.814309 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.312026 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.321857 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.19002 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.66939 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.163697 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.0746872 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.405923 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.406942 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.569276 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.544359 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.149583 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.206445 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.33115 # DEPENDENCYPART_GRANDPAR
