# _root_ Rozdíl je v tom , že je ve vyhlášce přesně limitováno , co může být soutěžícím poskytnuto .
#goldHeads=2,0,2,3,6,4,6,7,8,11,7,14,14,7,17,17,14,0,
#predictedHeads=2,0,2,3,6,4,6,7,8,11,7,6,17,12,17,15,14,0,
(16,17),(17,15),-0.430103 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.375387 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.66146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.106746 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.0505644 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.442491 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.639667 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.331241 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.829676 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.941822 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.718384 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.368457 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.347529 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.290149 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.745253 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.784404 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.649768 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.0242666 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.651254 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-2.10521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,4),-0.234448 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.715656 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.359825 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),0.0894531 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.915696 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.300392 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.782172 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.742293 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.385558 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.678156 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.875322 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.803476 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),0.00385896 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.431778 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-1.15453 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-2.32379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,1),-0.829676 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.733217 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.833576 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.862836 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.804266 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0326794 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.745253 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.548459 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.784404 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.649768 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.0242666 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.301196 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.651254 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-2.10521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,5),-0.855757 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.0522654 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.636412 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.616068 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.705853 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.134051 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.235591 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.44018 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.276686 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.84785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,4),-0.794314 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.654651 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.408783 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0308652 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.701929 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-1.21524 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.733258 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.922296 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.990703 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.032976 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.909003 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.583361 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.463278 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.849044 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-1.27348 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0791205 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.39512 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-1.05874 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.242321 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.20469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.52801 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.341789 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.835673 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.714213 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.870179 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.862792 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.00745492 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.407971 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.73041 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.530825 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.789672 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.826338 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.470068 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.280523 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.668283 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.267984 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.95949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.345779 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.721267 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.277604 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.664298 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.417351 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.702268 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.701288 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.323988 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.127805 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.331069 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.28899 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.85131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.26708 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.583885 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.38384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,17),-0.254922 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.98114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,1),-0.374569 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.499439 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.647273 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.557943 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.516107 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.528393 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.498934 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.562723 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.698279 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.445913 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.484343 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.531177 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.06492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
