# _root_ Nyní věnujme pozornost oblasti , která sice není středem pozornosti širší veřejnosti , přesto může podstatnou měrou ovlivnit rozvoj budoucích generací - mimoškolní činnosti dětí a žáků .
#goldHeads=2,0,2,22,14,14,14,14,8,9,12,10,14,4,14,17,18,15,18,21,19,2,24,22,26,24,26,0,
#predictedHeads=2,0,2,2,8,8,8,4,8,9,12,10,14,15,0,17,15,15,18,21,19,15,22,23,26,24,26,0,
(9,13),(13,9),-1.39422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.872767 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.111271 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.455991 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0130288 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.340032 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.745941 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.83833 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.294129 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.795601 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.286364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.698317 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.54347 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.86117 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.22302 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.762956 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.453342 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.30728 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.43955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.824507 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.294529 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.412728 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.425142 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0458543 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.791954 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.437609 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0335199 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.477019 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.841658 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.000567314 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.152562 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-1.22903 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.774356 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.397453 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.270719 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.16772 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.120594 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0193418 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.755614 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.112684 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-1.0894 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.865167 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.614375 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-1.26433 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.54569 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-1.22416 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.751923 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.459441 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-1.30718 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.40303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.861032 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.402291 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0693773 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0975987 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-1.13455 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.755241 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.509001 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.821567 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.0314144 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.154943 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-1.20893 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.806338 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.429434 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.314432 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.199702 # DEPENDENCYPART_GRANDPAR
(9,26),(26,1),-0.728517 # DEPENDENCYPART_GRANDPAR
(9,26),(26,3),-1.80193 # DEPENDENCYPART_GRANDPAR
(9,26),(26,4),-2.11377 # DEPENDENCYPART_GRANDPAR
(9,26),(26,5),-1.46684 # DEPENDENCYPART_GRANDPAR
(9,26),(26,6),-0.891901 # DEPENDENCYPART_GRANDPAR
(9,26),(26,7),-0.497121 # DEPENDENCYPART_GRANDPAR
(9,26),(26,8),-1.54244 # DEPENDENCYPART_GRANDPAR
(9,26),(26,9),-1.59882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,26),(26,10),0.667057 # DEPENDENCYPART_GRANDPAR
(9,26),(26,12),0.235862 # DEPENDENCYPART_GRANDPAR
(9,26),(26,13),0.160608 # DEPENDENCYPART_GRANDPAR
(9,26),(26,14),-0.115272 # DEPENDENCYPART_GRANDPAR
(9,26),(26,15),-0.0274705 # DEPENDENCYPART_GRANDPAR
(9,26),(26,16),-0.960724 # DEPENDENCYPART_GRANDPAR
(9,26),(26,17),-0.946731 # DEPENDENCYPART_GRANDPAR
(9,26),(26,18),0.0605176 # DEPENDENCYPART_GRANDPAR
(9,26),(26,19),-0.991011 # DEPENDENCYPART_GRANDPAR
(9,26),(26,20),-1.01624 # DEPENDENCYPART_GRANDPAR
(9,26),(26,21),-0.51038 # DEPENDENCYPART_GRANDPAR
(9,26),(26,22),-0.191596 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-1.3978 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),-1.31298 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.904383 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-0.399751 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-1.05858 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.491482 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.250882 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.230617 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.03676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.13631 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.36726 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.733587 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.80791 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.25619 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.982096 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-0.715276 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.857976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),1.03706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.52188 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.536073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.898123 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0573759 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0865016 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.578552 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.395801 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.280806 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.33628 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-1.06384 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.752175 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.29819 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-2.20014 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-2.53588 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.40123 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.738158 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.585653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.71796 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.77741 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.878779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.879027 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.789881 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.00496202 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.23912 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.490021 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.188145 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.449022 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.2595 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.157543 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-2.1787 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.638729 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.55864 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.42181 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.04145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.623767 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.159909 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.737172 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.200733 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.254136 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.775431 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-0.613433 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.760682 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.87259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-2.21259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.29246 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.659217 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.575233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.64448 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.45104 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.927037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.473228 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.74662 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.511619 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0638541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.536005 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.212632 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.188385 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.360527 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.305528 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.265517 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0237113 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-1.0213 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.371798 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.185434 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.0373552 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.0998712 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),0.905362 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0152096 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.482412 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.262812 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.968918 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.324111 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.345434 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-1.05167 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.23563 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),0.30422 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),0.299709 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.946327 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.805729 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.054969 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.705311 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-0.605422 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.13501 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-3.04312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.891262 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.678329 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.705188 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.765798 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.820173 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.42208 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.923784 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.04625 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-2.20604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.32927 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.183101 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.427161 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0310119 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.1109 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-1.50425 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-1.21795 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.310742 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.243335 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.113581 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.367064 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.676974 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.97009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.517829 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.560639 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.40455 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.694191 # DEPENDENCYPART_GRANDPAR
(12,9),(9,26),-0.777958 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.520573 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.677494 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.97005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.517786 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.218768 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.560596 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.40451 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-2.16459 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.296025 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.93175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,4),-1.91465 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.635451 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.441583 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.28056 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.00018 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.989148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.364226 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.627703 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.353579 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0301943 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.789789 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-0.665113 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.759188 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.61691 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.94854 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.39711 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.655939 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.458176 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.43493 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.30979 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.02941 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.293261 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.878694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.694631 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.03106 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.430002 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0556104 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.090623 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.379062 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.540553 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0999591 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.188083 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-1.14249 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.700769 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.721879 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.101401 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.4994 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.1536 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.355134 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0196875 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.385609 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0214829 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.983311 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.555723 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.706768 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-1.16946 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.61912 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.39826 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.644906 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.464275 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.43483 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.312 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.03163 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.67178 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0545829 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.237312 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.778433 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.275573 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.411044 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.520461 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.131941 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.190464 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-1.1224 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.732751 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.753861 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.145114 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.531382 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.684861 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.164221 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.767798 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.404692 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.137839 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.766326 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.788987 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.0226047 # DEPENDENCYPART_GRANDPAR
(12,23),(23,27),-0.562419 # DEPENDENCYPART_GRANDPAR
(12,23),(23,28),-0.768576 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.522901 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.669473 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.0213807 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.248424 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.403483 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.223837 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.0452075 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.00455598 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0470357 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.0868544 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-2.05919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,22),-0.764591 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.109256 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.369628 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.369419 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.337819 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.130995 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.291687 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.104964 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.366275 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.240426 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.219206 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.335193 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.124976 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.130665 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.301347 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.662404 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.129906 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.414837 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.469764 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.628349 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.274504 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.322269 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.144883 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.108472 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.498829 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.219824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.0617926 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.375026 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.123143 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.262118 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.326135 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.340864 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.00244998 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0723889 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.114869 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.248027 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.154687 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.05664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.396889 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.66782 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-1.06191 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.773562 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.22735 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.766657 # DEPENDENCYPART_GRANDPAR
(13,8),(8,25),-1.57844 # DEPENDENCYPART_GRANDPAR
(13,8),(8,26),-0.922241 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.367152 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.320603 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.00686241 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0738915 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.294664 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.126689 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.18934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.662397 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-1.10797 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.768554 # DEPENDENCYPART_GRANDPAR
(13,9),(9,26),-0.940357 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.00143229 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.294467 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.128117 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.18934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.340337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.662397 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.10797 # DEPENDENCYPART_GRANDPAR
