# _root_ S obsahem dopisu , ale zejména s obsahem odpovědi M . Kováče na něj , vyjádřila koalice ostrý nesouhlas na lednovém zasedání parlamentu .
#goldHeads=5,1,2,5,19,8,5,7,8,12,10,9,9,13,5,0,16,19,16,16,22,20,22,0,
#predictedHeads=5,1,2,5,0,8,5,7,8,12,10,9,16,13,16,5,16,19,16,19,22,20,22,0,
(9,15),(15,10),1.07815 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0417605 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.81275 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.332181 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.17771 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.222308 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.609838 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.2729 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.263695 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.902675 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.95996 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-2.01286 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.30176 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.537674 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.560112 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.880541 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.47028 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.71911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),1.07231 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0621477 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.799844 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.128478 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.402491 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.151281 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.636367 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.101442 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.102093 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-1.33542 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.165335 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),0.104004 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.526404 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.307185 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.375751 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.155572 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.0741611 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.218611 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.209195 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),0.081423 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.606755 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.0703201 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.0373778 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-1.32727 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.099479 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),0.247206 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.605076 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.665348 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.408171 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.332082 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.364853 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.318882 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0973492 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.143038 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.272341 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-4.45465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,13),-1.05419 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-2.0687 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-1.21753 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.656164 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.86033 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.326366 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.370764 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0915016 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-2.06871 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.48844 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.58005 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.732588 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.359971 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.468158 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.299359 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.446799 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.314502 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-4.49949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.972086 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-3.24771 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-1.11577 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-1.12292 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-2.18233 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-3.17223 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-3.02068 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-3.30989 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-1.63702 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.684592 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.844246 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.628783 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.225152 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.342215 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.338964 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.209722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.306356 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.452007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.595728 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.231207 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.462106 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.163735 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0449124 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-4.6509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-1.00541 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-3.39917 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.15745 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.665348 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.156111 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.536405 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.590345 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.272341 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-4.45465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.968913 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-3.20208 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.05419 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-2.0687 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.21753 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.532481 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.570371 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.494447 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-4.45474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.968978 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-3.20218 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.05386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.10046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-2.06877 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-3.02791 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.2172 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.4453 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.31604 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-3.46048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-2.34411 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.07367 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.74491 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.89651 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.51298 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.565909 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.607408 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.998663 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.35469 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.22543 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-2.98941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.26238 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.65447 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.28797 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-1.34908 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-2.23696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-2.06494 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-2.61508 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.817807 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.32604 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-1.81885 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-1.33932 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.34061 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-1.60379 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-1.96928 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.23065 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-2.00051 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.58262 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.663439 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.6103 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.48104 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-3.35847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.127673 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-2.06432 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.284979 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-1.54388 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-2.0746 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-2.01173 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-2.44662 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-2.21194 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.1129 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.67416 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.82936 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.47474 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.63314 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.875308 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.0379 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.28395 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.15829 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-3.35331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.135962 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-2.06625 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.474967 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.120707 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-1.67408 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-2.01774 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-2.04534 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.573582 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-2.22034 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.53649 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-1.8173 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.640569 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.296872 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0995999 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-1.96897 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-2.07643 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.456832 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-1.58416 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-1.84369 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.716788 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-1.74436 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-2.09873 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-2.22913 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-1.50923 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-1.71269 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.715599 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0785543 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.246149 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.424043 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.127758 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.161691 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0898215 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.91397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.558016 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.867124 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.711819 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.930174 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.424377 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.116192 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.232352 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0890236 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.91397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.558046 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.866725 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.758605 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.711823 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.23919 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.929774 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.289316 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0786751 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.268422 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.434471 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.133225 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.208776 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.325954 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.91398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.558051 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.866727 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.758614 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.711837 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.23921 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.929776 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.702086 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.00596 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.795955 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.865216 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.874343 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.770477 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.75129 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.925415 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.04 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.774525 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.27911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.300622 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.225842 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.131499 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.384114 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.405192 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.51792 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.363671 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.686079 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.667727 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.762591 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.56629 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.369662 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.474218 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.386611 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.219139 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.00829226 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0126836 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.414574 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.0934079 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.556706 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-1.45654 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.965776 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.557106 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.972014 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.468501 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.392522 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.00244469 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-1.45655 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.566074 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.803931 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.779543 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.326492 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0893657 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-1.54899 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.385261 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.687522 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.662042 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.473116 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.340022 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.181955 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.570389 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.140136 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.631947 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.787408 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-3.09423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.618316 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-1.03684 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-1.57019 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-1.86396 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-2.57345 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-2.22676 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-1.61703 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.588895 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.784503 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.748787 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.184895 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.232948 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.473325 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0461279 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.448578 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.416211 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.739048 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.205871 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.358436 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.31208 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.104697 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.393552 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.484773 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-3.24569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,15),-1.07136 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.56629 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.112517 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.413668 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.470086 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.414574 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0934079 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),1.05532 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-3.04857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.556706 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.45654 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.965776 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.409744 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.450112 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.622344 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0942159 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),1.0545 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-3.04867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.556371 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-1.01434 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.45661 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-2.58064 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.965441 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.950072 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.923383 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.113761 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.402575 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.453336 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.576074 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.148208 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),1.13068 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-3.04999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.557691 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.01567 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.45794 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-2.58198 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.966762 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.615945 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.188552 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.676493 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-3.13904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,11),-0.176951 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.66256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.500428 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.292871 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.32461 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.679076 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.14117 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-2.12244 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.69183 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.624247 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.74844 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.32122 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.787 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.19116 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.89435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.224687 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.914377 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.743283 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-1.54776 # DEPENDENCYPART_GRANDPAR
