# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(7,2),(2,6),-0.0271461 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.86042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.547435 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.715601 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-1.08558 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.98078 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.969795 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.721872 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.963811 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.843141 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.8696 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.868492 # DEPENDENCYPART_GRANDPAR
(7,2),(2,27),-1.0573 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.254327 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.105781 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.275599 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.00373765 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.7446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.355726 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.508357 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.275285 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0296829 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.135574 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0716948 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.73992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.243916 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.273455 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0535947 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0746293 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0521822 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-3.21109e-05 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0146653 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.05493 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.88227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.381257 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.635248 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.25519 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.13942 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.977569 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.834473 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.808098 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.546986 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.614716 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.439839 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.809931 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.833921 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.20929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0891697 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.350746 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0675666 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.11963 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.234989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.190855 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.338314 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.284077 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.338583 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.548981 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.80449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.25193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.326794 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.368782 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0712591 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.256703 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.179617 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.325913 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.282569 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.187159 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.327345 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.275349 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.305295 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.121242 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-0.547344 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.433034 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.391894 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.226325 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0308335 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.310631 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.552316 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.17382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,10),-0.588827 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.135031 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.297007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.172977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.309083 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.235164 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.19949 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.320705 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.253669 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.317418 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.561179 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.776977 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.337344 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.231456 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.254308 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0676296 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.26471 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.379134 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.404951 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.232043 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.275488 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.590892 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.80004 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.560005 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.604294 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.393587 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.823007 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.825872 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.26224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.16238 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0672924 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.46848 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.016725 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.386009 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0279363 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.352262 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.218688 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.205092 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.458033 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.126317 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.280702 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.171798 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.239739 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.282738 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.306091 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.0772512 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.246757 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.468369 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.536033 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-0.49527 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.181251 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0456507 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.197517 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0434936 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.288024 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.243356 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.336907 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.424124 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.180246 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.124335 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.231198 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.52171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.00236452 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.259903 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.54524 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.48089 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.380335 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.110864 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.790979 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.483067 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.315074 # DEPENDENCYPART_GRANDPAR
(8,2),(2,27),-0.618539 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.258026 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.1768 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.191582 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.228663 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0356238 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.67861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.155527 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.329551 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.276538 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.207781 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.00888989 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0540506 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.54812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.192628 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.241593 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.231761 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0220555 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.197434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.220626 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0890697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.00207205 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.61362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.195737 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.712375 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.933374 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.443015 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.0448 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.242697 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0534054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.325532 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.339092 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.337661 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0747373 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.68949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.147737 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.566971 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.640463 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.78797 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.360364 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.498511 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.585225 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.530798 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.06479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0797762 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.271898 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.289311 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.313897 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0434653 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.529535 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.529527 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.416629 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.221945 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.870035 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.585753 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.571642 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.700441 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.88111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.583784 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.118377 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.158646 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.506504 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.527348 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.233648 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.119032 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.315753 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.293045 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0820262 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.437021 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.512099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.395777 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.179618 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.852373 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.796675 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.883626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.253209 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0811473 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.45976 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.111131 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.195279 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0891145 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.491319 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.568914 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.298011 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.0715409 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.885489 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.394056 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.715618 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.735999 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.113455 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.107528 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.539037 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.101433 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.197602 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0867361 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.506561 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.42628 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.0504333 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.179087 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.517235 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.841334 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.408577 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.521088 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.599339 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.683401 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.45633 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.714917 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.617121 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.730451 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.536319 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.491577 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.24794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.271195 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.090573 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.300884 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.711465 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.21356 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.311411 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.016036 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.457804 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.445512 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.349681 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.365821 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.13899 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.68681 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.384373 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.193754 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.431726 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.300655 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.410912 # DEPENDENCYPART_GRANDPAR
(8,16),(16,29),-0.55304 # DEPENDENCYPART_GRANDPAR
(8,16),(16,30),-0.75737 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.622578 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.403566 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.718518 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.48728 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),0.489991 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.0378828 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.171249 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.196675 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.259449 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.199314 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.135917 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.666657 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.632589 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.430191 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.101136 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.948688 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.44322 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.214571 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.641045 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.449889 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.462358 # DEPENDENCYPART_GRANDPAR
(8,19),(19,29),-0.604487 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.517235 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.878787 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.917088 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.393882 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.548661 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.52979 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.508308 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.43698 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.644161 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.196868 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.25937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.136469 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.43276 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.307022 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.209575 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.0705357 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.545664 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.354025 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.381982 # DEPENDENCYPART_GRANDPAR
(9,2),(2,27),-0.409629 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.644874 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.733484 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.658635 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.670741 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.222488 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.46556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.324632 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.768136 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.411278 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.750665 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.745455 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.69152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.667956 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.728099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.802152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.619638 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.426344 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.4223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.185264 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.416152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.628767 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.332824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.722764 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.816787 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.753376 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.68783 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.792917 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.618097 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.813755 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.36187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.177091 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.345339 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.657691 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.620141 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.359543 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.282459 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.762322 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.503993 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.08459 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.777224 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.671084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.116823 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.055526 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.23864 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.04762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.0894682 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0264368 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.11108 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0812803 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.163124 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.143578 # DEPENDENCYPART_GRANDPAR
