# _root_ Stál na břehu řeky s hořícím stromem v ruce a svítil té , která přeplouvala řeku , držíc se za chvost koně . . .
#goldHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,18,14,18,18,20,21,0,0,0,
#predictedHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,15,15,18,18,20,21,0,0,0,
(7,15),(15,5),-1.28709 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.32159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.554772 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.16541 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.00127795 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0533139 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.278737 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.396185 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.293327 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.24085 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.11581 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.172545 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.818977 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.197141 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.722211 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.844425 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.914187 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-1.209 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-1.28709 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.278737 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.593113 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.267271 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.323483 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.172545 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.818977 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.197141 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.722211 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.844425 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.914187 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.85262 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-2.10398 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.956557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,12),-0.329069 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.760914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.2473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.942592 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-2.45547 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-2.58128 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.790152 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.92755 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-2.18035 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.30096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.33362 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.731486 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.181976 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.206924 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.632813 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.569366 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.845887 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.184678 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.442186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.301088 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.280122 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.516407 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.392596 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.231296 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.298661 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.381914 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.99436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-1.54585 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.54781 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.726109 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.917136 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.495995 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.298577 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.144666 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-3.0311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.682271 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.55817 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.726004 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.3565 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.31729 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-3.26634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.769879 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.99082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0237984 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.621913 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.682212 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-1.29569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.70894 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.916538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-1.41712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-1.41002 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-1.50119 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.32948 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.951146 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.365933 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-1.12859 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.45296 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.86555 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.743372 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-1.32949 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.78612 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-1.33142 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-1.32432 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-1.41548 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.387609 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0545263 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.129883 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.341313 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.300053 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.559852 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.082391 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.48029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.326103 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.623941 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.875121 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-1.0052 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.507776 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-1.13811 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-1.61229 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0577946 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0987443 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.0995758 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.224889 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.270361 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.357853 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.209611 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.444353 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.463258 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.43883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.10063 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.649648 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.912636 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.218527 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0403145 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.348052 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.203998 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.420089 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.453261 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.193374 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.43883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.10063 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.649648 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.912636 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0783376 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.165482 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.12242 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.211969 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0374724 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.37023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,2),0.233429 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0378179 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.317025 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.227461 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.550423 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.000800378 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.0234002 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.450892 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0470636 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0445204 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.320104 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.111865 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.453861 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.193859 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.43883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.10063 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.383874 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.649648 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.912636 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.120928 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.37307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,6),0.109181 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.205056 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.245771 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.383874 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.912636 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.859015 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.825585 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.05093 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.966859 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.666165 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.797536 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.771629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.02402 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.680769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.255153 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.254859 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.103737 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0127077 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.138695 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.15925 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.35582 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.1721 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.0309075 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.211141 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.333932 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.435716 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.698301 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.790599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.163307 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0513032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.142483 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0471426 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.612255 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.148824 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.271614 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.373399 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.680416 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.506038 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0530958 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0236237 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.102805 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.220217 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.143598 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.143719 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.328527 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.185496 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.859015 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.825585 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.05093 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.966859 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.666165 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.797536 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.771629 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.02402 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.722586 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.328239 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.188449 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.208747 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0127077 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.138695 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.15925 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.35582 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.1721 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0309075 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.211141 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.333932 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.435716 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.225179 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.406297 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.102048 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.395545 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.609801 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.186939 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.0405795 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.680416 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.652388 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.11831 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.850619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.506038 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0530958 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0549665 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.670457 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.04298 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.206103 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.286611 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.653684 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.287613 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.14622 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.317891 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.440682 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),0.0525201 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.564154 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.552959 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.231085 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.0897208 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.668097 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.231085 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.0897208 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.408238 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.793728 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-1.17181 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-1.16076 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.623236 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.742445 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.575537 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-1.12112 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.306373 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.82776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.426016 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.536489 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.181341 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.491656 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),0.0681233 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.390855 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.69789 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.693382 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.41209 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.660351 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.724223 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.412025 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.117076 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.300775 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.203369 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0373985 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.73573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,15),-0.444453 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),0.160159 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.656743 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.860787 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.411575 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.121659 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.304604 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.203121 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.686243 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0369213 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.73572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,15),-0.444452 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),0.16016 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.812034 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.775717 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.067527 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.262634 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.664501 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.112213 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.867414 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.841598 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.542052 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0289521 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.202539 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.685957 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0368544 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.73572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.656851 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.444452 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),0.16016 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.526618 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0791458 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0261031 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.442865 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.374154 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),0.65685 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),0.160159 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.763991 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.645485 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.855924 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.838137 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.475045 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0449054 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.427645 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.314219 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.818243 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.31452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.32189 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.897406 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.758885 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.02324 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.621912 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.963046 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.747561 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.603356 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.672354 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.16469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.649106 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.153432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.175925 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.207323 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0877916 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.0100629 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),0.0698192 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),0.214024 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),0.145026 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.51936 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.29741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.579221 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.503573 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.227904 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.105064 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.2544 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.937946 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.48153 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.4723 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.663277 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.05614 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.942308 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.43463 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.21256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.628378 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.399599 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.353095 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.184757 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0550449 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.526976 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.101598 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.42521 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.775774 # DEPENDENCYPART_GRANDPAR
