# _root_ avšak hlavním důvodem , proč se nekonají oba špičkové jazzové festivaly , je nedostatek peněz .
#goldHeads=0,3,13,7,7,7,3,11,11,11,7,7,1,13,14,0,
#predictedHeads=3,3,13,7,7,7,3,11,11,11,7,7,0,13,14,0,
(13,9),(9,14),0.310785 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.0999908 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.938133 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.16476 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.14814 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.436665 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0326663 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.30001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.310785 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.241588 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.459501 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.160584 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.141999 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.126389 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.00823522 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.651246 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0996633 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.206843 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0690767 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.467199 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.48041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.241779 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.169554 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.0984632 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.105738 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.323206 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.300045 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.133542 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0158516 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0962423 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.234361 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0927857 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.74747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.360356 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.771208 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.2859 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.262363 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.45076 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.583267 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.452673 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.836111 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.347373 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.90305 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.581149 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-1.53342 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-1.38922 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.202222 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.537987 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-1.02177 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.918892 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.906592 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-1.09191 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.254771 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.595619 # DEPENDENCYPART_GRANDPAR
(14,1),(1,15),-0.152755 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-1.16697 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.32741 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.64862 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.96049 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.765588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.162309 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.522541 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-1.04358 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-1.02078 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.89011 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.26854 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.256501 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.14409 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.664269 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.932451 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.456858 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.715691 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.194008 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-1.68067 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-1.2416 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.474117 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.423332 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.309144 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.7772 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-1.07476 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.780672 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.757252 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.124183 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.331824 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.40555 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.44203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,1),-0.197482 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.44204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-1.001 # DEPENDENCYPART_GRANDPAR
