# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,26,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(9,1),(1,8),0.254636 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.681857 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.893879 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.234288 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.529109 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.18368 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.02774 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.110117 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.163493 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.357385 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.245743 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.205073 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.292314 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-1.21943 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.390172 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0917097 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.000357677 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.50424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.47289 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.372895 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.387547 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.0055 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.629188 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.136635 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.958521 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.033825 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.200487 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.341696 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.216637 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.04557 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.132918 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0614224 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.00118654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.237146 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.42433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.315025 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.212431 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.307503 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-0.454668 # DEPENDENCYPART_GRANDPAR
(9,7),(7,30),-0.518433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.0318 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.153406 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0512765 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0102323 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.14297 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.42433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,7),-0.27192 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.335622 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.62175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.00734442 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.61515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.128696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.138465 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.736972 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.60786 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.720518 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.400768 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.360332 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.433332 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.497114 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.76549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.180177 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0490305 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.376216 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.607418 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.696005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.608389 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.819773 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.836264 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.0568226 # DEPENDENCYPART_GRANDPAR
(9,12),(12,30),-0.120588 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.807137 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.573692 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.517183 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.98478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.127808 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.00613475 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.140176 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.667514 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.573104 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-1.13846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.478814 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.798379 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.17575 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.480122 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),-0.0419991 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0796355 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.829525 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.336039 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.182445 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.335558 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.224715 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.339749 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.487761 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.511117 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.755944 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.138537 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.737019 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.72059 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.400815 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.360379 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.433404 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.497186 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.76779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.183916 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0527689 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.234112 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.0740092 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.5786 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.352697 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.791552 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.576256 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.539365 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.597819 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.949592 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.821978 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.83847 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.303413 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.0591816 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.356061 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-1.08342 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-1.6386 # DEPENDENCYPART_GRANDPAR
(9,19),(19,30),-0.122947 # DEPENDENCYPART_GRANDPAR
(9,19),(19,31),-1.53891 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.436551 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.308295 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.570131 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.836954 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.531626 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.135843 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.213691 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.366806 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.281575 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.173535 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.370559 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.240116 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.613844 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.572936 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.333214 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.00685309 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.00920297 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-0.937951 # DEPENDENCYPART_GRANDPAR
(9,23),(23,30),-0.0706182 # DEPENDENCYPART_GRANDPAR
(9,23),(23,31),-1.2958 # DEPENDENCYPART_GRANDPAR
(9,24),(24,16),-0.352119 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.357885 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.653644 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.37879 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.346644 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.0186128 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.0113644 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.949555 # DEPENDENCYPART_GRANDPAR
(9,24),(24,30),-0.0823779 # DEPENDENCYPART_GRANDPAR
(9,26),(26,1),-0.555856 # DEPENDENCYPART_GRANDPAR
(9,26),(26,2),-0.920528 # DEPENDENCYPART_GRANDPAR
(9,26),(26,5),-0.72056 # DEPENDENCYPART_GRANDPAR
(9,26),(26,6),-0.642453 # DEPENDENCYPART_GRANDPAR
(9,26),(26,8),-0.914314 # DEPENDENCYPART_GRANDPAR
(9,26),(26,9),-1.84201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,26),(26,10),-0.0563726 # DEPENDENCYPART_GRANDPAR
(9,26),(26,11),0.0873619 # DEPENDENCYPART_GRANDPAR
(9,26),(26,12),0.312954 # DEPENDENCYPART_GRANDPAR
(9,26),(26,13),-0.239733 # DEPENDENCYPART_GRANDPAR
(9,26),(26,15),-0.435294 # DEPENDENCYPART_GRANDPAR
(9,26),(26,17),-0.6598 # DEPENDENCYPART_GRANDPAR
(9,26),(26,18),-0.435847 # DEPENDENCYPART_GRANDPAR
(9,26),(26,19),-0.448014 # DEPENDENCYPART_GRANDPAR
(9,26),(26,20),-0.498511 # DEPENDENCYPART_GRANDPAR
(9,26),(26,21),-0.372202 # DEPENDENCYPART_GRANDPAR
(9,26),(26,22),-0.806221 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-0.640253 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),-0.763745 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.159371 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-0.293545 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-0.843284 # DEPENDENCYPART_GRANDPAR
(9,26),(26,29),-1.32458 # DEPENDENCYPART_GRANDPAR
(9,26),(26,30),-0.227057 # DEPENDENCYPART_GRANDPAR
(9,26),(26,31),-1.22352 # DEPENDENCYPART_GRANDPAR
(9,26),(26,32),-0.786549 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.257782 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.585636 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0222398 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.114163 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.369527 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.169969 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.88756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.477105 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.547466 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.951057 # DEPENDENCYPART_GRANDPAR
(10,7),(7,30),-0.931844 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.238046 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.589066 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.00935864 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.101353 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.483629 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.169599 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.405162 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.164653 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.472051 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0226659 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.059693 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.361447 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.377734 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.92379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.516601 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.505444 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.615706 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.15133 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.584651 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.850592 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.721745 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.964284 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.97471 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-0.836246 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.674741 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.45467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,1),-0.617986 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.455448 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.730569 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.213212 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.264193 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.599137 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.522969 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0246602 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.90548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.224241 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.591631 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.14135 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.455185 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.814343 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.699937 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.914179 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.892981 # DEPENDENCYPART_GRANDPAR
(11,9),(9,26),-0.714866 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.658407 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.545417 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.622901 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.95471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,2),-0.412722 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.744923 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.160828 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.300529 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.362269 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.163042 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.387443 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0886412 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.728546 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.0213558 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0356434 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.565643 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.842722 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.304355 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.366255 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.171874 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.396336 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.431649 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.711777 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-1.06868 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.585532 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.412589 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.616762 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.665117 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.521836 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.357406 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.93528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.0243758 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0106559 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.558536 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.810213 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.164657 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.21153 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.169717 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.407516 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.860556 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.311353 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.448644 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.48232 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.404933 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.3451 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.540511 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.373951 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.8532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,26),-0.0597226 # DEPENDENCYPART_GRANDPAR
(12,7),(7,30),-0.331835 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.846783 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.331842 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.438498 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.473275 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.315998 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.347611 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.530838 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.850848 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.686416 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.568375 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.725635 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.660954 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.819008 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.724265 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.548123 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.96055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.0431367 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.973934 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.01706 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.04376 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.58149 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.984408 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-1.16449 # DEPENDENCYPART_GRANDPAR
(12,9),(9,26),-0.0456115 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.459284 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.547936 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.936656 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.155408 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.923123 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.534215 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.24785 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.982875 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.02778 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.79483 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.04524 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.899733 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.41483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,17),-0.640187 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.597155 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.992092 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.026021 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-1.02411 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.760645 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.613124 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.749194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.619196 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0874124 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.453947 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.208396 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.178483 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.188137 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.209676 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.114196 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.772277 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-1.15399 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.912969 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.789951 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.85086 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.906315 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-1.083 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-1.51398 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.867723 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.724151 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.33229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.877631 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.094624 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0773643 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.781233 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.656148 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.26136 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.333474 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.330994 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.602035 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.746926 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),0.126529 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),0.319332 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.600552 # DEPENDENCYPART_GRANDPAR
(12,19),(19,28),-0.489282 # DEPENDENCYPART_GRANDPAR
(12,19),(19,29),-1.57102 # DEPENDENCYPART_GRANDPAR
(12,19),(19,30),0.04722 # DEPENDENCYPART_GRANDPAR
(12,19),(19,31),-1.62184 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.327317 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.113459 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.0924863 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.401425 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.624356 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),0.038612 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),0.256345 # DEPENDENCYPART_GRANDPAR
(12,21),(21,30),-0.0157673 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.0561657 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.485195 # DEPENDENCYPART_GRANDPAR
