# _root_ Na setkání vedoucích pracovníků firem , které se na jeho výstavbě podílejí , se členy městské rady to uvedl ředitel společnosti Inženýring dopravních staveb Bohumil Kvasnička .
#goldHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,2,14,17,15,19,0,26,20,21,24,22,26,19,0,
#predictedHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,19,14,17,15,19,0,26,20,21,24,22,26,19,0,
(12,4),(4,2),-0.114923 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.40306 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.404294 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.26106 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.046182 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.356917 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.395836 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.80812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),0.215715 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.467747 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.12342 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.407184 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.284647 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.269829 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0413362 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.357081 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.384801 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.80797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.020861 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.95184 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.467597 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0793365 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.307665 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.692344 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.473376 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.795367 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.16455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.242564 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.824182 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.229165 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0985395 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),0.0360012 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.353077 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.332745 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.423809 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.167553 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.12386 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.409435 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.584947 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.179461 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0173955 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.237906 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.00363131 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.216224 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.467554 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.509991 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.19959 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.32922 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.65857 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.04718 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.42145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.28664 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.396336 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.825605 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.3718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.286275 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.185536 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.613338 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.324065 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.565759 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.956437 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.637586 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.135057 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.213871 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0151713 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.0624286 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),0.160922 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.142406 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.732415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.543037 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.392425 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.324756 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.114489 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0790183 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.263243 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.19196 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.358162 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.166444 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.666687 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.261848 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.571312 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),0.0741873 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),0.0751802 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.12007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.393876 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.371859 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.201813 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.277352 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0575933 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.0624926 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.143204 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.416932 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.175909 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.226405 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0757715 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.281609 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.197154 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.352968 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.171638 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.668859 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.256655 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.566118 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),0.0793808 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.10382 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.82148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,15),-0.0467383 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.441125 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.206036 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.251606 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.262752 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.748313 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.874838 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-1.20571 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.816298 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.0104338 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),0.0877362 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.0394012 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.372707 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.25012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.916429 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.153723 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.229935 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.72103 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.393622 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.113072 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0851062 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.59089 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.0582194 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.848635 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.481931 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.795959 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-0.150476 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.0324774 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.250365 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0777344 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.456492 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.0712844 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.710172 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.357008 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.666472 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.0209724 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.131698 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.241063 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0296879 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0580074 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.27467 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.159053 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.678518 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.269239 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.578703 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),0.0667965 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.0624161 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.167213 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.00582689 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.0515827 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.310185 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.23824 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.668956 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.278397 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.587861 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),0.0576382 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.0582398 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.0520434 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.322356 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.226069 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.289788 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.577544 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.579319 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),0.0661802 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.061986 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),0.306586 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.241839 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),0.274018 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.566423 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.169684 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),0.0575585 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.0582398 # DEPENDENCYPART_GRANDPAR
(12,26),(26,4),-0.624398 # DEPENDENCYPART_GRANDPAR
(12,26),(26,15),0.167213 # DEPENDENCYPART_GRANDPAR
(12,26),(26,17),0.00582689 # DEPENDENCYPART_GRANDPAR
(12,26),(26,20),0.310185 # DEPENDENCYPART_GRANDPAR
(12,26),(26,21),-0.23824 # DEPENDENCYPART_GRANDPAR
(12,26),(26,22),0.277617 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),-0.566423 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-0.166086 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.45585 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.0582398 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.145907 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.430656 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.11007 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.181532 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0685363 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.220353 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.105977 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.179976 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.0495042 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.0625874 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.00676232 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.242992 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.555658 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.628657 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.20702 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.238348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.165473 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0495134 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.134894 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.0694701 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.00774062 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.25169 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.554801 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.628484 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.182171 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.210848 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.144559 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0609864 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.138294 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0622287 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0119962 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.245205 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-2.08744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.936835 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.628741 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.229955 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.407442 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.37495 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.371038 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.450477 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.106178 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.04666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,19),-0.584894 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.143448 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.153144 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.85935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,6),-0.26292 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.151393 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.00478406 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.88343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,2),-0.194259 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.23982 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.231245 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.133771 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0549462 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0352996 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.117129 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.554606 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.628456 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.0601015 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.107291 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.17774 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.075655 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.152295 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.160294 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.118992 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.144842 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.00566414 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0215413 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.95548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.590439 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.877064 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.80385 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.975356 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.603436 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.632252 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.974387 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.1753 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.15046 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-1.18886 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-1.15391 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-1.02366 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.4197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0884421 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0592246 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0111568 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.90092 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.846482 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.654208 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.601233 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.30055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.269083 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0289794 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0300821 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0633003 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0957504 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0341556 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.17806 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.183655 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.166211 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.22622 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.18767 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.0568568 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.699912 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.440973 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.20939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.429766 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0864491 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.249731 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.14489 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.900947 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.654991 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.270459 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.143778 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0525676 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0757899 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.101222 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0278934 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.171797 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.177393 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.179413 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.219958 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.181408 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.0505946 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.987402 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-1.15838 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-1.10874 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-1.17307 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.700677 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.633358 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.575149 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.932965 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-1.00818 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.603451 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.275423 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0603571 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0364079 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.061841 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.141999 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0793226 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.205357 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.198383 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.147576 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.237578 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.202349 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.0715851 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.74615 # DEPENDENCYPART_GRANDPAR
(13,23),(23,14),0.429592 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.187977 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.237026 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.193794 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.466559 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.431144 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.30038 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.295315 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-1.15999 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.16128 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.25244 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.558863 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.476594 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.166163 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.332107 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-1.13897 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.394993 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.88199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.444124 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.28153 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.38921 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.899204 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.86814 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.511769 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.382617 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.63864 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.578508 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.498859 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.29435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.213089 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.17521 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.869394 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0114314 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.962661 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-1.00523 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-1.26033 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.799447 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.764416 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-1.38184 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.902066 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.556332 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.704694 # DEPENDENCYPART_GRANDPAR
