# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=3,1,0,1,4,5,3,12,8,11,9,0,12,13,14,14,16,24,22,22,24,24,24,17,26,22,26,24,30,28,30,31,0,
(8,3),(3,2),-0.76386 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.208742 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.221312 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.181839 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.189787 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.83673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,12),-1.09586 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-1.48604 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.06009 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.592937 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.169543 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0378928 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0833947 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.231939 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.42149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,26),-0.299812 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.6011 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.214447 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0909893 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0769356 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.227854 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.4184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.347434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.60381 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.214131 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0976098 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0970889 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.41846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),-0.562763 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.808298 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.235764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.418129 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.429851 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.3966 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.58843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.077807 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0209876 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.944568 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.97594 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.0334 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.393006 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.228952 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.376066 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.268244 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.339075 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.455694 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.366841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.250249 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.473599 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.348896 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.11024 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-0.401054 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.820274 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.756546 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.855889 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.948897 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.85562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.282271 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.189168 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.212421 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.916454 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.15562 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.604159 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.685851 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.604484 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.681061 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.711755 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.702655 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.668423 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.843849 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.89224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.13405 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0728065 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.074994 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0430295 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.132865 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.72165 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.281768 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.53111 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.339227 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.492975 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.103561 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.374722 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.320087 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.200964 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),0.130329 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.240594 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0369159 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.30972 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.231793 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),0.0208234 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.00860161 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),0.130424 # DEPENDENCYPART_GRANDPAR
(8,15),(15,30),-0.403404 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.015 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.15137 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.14826 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.11406 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.04193 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-2.00019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.198752 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.123743 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.305311 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.649531 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.126291 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.625069 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.42126 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.503886 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.700621 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.816593 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.471388 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),0.361781 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0367383 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.274633 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.263353 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.364154 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.853676 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.649085 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),0.0251643 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.419851 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.00524023 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.544791 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),0.134556 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.778758 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-0.645795 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-0.399063 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.015 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.649531 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.126291 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.625069 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0444873 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.447127 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.700621 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.820274 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.486674 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.358416 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.696646 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0299808 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.607764 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.344368 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.845793 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.291345 # DEPENDENCYPART_GRANDPAR
(8,21),(21,31),-0.751659 # DEPENDENCYPART_GRANDPAR
(8,24),(24,11),0.256413 # DEPENDENCYPART_GRANDPAR
(8,24),(24,15),-0.490113 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),-0.314411 # DEPENDENCYPART_GRANDPAR
(8,24),(24,18),0.315573 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.219907 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),0.228418 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),0.00932591 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.679661 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),0.169453 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-0.931605 # DEPENDENCYPART_GRANDPAR
(8,24),(24,28),0.0392581 # DEPENDENCYPART_GRANDPAR
(8,24),(24,29),-0.516449 # DEPENDENCYPART_GRANDPAR
(8,24),(24,30),-0.294281 # DEPENDENCYPART_GRANDPAR
(8,24),(24,33),-0.416536 # DEPENDENCYPART_GRANDPAR
(8,29),(29,19),-0.648588 # DEPENDENCYPART_GRANDPAR
(8,29),(29,27),-1.01246 # DEPENDENCYPART_GRANDPAR
(8,29),(29,28),-0.048326 # DEPENDENCYPART_GRANDPAR
(8,29),(29,31),-0.712129 # DEPENDENCYPART_GRANDPAR
(8,29),(29,32),-1.70961 # DEPENDENCYPART_GRANDPAR
(8,29),(29,33),-0.420541 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.41581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,13),-0.043177 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.35103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.31687 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.201837 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.00735278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.202522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,30),0.024056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.556448 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.347315 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.95516 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.875138 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.347139 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.67267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.970893 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.952024 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.335719 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.540401 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.00380655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.91846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.407934 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.702495 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.58999 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.02965 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.736111 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.05915 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.667187 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.67754 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.917632 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.53118 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.599654 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.31132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.358761 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0910497 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.336468 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.136085 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.105434 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.309655 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.111165 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.379078 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.253282 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.884691 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.79757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.307951 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.261068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.00071 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.93433 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.2514 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.95641 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.27205 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.73664 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.87351 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.0240205 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.42448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.64034 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.303604 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.958436 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.88479 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.17366 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.657056 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-2.32665 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.75982 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.9016 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.19605 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.7201 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.775037 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.111013 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.46285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.508612 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.019984 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.595747 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0366093 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.741152 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.23868 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.22191 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.272704 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.481578 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.434584 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.648004 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.243216 # DEPENDENCYPART_GRANDPAR
(11,30),(30,11),-1.44911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,30),(30,18),0.242199 # DEPENDENCYPART_GRANDPAR
(11,30),(30,19),0.311874 # DEPENDENCYPART_GRANDPAR
(11,30),(30,20),-0.353117 # DEPENDENCYPART_GRANDPAR
(11,30),(30,23),-0.595635 # DEPENDENCYPART_GRANDPAR
(11,30),(30,24),-0.256704 # DEPENDENCYPART_GRANDPAR
(11,30),(30,25),-0.98334 # DEPENDENCYPART_GRANDPAR
(11,30),(30,26),-0.272251 # DEPENDENCYPART_GRANDPAR
(11,30),(30,27),-1.06316 # DEPENDENCYPART_GRANDPAR
(11,30),(30,28),-0.911576 # DEPENDENCYPART_GRANDPAR
(11,30),(30,29),-0.418591 # DEPENDENCYPART_GRANDPAR
(11,30),(30,31),-0.592582 # DEPENDENCYPART_GRANDPAR
(11,30),(30,32),-0.593501 # DEPENDENCYPART_GRANDPAR
(11,30),(30,33),-0.76815 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.411557 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.151579 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.140357 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.0856834 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.21394 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0884852 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.0932533 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.0892872 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.95832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,16),-0.742573 # DEPENDENCYPART_GRANDPAR
(12,1),(1,25),-1.20315 # DEPENDENCYPART_GRANDPAR
(12,1),(1,27),-1.23764 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.197489 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.179321 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.0232416 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.267655 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.446867 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.185457 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.120654 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.113305 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.122853 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0806565 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0967786 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.222605 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.347555 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.234967 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.368158 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0493009 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0462823 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0461513 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.97137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,16),-0.80314 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.952383 # DEPENDENCYPART_GRANDPAR
(12,7),(7,26),-0.917423 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.0679804 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.269201 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.201906 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.216723 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0926255 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.226862 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.101551 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0894211 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0610099 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.111269 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.93937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.621462 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.865485 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-1.18037 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.712883 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-1.05699 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.862126 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-1.17498 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-0.51027 # DEPENDENCYPART_GRANDPAR
(12,8),(8,29),-0.829735 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.160766 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.050838 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.84568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,9),-0.0537575 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.457459 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.144491 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.070037 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.97967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.61571 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.861901 # DEPENDENCYPART_GRANDPAR
(12,11),(11,30),-1.02412 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.744227 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.389042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.981187 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.05853 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.948057 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.07458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.743241 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.672143 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.665929 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.543331 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.952638 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.3792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0389891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.355566 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.101014 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.230945 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.250258 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.564022 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),0.163912 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.584714 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.264158 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.471782 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.331583 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.648066 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0836424 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.183207 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.447848 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.359035 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),0.0958956 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.274369 # DEPENDENCYPART_GRANDPAR
(12,15),(15,30),-0.401495 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.174479 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.122864 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.563397 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.774328 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.74533 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.142138 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.0541984 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.305021 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.429416 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.891013 # DEPENDENCYPART_GRANDPAR
(13,1),(1,25),-1.24873 # DEPENDENCYPART_GRANDPAR
(13,1),(1,27),-1.49658 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.140101 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.364752 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.255322 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.459817 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.432204 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.593884 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.569898 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.550575 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.0656841 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.117005 # DEPENDENCYPART_GRANDPAR
