# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,21,21,8,9,9,13,11,10,16,21,16,17,18,19,6,21,26,23,22,25,26,30,26,29,30,0,
(9,28),(28,27),-0.45426 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.430877 # DEPENDENCYPART_GRANDPAR
(9,28),(28,30),-1.51413 # DEPENDENCYPART_GRANDPAR
(9,31),(31,23),0.37331 # DEPENDENCYPART_GRANDPAR
(9,31),(31,29),-0.104234 # DEPENDENCYPART_GRANDPAR
(9,31),(31,30),-1.24809 # DEPENDENCYPART_GRANDPAR
(9,31),(31,32),-0.179247 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.149449 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.697827 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.275433 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.127046 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0170713 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.716723 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.382679 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.176756 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.114796 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.152633 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.184904 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.812548 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.1137 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.224137 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.060858 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.143236 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.47392 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.77369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,15),-0.665757 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.232023 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.931594 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.62083 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.327973 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0293866 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0530303 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.69147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.0255788 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.245451 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.478995 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.104837 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-1.45985 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-1.14794 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.383766 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.434505 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.753059 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.300124 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.525166 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.19167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.933991 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.00668 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.502203 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.33621 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.20238 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.781468 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-1.86909 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-1.97664 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.13804 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.202022 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.751544 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.300623 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.376434 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.448513 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.78781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.263871 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.636829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.535899 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.571484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.677386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.320922 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.842474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.524102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-1.61495 # DEPENDENCYPART_GRANDPAR
(10,9),(9,27),-1.09815 # DEPENDENCYPART_GRANDPAR
(10,9),(9,28),-0.94256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,31),-1.40703 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.0805286 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.618048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0535079 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0486962 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.119634 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.155818 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.213064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.180857 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.00694602 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.683174 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.849357 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.135812 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.142542 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.217758 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0384816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0210536 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.188423 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.51957 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0435945 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.126277 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.215782 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.178501 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.00930263 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.83745 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.132397 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.143432 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.217758 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.126005 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.083741 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.244556 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.188423 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.277737 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0947798 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.814013 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.116073 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.736011 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.873793 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.81274 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.4801 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.08379 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.927445 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.28578 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.14882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),-0.317353 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.251258 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.982012 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.745654 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.39267 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),-0.0641566 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.381211 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.463757 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.264122 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.17769 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0129647 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.855438 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.16637 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.113049 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.592725 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.803161 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.60337 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-1.01313 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-2.0322 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-1.70088 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.57192 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-1.32187 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.960589 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-1.49667 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-1.12346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.253821 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.278041 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.0692647 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.210768 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.0399377 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.433547 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.390694 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.137353 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.526163 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.96917 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),0.00915882 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.514616 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-1.02357 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-1.1399 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-0.583574 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-0.82387 # DEPENDENCYPART_GRANDPAR
(10,21),(21,31),-1.04249 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.14882 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-1.67058 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.794493 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.137217 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.59192 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.625652 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.510455 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0334891 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.424375 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.316102 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.699855 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.18949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0864834 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.185523 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.545191 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.931115 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.506223 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.765701 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.831729 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.12967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),1.13293 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.150961 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0610008 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.810575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.855096 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.329616 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0356202 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.396175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.239781 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-1.19224 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.130038 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),0.0928296 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.12967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.753949 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.864672 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0244754 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0613606 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.281749 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.147037 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.188491 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.18981 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.615019 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.556967 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-2.49712 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.3023 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.65797 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.717087 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.49695 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.03063 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.82589 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.363417 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.607734 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.4377 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.58767 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.54406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,13),0.435702 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.098922 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.355792 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.161007 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.0533344 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.392258 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.0614085 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),0.0800621 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.462517 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.469134 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-1.67027 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.813255 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.243121 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.220777 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.67529 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.184119 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.0193673 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.479785 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.722536 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.648626 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.547538 # DEPENDENCYPART_GRANDPAR
(11,17),(17,28),-0.514466 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-0.547335 # DEPENDENCYPART_GRANDPAR
(11,17),(17,31),-0.554665 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.29247 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-2.42237 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.23058 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.42257 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.93503 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.15319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.461181 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.833158 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.00129187 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.24575 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0998567 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.250854 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.28063 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.660993 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.16426 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),0.0498723 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.459029 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.757908 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.682785 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.553269 # DEPENDENCYPART_GRANDPAR
(11,18),(18,29),-0.607188 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.584076 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.221607 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.0331841 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.00430765 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.0815761 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-1.37166 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-1.94743 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-2.67973 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-1.48488 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.966109 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-1.79303 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.683361 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-1.67089 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-1.21032 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-1.34164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.630916 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.63294 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.170798 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.00110319 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.321895 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.259347 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.0928072 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.354003 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-1.15034 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.128822 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.55343 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.736604 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.685602 # DEPENDENCYPART_GRANDPAR
(11,21),(21,27),-0.546138 # DEPENDENCYPART_GRANDPAR
(11,21),(21,29),-0.712945 # DEPENDENCYPART_GRANDPAR
(11,21),(21,31),-0.568483 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-1.50174 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.449874 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0603819 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.271631 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0258049 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0811886 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.130314 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-1.16305 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.53996 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.591075 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.386364 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.00741695 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.27477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.847049 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.04214 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.687224 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.624125 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.03796 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.44682 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.801631 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.62792 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.719311 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.92283 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.42858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.311041 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.197484 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.479403 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.870758 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.836127 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.225856 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.5239 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.81312 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.56099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.058851 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.128147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.207762 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.471291 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.872726 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.318905 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.534178 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.71954 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.38815 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.851167 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.90795 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.297173 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.634225 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.288543 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.241894 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.66324 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.289558 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.140411 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.561848 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.460504 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.184517 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.902464 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.387914 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.443126 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.75517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.595409 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.01288 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.477993 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.974153 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.41804 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.01811 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-2.07337 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.790632 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.568468 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.889926 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.71982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.511086 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.369873 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-2.2591 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.506425 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.600994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0682913 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0485437 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.124752 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.595701 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.245628 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.00164924 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.470214 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.642835 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.86781 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-2.37549 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.02875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0423435 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.319806 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.000825203 # DEPENDENCYPART_GRANDPAR
