# _root_ Zjistil , že se guma dobře váže s kukuřičným sirupem , který je schopen absorbovat prakticky jakoukoliv chuťovou esenci .
#goldHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,17,19,19,15,0,
#predictedHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,15,19,19,15,0,
(15,16),(16,19),0.840402 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.270855 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.320777 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.11712 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.772428 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.31956 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.301575 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.473248 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.233189 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.52786 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.443652 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.568794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.310869 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.555617 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.287023 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.321959 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.610139 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.328752 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.428333 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.151719 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.329539 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.160016 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.277599 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.210619 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.23785 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.126188 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.318049 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.326647 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.0298342 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.85496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,19),-0.642373 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.109394 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.22562 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.361268 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.637397 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.609432 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.330003 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.148342 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.330088 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.159895 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.608398 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.232472 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.245152 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.193043 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.106221 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.442533 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.308953 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.85496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.255539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.929745 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.642442 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.631895 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.37706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0188937 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.101488 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.771473 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.52732 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.470942 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.57993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.0908978 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.415943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.296343 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.836599 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.51774 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.103293 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.22348 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.659285 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.00053 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.209316 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.00954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,8),-0.15232 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.805137 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.00378 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.710652 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.179875 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.00221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.459752 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.33025 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.495999 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.895723 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.153676 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.848054 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.698069 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.375121 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.10668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.777532 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.689227 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.956584 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-1.18989 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-1.5023 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.733119 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.697653 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-1.21092 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-2.61468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,4),-0.601485 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.574236 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.608336 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-1.03645 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-1.10936 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-2.1772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,1),-2.25445 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.62994 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.501628 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-1.15001 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.610669 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-1.40199 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.362876 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.443121 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.346218 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.896445 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-1.23294 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.725817 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.117871 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.691305 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.016414 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.35053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.962159 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-1.46232 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-1.13249 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.670518 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.00473787 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.31702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.892773 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.170771 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0283804 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.19583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.837889 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0695747 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.629767 # DEPENDENCYPART_GRANDPAR
