# _root_ Sociální demokraté namítají , že vláda se školným přichází v době , kdy rostou náklady na základní životní potřeby .
#goldHeads=2,3,0,5,3,9,9,7,5,9,10,14,14,11,14,15,19,19,16,0,
#predictedHeads=2,3,0,5,3,9,6,7,5,9,10,14,14,11,14,15,19,19,16,0,
(14,8),(8,14),-2.32018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,1),-0.107826 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.740015 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-1.02637 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-1.0123 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.61112 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.237797 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.578312 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.87916 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.566832 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-1.00181 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.113645 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.134036 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.41175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.0991201 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.182124 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-1.03148 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.313938 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-1.06347 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.232691 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0596125 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.136151 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.43393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.10301 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.542759 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.34896 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.13907 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.222335 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.32032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.350325 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.0162154 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.05938 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.0639291 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.697809 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-1.4538 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-1.18461 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.678521 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.209313 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.585984 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.84349 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-1.02045 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.415874 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.881427 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.272567 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.67647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.354962 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.431092 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.33127 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.769434 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.26067 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.662318 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.899128 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.25152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.164633 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.628691 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.460024 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.401252 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.822445 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.395273 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.3289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.24394 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.147543 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.170662 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.0138 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.665585 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.488718 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.114287 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.412238 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.345072 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.305217 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.604674 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.516 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.859112 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.863415 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.337764 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.285029 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.35311 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.574325 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.462712 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.466844 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.09019 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.574572 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.125854 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.788706 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.461394 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.467104 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0917675 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.597223 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.127669 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.787686 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.656524 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.486829 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.847124 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.229902 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.271362 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.258296 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.598076 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.395074 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.484063 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.250471 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.398125 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.31828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,2),-0.683161 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.93666 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-1.16122 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.630958 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.405818 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.585754 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.186481 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.675332 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.468268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.260976 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.98288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.022598 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.14923 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.916927 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.91119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.36197 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.704729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.241677 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.455687 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.305976 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.112018 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.60554 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.930067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.796266 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.672014 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.156642 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.116651 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.604562 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.928638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.800224 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.36025 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.160839 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.111806 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.71386 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.422318 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.616089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.952322 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.274621 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.461377 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0119367 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.327799 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.379178 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.601584 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.585464 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.226966 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.554727 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.50425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.545523 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),0.660383 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-1.19376 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.859424 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-1.05627 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-1.08725 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-1.40196 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.528799 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-1.17635 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.711523 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.593037 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-1.36877 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.828819 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.51651 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-1.00283 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.87669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.317351 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.195911 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.974359 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.373146 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.601519 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.53003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.523376 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.0521353 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.640169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.798278 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.86071 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.78436 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.38249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.385603 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),1.54084 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.542834 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.860373 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.78424 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.38099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.955807 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),1.54126 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.542631 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.833383 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.673163 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.82417 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.25284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),1.07521 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.503484 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.391257 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-2.26039 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.7981 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.905015 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-1.44331 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.726926 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.474849 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.74827 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.553447 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.739386 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.478343 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-1.19485 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.18521 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-1.04742 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.764681 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.715289 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.60717 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0296233 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.33659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.838326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.18475 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.874169 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.309748 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.712854 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.957453 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.2445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.746267 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.24278 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.801636 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.975021 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.79734 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.675437 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.62329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.416369 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.375591 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.20583 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.980956 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.90722 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.735679 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.47938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0147684 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.292915 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-2.04568 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.585305 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.685394 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-1.26759 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.549016 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.254136 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.53761 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.404036 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.555851 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.293458 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-1.05954 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.129591 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.671288 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.56212 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.504677 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.411824 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0852495 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.200009 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.19898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.808618 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.671606 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.157528 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.527476 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.822046 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.394279 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.10692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.866643 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.599075 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.398241 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-1.00291 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.247096 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.06303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.700335 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.562364 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.995398 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.785745 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.77726 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.680063 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.0572 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.34586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0898292 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.40353 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.792332 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.590173 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.986323 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.463417 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-1.51507 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-1.34918 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-1.22712 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-1.04554 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.575991 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.953904 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.487599 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.702847 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.784915 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.852525 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.734102 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.38115 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.55033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.926933 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.452376 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.644192 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0335448 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.300864 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.0565715 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.64853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-1.00009 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.317053 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.892744 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.214448 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.132036 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.372603 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.86739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-1.04683 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.522623 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.287225 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.217409 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.00867568 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.61447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.950019 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.518294 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.283027 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.203895 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.117261 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.6136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.949156 # DEPENDENCYPART_GRANDPAR
