# _root_ Milionový poplatek za vydání osvědčení , které umožňuje vést lékárnu , zakázalo vybírat Ministerstvo pro hospodářskou soutěž .
#goldHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
#predictedHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
(12,13),(13,11),-0.233245 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.5529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0377048 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.105633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.858296 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.312038 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.540372 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.283958 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0182518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.654657 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0742346 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.536666 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.371916 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.524192 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.583651 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.161545 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.598689 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0684306 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.108633 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.441167 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.112282 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.492039 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.527264 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.742964 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.166857 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.164444 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.217002 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.31924 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.357017 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.160624 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.91324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,2),0.258029 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.139238 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.238046 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.405591 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.748826 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.195721 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0683125 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.203133 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.45958 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.385242 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.345756 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.383533 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.132324 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0910771 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.18714 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.91316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.0276824 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.744404 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.191939 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0576956 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.463323 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.392113 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.33008 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.367858 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.129451 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0873342 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.171464 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.91309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,1),0.453345 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0251844 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.0164836 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.158651 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.539272 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.305245 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.268641 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.211609 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.308389 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.466444 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.26992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,6),-0.441333 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.147073 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.156975 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.0466616 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.500536 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.0533328 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0527325 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.19187 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.580646 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.487948 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.731058 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.200768 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.294463 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.367863 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.390543 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.01061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.339161 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.252087 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.150389 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.952596 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.501758 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0627274 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.0559871 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.201265 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.590041 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.480486 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.744196 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.380051 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.313594 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.34287 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.388308 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.00149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.329587 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.244143 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.140815 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.521992 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.04073 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0873342 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.171465 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.91309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.0962268 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.0276815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.453345 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0251844 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.0164836 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.158651 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.539272 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.636444 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.749225 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.786154 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.765781 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.203353 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.466444 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.26992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.802001 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.46682 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.14758 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.504319 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0551062 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.0320922 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.193643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.582419 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.476339 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.736189 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.370829 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.32764 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.248033 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0743177 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.00605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.340842 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.248447 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.912395 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.15207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.950071 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.357072 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.0980579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.336535 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.457513 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.494908 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.619887 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.473101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.263437 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.367404 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.554854 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.0292864 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.042961 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.397261 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.173866 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.19125 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.485506 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.171943 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.198519 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.166106 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.602426 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.363258 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.50025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.145234 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.36362 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.23318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.518461 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0364087 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.315528 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.33512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.575159 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.03061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.76748 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.508306 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.179647 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-1.12835 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-1.18123 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.610038 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.985468 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-1.01916 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.89227 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.516711 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.543926 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.669694 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-1.05601 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.520286 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.520607 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.698038 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.97726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,18),-0.96829 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-1.20993 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.60756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.00881287 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),0.812103 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.755463 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.53496 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.45955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,14),-1.52923 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.30898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.577483 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.352091 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.797675 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.168866 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.38122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-1.09149 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.806193 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.456023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-1.07181 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.28869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-1.13373 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.730032 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.859127 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.171673 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.331888 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.39342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.990883 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-1.03359 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.703847 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.16124 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.58235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-1.02173 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.758349 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.298381 # DEPENDENCYPART_GRANDPAR
