# _root_ V rámci pomoci Spojenců byl na území Slovenska přepravován vojenský , zdravotnický , spojovací a technický materiál .
#goldHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
#predictedHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
(13,10),(10,8),-0.343282 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0479864 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.168838 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.86434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),-0.299101 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.609735 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.511345 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.439879 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.282005 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.25402 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.434256 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.33245 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.275848 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0571537 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.259569 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.02209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.475211 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.595935 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.977094 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.00702 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.76996 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.259505 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.178925 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.324239 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.86434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.363008 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.708007 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.639876 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.631552 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.584861 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.18481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,18),-0.315452 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.901434 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.25973 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.15035 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.08524 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.885289 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.851056 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.06976 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.962889 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.929916 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.705196 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.687705 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.66406 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.13169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.141126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0566507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0701362 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.215879 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.161696 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.315452 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.893792 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.828376 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.852656 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.28036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.356452 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.361323 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.146349 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.233739 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.123979 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.497223 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.87923 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.917667 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-1.10003 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-1.5068 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.317254 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.918239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-1.44967 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-1.1959 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-1.06061 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.959151 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.415545 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.54416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.509285 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.3846 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.5795 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.1585 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.237922 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.998381 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.174726 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.324983 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.43664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-1.26527 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.05678 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.497223 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.87923 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.917667 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.10003 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.5068 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.317254 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.918239 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-1.44967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-1.1959 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-1.06061 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.330913 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.987006 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.54416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.509285 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.3846 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.5795 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.1585 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.692163 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.168369 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.1124 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.20215 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.396358 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.0155653 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.141233 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.245389 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.361452 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0533727 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.104793 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.147804 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.118637 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.76989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,1),-0.472667 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.273545 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.155628 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.249923 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.417003 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.0677678 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.119188 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.152338 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.120342 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.77045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,1),-0.482869 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.267766 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.273827 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.236853 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.139268 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.366817 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.365597 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.40485 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.497512 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.436232 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.060979 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.104214 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.108813 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0814166 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.221946 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.0841347 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.121737 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.175157 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.80726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,17),-0.820364 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.204367 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.261748 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.30281 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.70781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,5),-0.53495 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.588315 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.148537 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.15882 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.0167148 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.135557 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.0181718 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.0353478 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.0730934 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.75972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,17),-0.72142 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.272413 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.278474 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.372381 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.5285 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.299725 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.142007 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0356979 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0342408 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.125506 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.264192 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.223864 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.263118 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.35578 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.162381 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.368797 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.271489 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.304296 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0339509 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.294788 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0312328 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.194578 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.80758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.785402 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.932719 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.374759 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.551501 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.287325 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.317677 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0527264 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0519475 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0474832 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.424339 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.393194 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.388143 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.471292 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.463639 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.544315 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.397332 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.420586 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.320635 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.334233 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.504159 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0610953 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.413136 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.75951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.974619 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.856554 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.858075 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.551501 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.201975 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.29394 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0474833 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0390756 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.550411 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.702541 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.424339 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.393194 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.388143 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.471292 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.463639 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.544315 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.397332 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.420586 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.320635 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.334233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.44272 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.329372 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.413136 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.75951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.974619 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.856554 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.858075 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.29394 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.197113 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.193731 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.702541 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.231299 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.382842 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.991932 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.730442 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.985143 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.630232 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.893689 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.91313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0355696 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.3892 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.153493 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-2.16325 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.49367 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-2.09294 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.48009 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-2.06022 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.844717 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.68083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.284791 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.369521 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.424474 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.603973 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.421291 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-1.24412 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.386333 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.40819 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.364045 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.706268 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-1.13039 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-1.29806 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-1.12453 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-2.41948 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.840265 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.775562 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-1.58578 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-2.04384 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.315177 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.478377 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.315655 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.740892 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.316735 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.548177 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-2.53589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.914636 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.603972 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0843043 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.172011 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.364045 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.670705 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.24355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.802573 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.706268 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-1.13039 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-1.29806 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-1.12453 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-2.41948 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.840265 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.775562 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-1.58578 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-2.04384 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.315177 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0352465 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.51171 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.740892 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.316735 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.548177 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.53589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.914636 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.172011 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.280837 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.149723 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.802573 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.621372 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.950291 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-1.12172 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.938636 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-2.20291 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.825724 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.609558 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-1.40733 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.86824 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.608351 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.168118 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.804956 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.145829 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),1.06633 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.356305 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.46679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.998033 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.24355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.802573 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.24192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,10),-0.626553 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.70702 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.561767 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.623404 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.549813 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.591581 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.625413 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.0596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
