# _root_ Najednou nebylo žádné místo mezi mým vozem a zdí , byla slova nešťastného Fittipaldiho , s nimiž však Mansell nesouhlasil :
#goldHeads=2,10,4,2,2,7,8,5,8,0,10,11,14,12,20,20,16,20,20,14,0,
#predictedHeads=2,18,4,2,4,7,8,5,8,18,18,11,14,12,18,20,16,0,20,18,0,
(13,14),(14,19),-0.577678 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.710741 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.189853 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0266348 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.246939 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0828388 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.460905 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.279246 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.407709 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-1.17435 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-1.27893 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.828879 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),1.01169 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.815425 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.400822 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.795116 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.977002 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.48942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.178388 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.35281 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.195167 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.76535 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.815431 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-1.02318 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.642288 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.893665 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.45266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.363149 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.01453 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-2.53136 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-2.60951 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.28493 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-2.29179 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.978373 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.94225 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.65975 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-2.48826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-2.56989 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0423923 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.33686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.067526 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.207826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.689331 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.281702 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.205317 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.31803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.681462 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.41597 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.108741 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.326842 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.26041 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.00325 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-2.60232 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-2.41352 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-2.09561 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.903027 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.74607 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.65799 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-2.55978 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-2.3737 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0489539 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.83236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.839643 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.153549 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.767425 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.228178 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.224947 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.524429 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.656425 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.368932 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-1.02125 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-2.45734 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-2.27884 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.23305 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.96914 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.904945 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-1.6196 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.55212 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-2.41075 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-2.24471 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0496473 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-1.35018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),1.04952 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.217605 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.42237 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.635626 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.138084 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.318197 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.128871 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.124267 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0873167 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.368549 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.299032 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.156932 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.19638 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.231374 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.19475 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.00510628 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.394343 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.137155 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-2.14534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.93952 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.913978 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-1.16087 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.751967 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.818183 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.295373 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.327861 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.0847024 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.319407 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.252215 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),0.00596799 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.0648578 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.352242 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.294034 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.346468 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.271636 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.24255 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.279554 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.306238 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.102509 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.22927 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.304753 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.350231 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.165965 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.182922 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.259956 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.209035 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.393243 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.274323 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.326336 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.292465 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0622522 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.000560057 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.09266 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.514271 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.0374053 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.1332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.831236 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-1.06204 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.72033 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.746678 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.350231 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.319032 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0684232 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0314485 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.296812 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.751474 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.33997 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.380382 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.421311 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.506242 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.539712 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.374748 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.433681 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0656853 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.37818 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.693112 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.233281 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.23479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,1),-0.126848 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.422045 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0832143 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.0732052 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.325513 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.233071 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.125672 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.130725 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.33878 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.036454 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.321855 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.172062 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.14614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.9483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.915729 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.17445 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.74669 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.818359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.362652 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.318061 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.324723 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.14419 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.27376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.900203 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.867697 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.20379 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.751481 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.908224 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.487593 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.227764 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.119413 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.75399 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.350231 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.209316 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.00365195 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.316015 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.27376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.900033 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.867689 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.20375 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.751474 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.71944 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.5351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.312087 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.257272 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.341201 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.455093 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.672731 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.993743 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.989978 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.13216 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.847664 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.02613 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.80566 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.691081 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.819163 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.05556 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.692591 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.09337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.16433 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.357824 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0689141 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.306162 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.0764715 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0509063 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.377906 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.829785 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.06122 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.12762 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-1.28 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-1.277 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-1.06219 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.17097 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.861471 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.754982 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.961483 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.15343 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.837433 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.50033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.0696941 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0299059 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.201107 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.275102 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.959887 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.655071 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.201218 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.504399 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.111742 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.654022 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.64372 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.30787 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.848291 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.278619 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.67935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.382073 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.926483 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.76718 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.922214 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.779789 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.49709 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.483296 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-1.54901 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.713335 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-1.55975 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.646893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.823206 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-1.23237 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-1.16747 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-1.39381 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.04201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.646438 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.37817 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.02534 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.05705 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.11869 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.24064 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-2.44958 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-2.52574 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.999331 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-2.54385 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.10889 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.243 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-2.21003 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.8591 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-2.3779 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.870141 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.80366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),0.0381474 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.48337 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.463632 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.44548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.19536 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.319566 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.23421 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.23442 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.109018 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.191733 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.609233 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.120209 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.127756 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.664963 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.010471 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.324778 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.175171 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.0155482 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.0920583 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.495333 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),0.338212 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.0606904 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.343299 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.0661779 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.39795 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),0.0357399 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.38462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),0.143487 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),0.21641 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.34618 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.339295 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.409575 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.844057 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.317236 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.168569 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.038619 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),0.0706866 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.341189 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.860863 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.230499 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.37142 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.419281 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.115079 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.0462227 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.120942 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.00352751 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.232832 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.126698 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.226627 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.351614 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.313302 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0616235 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.312 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.561933 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.329396 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.21592 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.00897777 # DEPENDENCYPART_GRANDPAR
(18,8),(8,19),-0.0212215 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),0.105905 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.408034 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.416855 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.403723 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.0670525 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.077186 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.381279 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.134374 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.36813 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.328894 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.34988 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.416201 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.552101 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.328291 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.456554 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.232562 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.643215 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.851275 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.642813 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.379307 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.158409 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.393319 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.678951 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.0273121 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.157849 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.286154 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.100599 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.194293 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.406318 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0289198 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.29103 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0499117 # DEPENDENCYPART_GRANDPAR
