# _root_ Na to , jaké právní prostředky nápravy bude nutno v konkrétním případě předem vyčerpat , mohou vznikat nejrůznější názory .
#goldHeads=19,1,8,6,6,14,6,2,8,8,12,10,14,8,8,0,16,19,16,0,
#predictedHeads=14,1,8,6,6,14,6,2,8,14,12,10,14,16,14,0,16,19,16,0,
(14,19),(19,14),-0.577898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.212243 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.417543 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.504007 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.224586 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.278683 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.15146 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.522019 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.276432 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.116033 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0658352 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.213301 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.202793 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0352334 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0956766 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.106928 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0170092 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.111355 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.20475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.752609 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.957567 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-1.3436 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.478637 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.462909 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.28681 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.444527 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.112464 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.113697 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0398202 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.110288 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.134148 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.13714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.788944 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.778868 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.170166 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.111526 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.227626 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.13109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.522967 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-1.21147 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.419123 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.320872 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.3129 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.135598 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0744329 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0579378 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.165598 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0535562 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.744331 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.94927 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.45977 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.36663 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.510081 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.378203 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.248987 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.297493 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0114797 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.14468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.561579 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.766977 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.10149 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.312974 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.186232 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.518301 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.290463 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.220913 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),0.00209192 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.146323 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.108801 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0958834 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0270187 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0175182 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.020637 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.20261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.744953 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.94991 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.32612 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.31467 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.23118 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.935104 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.05794 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.91997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.10448 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.998327 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.16959 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.711777 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.937786 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.13641 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.865528 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.00726 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.704249 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.761121 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.53407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.16393 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.451921 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.308824 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.361736 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.22574 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.931755 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.05299 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.916696 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.998984 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.17024 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.715076 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.13368 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.00792 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.713279 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.76442 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.55964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0951193 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.435725 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.29506 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.343964 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.593249 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.590314 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.14153 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.995952 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.667984 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.764371 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.55141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.0973364 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.470062 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.368874 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.32708 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.122801 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.462683 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.317321 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.219427 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.21215 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.324751 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.0562559 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.481756 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.347224 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.0112771 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.0226156 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.384254 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.0367102 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.146999 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.298773 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.170599 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.652153 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-2.31954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.202875 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0815817 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.271649 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0115538 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.549565 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.191459 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0132942 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.12851 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.292171 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.656301 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.0787276 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.148065 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.154845 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.402227 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.376338 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.226859 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.484821 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.155441 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.234328 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.445451 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.546048 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.141692 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.40803 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.369086 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.106428 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.45219 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.0965039 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.511061 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.196202 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.358816 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.240232 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0237879 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.0732225 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.369362 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.896746 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.676838 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.35922 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-1.24643 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0425533 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.0135676 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.205725 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.724849 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.03401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.0845684 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),0.019629 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.0497012 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.279254 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0980373 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.633417 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.129564 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.106089 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.118405 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.101747 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.464708 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.329118 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),0.146062 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.802966 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.506237 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.795994 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.219543 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.627168 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.07616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,19),-0.195399 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.0948856 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.454839 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.425014 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0242463 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.291485 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.646875 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.190456 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.9308 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.96986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.150352 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.391829 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),0.253433 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.241398 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0648672 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.908241 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.239537 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.571202 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.666906 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.96956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.149419 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.153173 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.0356863 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.184516 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.0576207 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.166923 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.181395 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.126473 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.655756 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.184357 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.214288 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.879851 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.146047 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.125991 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.806134 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.01033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.108253 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.312779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.0730677 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.774808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.363705 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.127611 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.100113 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0485512 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.297415 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.31954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.202875 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.659133 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.449477 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.0654503 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),0.0303272 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.660086 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),0.499326 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.420876 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.959493 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.647002 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.513327 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.192668 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.154563 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.26545 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.0212823 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.40159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.00393462 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.351303 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.383131 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.0807 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.427452 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),0.0628503 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.27926 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.101746 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.230063 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0430395 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),1.26352 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.363124 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.420304 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.52427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,19),0.36003 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.00223576 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.514246 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),0.647574 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.341185 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),0.0812098 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.570819 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.517507 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.0957304 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.165509 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0151729 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.338318 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.0587201 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.646287 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.210725 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.0435876 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.595995 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.201433 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.0877885 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.484125 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-2.09903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,3),-0.511852 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.46417 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.0276791 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.23356 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.896808 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.151795 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.411205 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.543955 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.314695 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.638581 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.0797339 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.109045 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.581793 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.141225 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.165684 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),0.240044 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.404832 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.320498 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.631329 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.184336 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.0764136 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.64073 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.205057 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.157696 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.669055 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.734733 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.157718 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.279685 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.32929 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.579901 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-1.42215 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.750563 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.974745 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.312541 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.56758 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.26201 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.0454065 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.539796 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.86493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),-0.227548 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.210245 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.466003 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.304272 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0472546 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0634449 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.373535 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.357431 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),0.367902 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),0.68785 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.659279 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0293671 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.264907 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.336911 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.481095 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.21278 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.74317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.247538 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),0.0789361 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.116973 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.356807 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.566837 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0355076 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.161938 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0595311 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.110091 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.74943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.0243748 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),0.074182 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.494765 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.552132 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.0329833 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.387848 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.0864196 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.338931 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.581434 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.495159 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.554266 # DEPENDENCYPART_GRANDPAR
