# _root_ Světová návrhářská smetánka se totiž rozhodla všem , které jsou nevšímavé vůči kouzlu negližé , vyhlásit nelítostný boj a ve svých kolekcích povýšit prádlo do řad oficiálního svrchního ošacení .
#goldHeads=3,3,6,6,6,0,16,10,10,7,10,11,12,13,10,19,18,16,6,23,22,20,19,23,23,25,29,29,26,0,
#predictedHeads=3,3,6,6,6,0,6,10,10,7,10,11,12,13,10,19,18,16,10,23,22,20,19,23,24,25,29,29,26,0,
(8,16),(16,25),-0.75712 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.771421 # DEPENDENCYPART_GRANDPAR
(8,16),(16,29),-0.748075 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.321229 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.159444 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.426438 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.146728 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.925128 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.566503 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.22274 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.15753 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.15024 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.781265 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.458785 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.615019 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.877623 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.46598 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.50122 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.592126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0325164 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.357978 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.476149 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.328027 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.000627994 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.610323 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.617884 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.477112 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0380292 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.593287 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.704192 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.757289 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.436848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.447027 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.651779 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-0.475189 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.536521 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.467239 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.422915 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.285747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.491271 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.343149 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.191427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.531095 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.180972 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-1.01732 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.174805 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.937261 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.97268 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.56315 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.83472 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.392892 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.783725 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.934091 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-1.01444 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.667006 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.738256 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.21662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,1),-0.675881 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.22136 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.914563 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.721804 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.710696 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-1.10403 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.402256 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-1.14239 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.972787 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.939499 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.310362 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.30932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.174736 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.235205 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.638419 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.529506 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.817176 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.317527 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.909808 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.481771 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-1.40713 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-0.453352 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.896796 # DEPENDENCYPART_GRANDPAR
(10,6),(6,29),-1.76089 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.893025 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.629995 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.15408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.105607 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.321716 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.16798 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-1.67419 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-1.08731 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.54516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.0864929 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.546693 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.447102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.13884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.270316 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.09514 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.793905 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.01383 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.043993 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0867765 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0221362 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.335915 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.4776 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.0945174 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.855671 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.105399 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.214312 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.243978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.267763 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.138859 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.937573 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.265034 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.821211 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.307344 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.16068 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.215205 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.653886 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.357481 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.229107 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.0328806 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.716945 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),0.51432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-0.936917 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.937573 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.265034 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.821211 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.307344 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.194945 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.215205 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.653886 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.357481 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.229107 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0328806 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),0.51432 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.39437 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.14826 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.46176 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-2.0295 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.30246 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.483356 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.81867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.456238 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.123217 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0405062 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0684065 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.186294 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.59348 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.481177 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.110424 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.297996 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.321071 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.739759 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.841818 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.32989 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.79538 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.860699 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.10209 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.139819 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.71384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.374509 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0397832 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.218268 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.109355 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0270341 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.685088 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.566543 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.121847 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.543753 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.07302 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.00544234 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-1.07849 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.634771 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-1.51494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-1.42678 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.358539 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.397929 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.265529 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.193553 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.302465 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.456815 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.23611 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.716768 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),0.518537 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.54694 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-1.94511 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.14938 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.33088 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-1.51146 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-2.2675 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-1.56116 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.556145 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-1.6828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.543221 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.204428 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.0884557 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.197368 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.153529 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.31565 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.737977 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.201328 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.180246 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.523201 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),0.125232 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.529181 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.315317 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.965892 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.775432 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.876965 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.859833 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.531454 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.537435 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.979094 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.459987 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.0781188 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.122588 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.839563 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.51432 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.722971 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.483136 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.936917 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-0.745914 # DEPENDENCYPART_GRANDPAR
(10,23),(23,6),-1.80196 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-1.10865 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.143691 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-1.71715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,12),-0.0401313 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.218599 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.109686 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.0302999 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),0.273241 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.910112 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.491791 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.0759728 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.489502 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.98731 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-1.07659 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.630293 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-1.51304 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-1.2637 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-1.43572 # DEPENDENCYPART_GRANDPAR
(10,23),(23,29),-1.42487 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.122895 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.839871 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.57762 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.496401 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-1.1462 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.941661 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-1.11346 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-1.0756 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.531577 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.940744 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.846347 # DEPENDENCYPART_GRANDPAR
(10,25),(25,29),-0.848576 # DEPENDENCYPART_GRANDPAR
(10,27),(27,20),-0.222259 # DEPENDENCYPART_GRANDPAR
(10,27),(27,22),-0.828548 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),-0.834523 # DEPENDENCYPART_GRANDPAR
(10,27),(27,25),-0.325138 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-1.27786 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-1.28329 # DEPENDENCYPART_GRANDPAR
(10,27),(27,29),-1.20926 # DEPENDENCYPART_GRANDPAR
(10,29),(29,24),-0.574112 # DEPENDENCYPART_GRANDPAR
(10,29),(29,25),-0.253421 # DEPENDENCYPART_GRANDPAR
(10,29),(29,26),-1.03163 # DEPENDENCYPART_GRANDPAR
(10,29),(29,27),-1.04256 # DEPENDENCYPART_GRANDPAR
(10,29),(29,28),-1.21459 # DEPENDENCYPART_GRANDPAR
(10,29),(29,30),-0.480016 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.883017 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-1.02011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.955275 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.775705 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.550827 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.537305 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.488308 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.138119 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.2125 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.763273 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-1.31058 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.981983 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.634639 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.27869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,16),-0.700504 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.470246 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0856926 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.285881 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.740778 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.114034 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.30533 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.24958 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.45998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.533748 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.215425 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.292795 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0721728 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.739199 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.518853 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0893051 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.813845 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.274207 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-1.84737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.30533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.24958 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.45998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.533748 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.608704 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.292795 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0721728 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.739199 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.518853 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0893051 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.274207 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.39804 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.94707 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.00025 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.63223 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.16862 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.23437 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.22027 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.79759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.314535 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.18972 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.366219 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.374521 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.984513 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.776796 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.246711 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.43175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.571767 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.51046 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.789202 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.949138 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.45243 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.02144 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.957416 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.921933 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.03896 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.69018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.388285 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.363726 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.192213 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.153846 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.822279 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.432643 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.144816 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.373727 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.740409 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.318459 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.363515 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.209008 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-1.12687 # DEPENDENCYPART_GRANDPAR
(11,16),(16,29),-0.908592 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.42492 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-1.4617 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-1.77533 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-1.07928 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-1.00569 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-1.69851 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-1.1971 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-1.20595 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-1.26632 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.78545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.365347 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.335037 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.220902 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0494127 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0877653 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.944519 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.532766 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.32102 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.667007 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.287719 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.290618 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.204838 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-1.05395 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),-1.79105 # DEPENDENCYPART_GRANDPAR
(11,19),(19,29),-0.835193 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.662677 # DEPENDENCYPART_GRANDPAR
