# _root_ Situace na jazzové scéně , byť se v létě konal první ročník nového Agharta Jazz Festivalu , je téměř horší než za socialismu .
#goldHeads=18,1,4,2,6,18,10,10,8,6,12,10,16,16,16,12,6,0,20,18,20,21,22,0,
#predictedHeads=18,1,4,2,6,18,10,10,8,6,12,10,15,15,12,15,6,0,20,18,20,21,22,0,
(13,12),(12,9),-0.727994 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.732351 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.868602 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.01716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.364082 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.926795 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.16948 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.809632 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.13259 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.547165 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.88287 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.58544 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.887292 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-1.62944 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.3032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.150737 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.393614 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.101509 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.41468 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.58196 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.16156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.482507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.376079 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.252479 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.57334 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.169827 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-1.15575 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.239015 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.476083 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.840898 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.41468 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.58196 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.16075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.483314 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.129531 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.250427 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.575392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.169838 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-1.15581 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.239097 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-2.77611 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.00506 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.997176 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.487712 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.865984 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.71956 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.35462 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.7864 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.50847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.14501 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.28833 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.532467 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.88398 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.270635 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-1.38017 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.319842 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.591151 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-2.40692 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.791064 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.50903 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.819743 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.367519 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.624616 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.71882 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-1.32678 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.19981 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.39365 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.30268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.352002 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0990155 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.343569 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.27841 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.229997 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-1.13272 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.296237 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.506388 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.803565 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.491809 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.434899 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-1.34307 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.14956 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.509279 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.92617 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-1.37257 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.331734 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.57049 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.311897 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.551361 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.242899 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-1.49715 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.165744 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.400243 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.29465 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.644093 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.462864 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-1.64401 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.747156 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.894004 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.621838 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.674768 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.947676 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.99069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.51337 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.96495 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.623728 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.61791 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.59833 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.467951 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.03613 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-2.05904 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.72382 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.27404 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-2.2795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-1.28027 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.170411 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.12405 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.192457 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-1.53625 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.3184 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.668884 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-1.79175 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-2.05904 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.72382 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.27404 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-2.27869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.566387 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.16836 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-1.1261 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.192468 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-1.53632 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.318482 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.31332 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),-1.0277 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-1.47536 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.393792 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-1.10233 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.265782 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-1.87802 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.358766 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-1.35149 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.143785 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.752928 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-1.25115 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.89473 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.944276 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.682674 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.54767 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.27275 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-2.20376 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.396135 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.647147 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.794264 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.4298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.402361 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.624114 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.56055 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.284868 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-1.60064 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.491943 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.905495 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-1.62915 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-1.53419 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.589256 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.528044 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.284151 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-2.09433 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.580328 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.890551 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.39321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.36576 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.585716 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.54678 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.497943 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.273285 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.921887 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.913061 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.39307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.365625 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.273156 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.985106 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.98217 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.7115 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.82617 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.956495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.184044 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.830877 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.142306 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.632421 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.211483 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-3.18707 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.48578 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-1.89624 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.593211 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.16485 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-2.39664 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-3.00787 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-2.2377 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.73929 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.85451 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.27727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.744396 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-1.03513 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.105556 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.545112 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.157575 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.422802 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-2.93741 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.42521 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-2.83164 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.82682 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.583612 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.1967 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.17011 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-2.12339 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-2.96042 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.96448 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.60895 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.72423 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.31592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.705407 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.626122 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.106711 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.424559 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.223797 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.280252 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.206142 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.516212 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.567233 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.83631 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.166556 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.443346 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.580198 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-2.89506 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.999002 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.62521 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.7405 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.27265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.751888 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.560938 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0705294 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0463555 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.139385 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.229814 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.577376 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-3.07747 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.78428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.244126 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.478511 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.827108 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.364157 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-1.25107 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.416726 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.554792 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.658405 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.193175 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.634838 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.985106 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0559563 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.580768 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.221462 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.0613921 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.453207 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.737943 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-1.16176 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.894737 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.881605 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.388727 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.52963 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-1.18359 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-2.00179 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.920478 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.00603099 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.902349 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.832374 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.11661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.308928 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.979834 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.405586 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-1.44583 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.524669 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.987202 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-1.54719 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-1.63856 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.531601 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.237999 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.270575 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-1.89626 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.587119 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-1.00228 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-1.14808 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.08015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.27067 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.966205 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.618801 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.306153 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-1.00389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.278856 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-1.14651 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.08002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,21),-0.306024 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.924926 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-1.11973 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.128115 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.978981 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.1166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.308923 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.979829 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.405581 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.44582 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.524664 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.987186 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.54718 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-3.29024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.42391 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.62397 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.431958 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.14831 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-2.3075 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-2.80896 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-2.24328 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.10288 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.9673 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-2.56425 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.947806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.452835 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.223392 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.39009 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.188718 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.504626 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-3.04058 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.36335 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-2.62534 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.55455 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.422359 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.905818 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.15357 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-2.03425 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-2.76151 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.97006 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.972532 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.83702 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-2.291 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.00887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.934646 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.227421 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.272417 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.257814 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.366239 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.125219 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.406309 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.14258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,20),-0.682864 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.199276 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.526747 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.497978 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-2.99838 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.982917 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.988947 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-1.85343 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-2.2722 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.958173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.876225 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0509921 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.012794 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.224194 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.149049 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.467019 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-2.87856 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-2.38328 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.47228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.787964 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.250615 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.489669 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-1.09898 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.501472 # DEPENDENCYPART_GRANDPAR
