# _root_ Za karty bude chybět Novotný a o tom , zda nastoupí Chovanec , rozhodne lékař až po dnešním tréninku .
#goldHeads=4,1,4,6,4,0,14,7,10,8,10,11,10,6,14,19,14,19,17,0,
#predictedHeads=4,1,4,6,4,0,6,7,10,8,10,11,10,0,14,19,14,19,17,0,
(13,10),(10,20),-0.791788 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.20244 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.197136 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.0829132 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.170149 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.200241 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.163506 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.290601 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.19931 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.135869 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.08527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.701918 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.12248 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.787923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.01427 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.12038 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.275924 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.171297 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.279014 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.21542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.701626 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.17312 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.647216 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.877885 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.16173 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.633181 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.828442 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.18956 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.97793 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.99823 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.78713 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.830033 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.1323 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.773985 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.821153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.4696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.150396 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.188243 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.138981 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.323475 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.118935 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.377504 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.87775 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.156942 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.100579 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0954182 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.358615 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.144048 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.375525 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.575392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.588915 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.36033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.118036 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.213601 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.139806 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.405226 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.20411 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.309497 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.1343 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.236367 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.34505 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.172723 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.408399 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.124297 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.136079 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0922253 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.319538 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.391207 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0936477 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.124037 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0817759 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.742159 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.177351 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.689285 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.110641 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.402917 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.465875 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.182444 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.477988 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.745995 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.436466 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.143371 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.498747 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.458344 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.580025 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0232533 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.193887 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.317789 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.258774 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.541697 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.330054 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.822326 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.417606 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.237355 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.192481 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.25746 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.103012 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.345307 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.187922 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.477271 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.120713 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.210431 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0524581 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.354129 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.096079 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.571735 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.399838 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.0727432 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.659631 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.65813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.239348 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.566602 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.239148 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0142489 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.587095 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.56693 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.323601 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.218462 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.078558 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.506825 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0120698 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0539033 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.564468 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.708295 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.085286 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.509649 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.05225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.152088 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.204077 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.968303 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.603721 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.488394 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.214543 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0694328 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.419191 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.238069 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0166508 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.43621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,3),-0.217074 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.377778 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0858525 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.03751 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.000612229 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.494548 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0660121 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.930173 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.50841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.101002 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.478144 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.09637 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.141582 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.45403 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.200843 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.547089 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.226806 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.378702 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0316307 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.390666 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.079476 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.813777 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.18047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.191627 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.413339 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.313955 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.0277927 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0883168 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.130731 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.409924 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.586711 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.07958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.448826 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.214944 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0311492 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.204077 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.968303 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.603721 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.488394 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.214543 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.419191 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.179258 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.2976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.246887 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.042343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.43621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.254659 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.580731 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.461659 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.474438 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.150429 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.996896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0428245 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0826483 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.41039 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.588347 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.402285 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.277229 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.365321 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.0846966 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.24567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.841851 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.00544031 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-1.58613 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.417349 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.512962 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),1.13628 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.160167 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-1.23677 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.718017 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.377418 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.599834 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.00093483 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.958632 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0704113 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.174811 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-1.23172 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.395541 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.509621 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.877262 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.267528 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.161869 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0549796 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.54161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.281589 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.445023 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.604925 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-1.00271 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.743198 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-1.29201 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.149113 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.367026 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.634096 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.442354 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.225603 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.635264 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0740303 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.106928 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.46775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.512919 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.56683 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.62477 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.35615 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.26734 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.24913 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.34928 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.21945 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.06676 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.44621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.00112654 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.936443 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.347266 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.486006 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.27304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0263871 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.712878 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0877663 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.457836 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.3892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.141252 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.08246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0543815 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.313689 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.635651 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.27789 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.905976 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.462964 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.540545 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.663745 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.834977 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.774042 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.484262 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.544723 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.495043 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.338028 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.081216 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.258378 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.28814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.0135075 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),0.06398 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.744352 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.743746 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.521923 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.495067 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0452267 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.157145 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.46217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.270893 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-1.00838 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.770922 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.736269 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.862376 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.760609 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.84197 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.719407 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.621919 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.434967 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.667652 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.232403 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.483685 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.6547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.437012 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.686572 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.903842 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.471522 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.549103 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.681238 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.652625 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.823093 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.781972 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.490864 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.547167 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.242819 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.499179 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.334674 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.256901 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.27128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0297941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.117954 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.0929268 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.299628 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.536849 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0135952 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.46217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.270893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.596722 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.402943 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.667382 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.806641 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.15171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0893755 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0702439 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.174218 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.694175 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.16085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,15),-0.709063 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.27194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.0257066 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.064975 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0156949 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.89228 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.465782 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.79352 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.15516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.492497 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),0.842461 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.498677 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.203458 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.889333 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.453051 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.249634 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.738237 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.3658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.463604 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.873372 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.533199 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.52426 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.460717 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.52395 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.783286 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.984345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.02579 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.106621 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-1.59087 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.909151 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.00312256 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.219274 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.05527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.870991 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.772742 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.948699 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-1.65532 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.503723 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.901819 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-1.36111 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.298202 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.9232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
