# _root_ Kdo má nad žáky dozor , nese odpovědnost i za eventuální zranění žáka nebo za škodu , která by žákovi vznikla .
#goldHeads=2,7,5,3,2,2,0,7,12,14,12,10,12,8,14,15,21,21,21,21,16,0,
#predictedHeads=2,7,2,3,2,2,0,7,12,14,12,10,12,7,14,15,21,21,21,21,16,0,
(10,9),(9,11),0.0750449 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.495636 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.31932 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.258908 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.853531 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.905196 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.819663 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.96261 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.12408 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.482545 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.699055 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.31164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.669603 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.561045 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.111556 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.276623 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.153349 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-1.21076 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.381746 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.68421 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.693882 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.666034 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),1.74067 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.115625 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.280121 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.159781 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.06196 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.87552 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.736369 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.94431 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.89588 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.10216 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.812795 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.80394 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.328202 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.43315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.323846 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),1.28634 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.52567 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.249767 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.564294 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.315373 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.425709 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.493084 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.47706 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.575296 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.693865 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.664834 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),1.74018 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0686362 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.346616 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.425643 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.2885 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.617795 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.120716 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-1.22641 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.391933 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.603856 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.94782 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.2601 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.87403 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),1.33834 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.605954 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0573354 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.977525 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.709643 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.35932 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.671816 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.53844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.21442 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.173002 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.527759 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-1.03026 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.44609 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-1.42683 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.526405 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.833762 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.878765 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.907347 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-1.35466 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.781464 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.335267 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.218624 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.49872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.318608 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.254944 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.59008 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.44174 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.706824 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-1.67345 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-1.20191 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.11077 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.466291 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.337699 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0733751 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.58373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.403292 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.323576 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.52642 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.668578 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.176891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.89511 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.511413 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.513132 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.912736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.218006 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0144976 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.455227 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-2.12085 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-2.13865 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.18679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-2.01809 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-2.06045 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.85318 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-2.04685 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.96218 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.642355 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.15717 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.529001 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.47655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.702649 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.148507 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0905583 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.380309 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0240881 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.32706 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.329661 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.762725 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.11629 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0983564 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.136773 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.511412 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.513133 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.914327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),1.26986 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.68 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.369324 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.174472 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.249565 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0720635 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.69099 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.308255 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.688244 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.206372 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.308159 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.68807 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-2.01573 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-1.17564 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-1.8838 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-1.92616 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-1.91492 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-1.82797 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.717761 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-1.16408 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.449431 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-1.25758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.92118 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.306038 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.0985044 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.20402 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.59347 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.415177 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.48221 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.433342 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.733153 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.583977 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-1.32591 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-1.67687 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.866191 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0564706 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0538917 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.609305 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.11452 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.51848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.873393 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-1.47273 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-1.06167 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-1.1817 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.487668 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-1.07518 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-1.42616 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.441239 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-1.04073 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.90716 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.185649 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.893594 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.635997 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.62355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.31353 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.99504 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-1.54543 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-1.04239 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-2.4532 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-1.63718 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.48182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,9),-0.34973 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.469413 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.689136 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.51849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.277472 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.883083 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.44036 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-2.34814 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.47272 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.73815 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.89276 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.14482 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-2.26202 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-2.61036 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.38885 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.73217 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-2.09039 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.707097 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.01577 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.65926 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.65151 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.59434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.259686 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.191738 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0465263 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0763699 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-1.1043 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.765683 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.971901 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.00503927 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.24109 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.924081 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.576151 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.64339 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.58427 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.04393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.616604 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0392068 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.163353 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.153371 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.276263 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-1.47266 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.750566 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.901603 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0929982 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.0588453 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.260921 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.301209 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.0910713 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0651605 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.255217 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.307973 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.223757 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.0471773 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0544042 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.218377 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0936221 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.319568 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.192809 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.40258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.00500248 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.00122995 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.404881 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.552935 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.2371 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.0825735 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.125204 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.292086 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.188015 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.00682383 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.1874 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.00212507 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.212265 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.345471 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.369025 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.57597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,2),-0.292084 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.183892 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.130427 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.187388 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.00213294 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.212281 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.529496 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.340773 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.038674 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.00194156 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.317508 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.35861 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.336835 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.00750205 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.254048 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.328534 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.107987 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.10251 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.215465 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.438306 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0267018 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.127355 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.331392 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0643321 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.393889 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.267129 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.45793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.0442234 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.0362061 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.420758 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.587912 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.470716 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.186093 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.118094 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.201351 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.239167 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.344451 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.398481 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.127677 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.561148 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.446671 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.0507264 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.529496 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.29867 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.456572 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0767789 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0461394 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.273322 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.531725 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.354576 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0514361 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.14128 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.28652 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.270162 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.147479 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.46435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.0125645 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.14008 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.506285 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.691839 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.504673 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.370933 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.122539 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0357469 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0579958 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.486508 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.353698 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.53501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.270754 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.560799 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.23906 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.131442 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.297779 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0577876 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.445947 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.57492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0604186 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.282287 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.834049 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.529497 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.023893 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.135777 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0582918 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.377796 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.57597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.0604187 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.282277 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.588541 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.223176 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0292685 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.398637 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.844265 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.38464 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.513529 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.860193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.684445 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.189548 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.309817 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0743705 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0648885 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0201803 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.384507 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.839994 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.793921 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.778488 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.513105 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.308669 # DEPENDENCYPART_GRANDPAR
