# _root_ Za současného stavu , kdy se léčebna potýká s obrovskými finančními potížemi , by ráda znovu obnovila svoji farmu .
#goldHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,17,17,0,19,17,0,
#predictedHeads=17,3,1,8,8,8,8,3,8,12,12,9,8,17,8,17,0,19,17,0,
(15,9),(9,12),0.810166 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.0367231 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.145532 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.502524 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-1.00402 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),8.53582e-05 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),0.292245 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.334984 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.397064 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.13947 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.170579 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.330543 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.152258 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.463367 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.416895 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0840224 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.308958 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.01089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.12263 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.577856 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.962688 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.115388 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.305865 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.489862 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.489266 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.430646 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.630244 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0481413 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.2187 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.172013 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.332292 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.105972 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.624382 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.16714 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.855199 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.810898 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.0574738 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.258679 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.262254 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.340351 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0182056 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.284186 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.48962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,19),-0.279838 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.136868 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.391164 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.091475 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.336547 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.0978375 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0529124 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.156149 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0905267 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.245072 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.204891 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.111001 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.0904118 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0966338 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.84622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.439123 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.776283 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.181145 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.302123 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.45292 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.174899 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.0738634 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.265209 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0307749 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0628488 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.166607 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.12621 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.282526 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0304752 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.207062 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.81478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.481682 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.909894 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.804622 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.386701 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.466467 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.483029 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.39748 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.165405 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.323857 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.165005 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.249284 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.506413 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.229253 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.393881 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.139537 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.219226 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.140335 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.104584 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.097262 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.391527 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.94912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,1),-0.315092 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.840875 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.754197 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.420985 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.463969 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.415884 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.279942 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.651846 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.533834 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.13372 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.143036 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-2.30593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,19),-0.261842 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.352054 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.818815 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.721623 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.465838 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.419204 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.101108 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.158312 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.479416 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),0.00404809 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.355438 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.95853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,1),-0.273582 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.537833 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.542042 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.238477 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.468291 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0073836 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.224585 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.177421 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.132872 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.097121 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.187746 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.39899 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.36125 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.790856 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.790072 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.233361 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.464858 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.199743 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.514393 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.406107 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.659568 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.623206 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.621725 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.175782 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.144709 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.0926798 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-2.04123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),0.193936 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.493314 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.243914 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.199166 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.192934 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.156572 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.158074 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0617407 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.260632 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-2.06975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),-0.0126526 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.483301 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.14802 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.293638 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.417206 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.383501 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.559049 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.243423 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.174721 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.95505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),0.295251 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.353432 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.148199 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.428243 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.418882 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.440437 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.95505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,1),-0.276421 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.539787 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.239145 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.468959 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.008049 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.256114 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.105293 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.308391 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.224917 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.187587 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0888523 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.140571 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.402668 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.183899 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.94909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),0.444082 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.315092 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.754197 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.393712 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.569303 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.466069 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.912471 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.417201 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.512113 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.47522 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.525159 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.143036 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.30593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.261842 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.834989 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.148444 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.417631 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.488526 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.267399 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.171224 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),0.295129 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.573812 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.348005 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.474728 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.338576 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.854815 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.063455 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.777742 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.180332 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.471008 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.565366 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.650599 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.559942 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-1.35105 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.130845 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-1.45434 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.710446 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.253293 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.14489 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-1.61796 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-2.52666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,8),-1.52034 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.813947 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.46242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,15),-2.15324 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.52345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,6),-0.800682 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.763176 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.913164 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.963742 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.357205 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.609568 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.87153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,10),-0.674692 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.579719 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.555482 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.01142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
