# _root_ zeptali jsme se JÁNA LANGOŠE , bývalého ministra vnitra ČSFR : Jaký je váš názor na policejní zákrok , k němuž došlo minulou středu na fotbalovém stadiónu Slovanu v Bratislavě ?
#goldHeads=0,1,1,5,6,1,8,6,8,8,13,13,1,15,13,15,18,16,22,22,20,18,24,22,22,27,25,27,27,29,0,
#predictedHeads=0,1,1,5,6,1,8,6,8,8,0,13,11,15,13,15,18,16,22,22,20,18,24,22,24,27,25,27,27,29,0,
(7,8),(8,4),-1.83465 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-2.2104 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.656091 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.21192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.130592 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.256665 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.20815 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.530631 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.666309 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.476352 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.926748 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.83434 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-2.21009 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.21759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),0.207148 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.20222 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.137947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.529171 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.486107 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.925706 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.49179 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.954771 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.87581 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-2.25156 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.46751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.200747 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.30354 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.118686 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.752206 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.943921 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-1.19103 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.47358 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.12599 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.399298 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.477606 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.784676 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.449914 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.960959 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-1.56469 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.618241 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.274779 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.590622 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.228505 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.762374 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.74498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-1.1626 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.868433 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-1.14144 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-1.37625 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-1.63743 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.56469 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.618241 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.274779 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.18524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.228505 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.762374 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.74498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.1626 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.868433 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.14144 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.63743 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-1.73486 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.785364 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.124123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.962015 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.987771 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.74474 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.41664 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.12247 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.972322 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.22312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-2.33453 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.43323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.107811 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.667619 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.431627 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.12465 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.858596 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.35697 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-2.0186 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-2.04436 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.269247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.0857709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.293271 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.171777 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.462371 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-1.0518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.946661 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-2.26382 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.859112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-2.01859 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-2.04435 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.269233 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.26519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.268587 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.27547 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.194857 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.438428 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.930475 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.922719 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-2.26583 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.31741 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-2.10064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-2.12639 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.221904 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.75485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.171891 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.161463 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.739657 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.883229 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-1.20542 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.696514 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-1.20075 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-2.30809 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.34355 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.766512 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.99938 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-2.02513 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.36836 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.166255 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.64706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.07228 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.226648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0754904 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.425335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.285055 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.338425 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.739098 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-1.49006 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.667947 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.173628 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.741228 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.89911 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-1.63763 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-1.00517 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.750821 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-1.9411 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-1.34852 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.704704 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-0.836199 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),-0.912208 # DEPENDENCYPART_GRANDPAR
(8,13),(13,31),-1.30578 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.461034 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.260779 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-1.0186 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.72043 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-1.25325 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.584126 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.922145 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.930072 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-1.87147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-1.03032 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-1.11244 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.388297 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-1.67222 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.604686 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.641681 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.9586 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-2.28249 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-1.31793 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.738189 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-1.95175 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-1.33042 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.60186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),-0.0271067 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.271916 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.107194 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.516074 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.223241 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.600678 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.762977 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-1.96746 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.929757 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.067852 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.772775 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-1.7869 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.99294 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.748771 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-2.09037 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-1.33685 # DEPENDENCYPART_GRANDPAR
(8,22),(22,28),-0.693043 # DEPENDENCYPART_GRANDPAR
(8,22),(22,29),-0.87657 # DEPENDENCYPART_GRANDPAR
(8,22),(22,30),-0.900547 # DEPENDENCYPART_GRANDPAR
(8,22),(22,31),-1.29487 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-1.64834 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.720158 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.611262 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.985864 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.206914 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.130389 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0568687 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.45677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.464022 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.892253 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.07629 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.25342 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-1.64834 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.720158 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.611262 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.42054 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.206914 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.130389 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0568687 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.45677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.464022 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.892253 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-1.25342 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.460079 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.07099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.406265 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.399576 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.42022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.802786 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.05768 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-2.36438 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.21299 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-2.27491 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-2.44613 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.14692 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.55112 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.01881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.202131 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.538864 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.171505 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.764654 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.521796 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-2.36699 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.43685 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-2.35837 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-2.52959 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.10027 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.63456 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.45718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.574649 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.48931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.738781 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-1.04962 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.627717 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.81599 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.63305 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-2.40925 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.46299 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.12106 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-2.25711 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-2.42833 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.34519 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.04462 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.53333 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.35917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.638216 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.133768 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.322536 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-1.16569 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.196034 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.431478 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-1.24652 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.514203 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.105925 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.382657 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.51558 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-1.28322 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.761318 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.380749 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-1.71104 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.953438 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.664203 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.381383 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-0.769951 # DEPENDENCYPART_GRANDPAR
(9,13),(13,31),-1.16227 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.236503 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-1.4407 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.474647 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.585994 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.738452 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-2.38366 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-1.43737 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-1.09274 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-2.20948 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-1.30726 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-1.48569 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-1.31444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.683048 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.16482 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),-0.232438 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.0257111 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.449168 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.462707 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-1.73339 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.766895 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.000472403 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.420482 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-1.43262 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.749223 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.378834 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-1.86044 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.941912 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.652677 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.42189 # DEPENDENCYPART_GRANDPAR
(9,22),(22,30),-0.758425 # DEPENDENCYPART_GRANDPAR
(9,22),(22,31),-1.15149 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.104252 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.233727 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.815768 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-1.2587 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0803616 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-1.44738 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.14781 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.576096 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-2.7749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.0958927 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-1.97406 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-1.10085 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-2.50693 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.997217 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.991399 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-2.82179 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-1.05305 # DEPENDENCYPART_GRANDPAR
(10,1),(1,29),-1.14747 # DEPENDENCYPART_GRANDPAR
(10,1),(1,31),-1.6916 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-1.98204 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.375314 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.382986 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.927106 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.176499 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-1.0835 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.217852 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.254567 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.84119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-1.59026 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-1.04772 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-1.62961 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-1.98204 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.375314 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.382986 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-1.08331 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.176499 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-1.0835 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.217852 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.254567 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.84119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-1.59026 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-1.62961 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.233838 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-1.00869 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.362582 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.126533 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.555469 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.050457 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.02919 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.329165 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.934837 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.37777 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.465621 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-1.05733 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.250734 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.84233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.0979147 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.59139 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-2.04212 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.04824 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.63046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-1.12436 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.56729 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-1.13175 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.8412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0974286 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.03207 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.59028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.04773 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.62962 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-2.70352 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.09483 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-2.03578 # DEPENDENCYPART_GRANDPAR
