# _root_ Ať už podnět ke změnám přišel zvenčí nebo ne , určitě vzbuzuje naději , že povede ke zchlazení výbušné atmosféry v zemi .
#goldHeads=8,1,6,3,4,1,6,10,8,0,12,10,12,15,13,15,16,17,20,18,20,21,0,
#predictedHeads=6,3,6,3,4,0,8,6,8,12,12,8,12,15,13,15,16,17,20,18,20,21,0,
(10,3),(3,2),-0.151093 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.170984 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0302398 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0543513 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0341368 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.126894 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.264527 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.628317 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.836823 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.12749 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.046773 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.106318 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.113145 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0154161 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.151103 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.102825 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.252499 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0543586 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.034135 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.0887562 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0697171 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.137507 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.149203 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0198072 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0472463 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0382123 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0548003 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.02319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.157307 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.629102 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.869661 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.797647 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.863568 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.946868 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.42538 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.27542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.133401 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.217257 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.463433 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.296623 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.00235863 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0709933 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.6546 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0807493 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0142705 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.152233 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.262622 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0389884 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.205913 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0410966 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.230729 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.9336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.00891499 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.559665 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.742509 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.708055 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.606625 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.87743 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.974723 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.2614 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.14067 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.29846 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.02959 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0730109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0648552 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.00917974 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.94023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0437907 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.429252 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.714687 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.747017 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.574687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.878381 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.736394 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.481038 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.578406 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.35576 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.46256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.00117586 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.137963 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.347096 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.236398 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.324906 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.712008 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.665086 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.858819 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.06884 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.974376 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.918978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.577036 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.835979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.506364 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.38319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.467389 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.169924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.264318 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0209162 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.1871 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.253384 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.362534 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.353096 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.399779 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.242149 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.414338 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.440562 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.241393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0342463 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.214875 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.322543 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.429181 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.409223 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.875109 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.394958 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.38792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.226348 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0782251 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.266442 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.238583 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.269771 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.433393 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.869464 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.24109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.35688 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.139245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.157792 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0155479 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.00762623 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.403539 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.622331 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.419644 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.660789 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.419305 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.533062 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.71222 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.37968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.455669 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.211948 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0873821 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.154139 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0148982 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.258862 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.377788 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.362663 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.415033 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.248697 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.389006 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.57238 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.199105 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.431266 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.700021 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.429344 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.669455 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.329435 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.366144 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.450673 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.616588 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0140061 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.29264 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.00710144 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.164316 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.21281 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0287415 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.15588 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.0290543 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.158923 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.262359 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0257922 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.343119 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.16085 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.220725 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0383827 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.187216 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.90813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.244227 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.539543 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.727478 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.53406 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.751952 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.981125 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.764022 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0256187 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.147231 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0978001 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.276195 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.229777 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.160428 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.611809 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.0217831 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0300554 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.11746 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.00399922 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.19379 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.291637 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.126549 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0998382 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.150347 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.86369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.348152 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.675685 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.755255 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.53 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.855876 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.944501 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.07771 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.15612 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.11751 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.787495 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.417669 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0757256 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.169496 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.160392 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.97073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.26824 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.811232 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.775964 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.184902 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.360048 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.562155 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.25683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.641947 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.613527 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.1591 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0165806 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0331187 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.00134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.426383 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.968507 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.942181 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.685739 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.934107 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.27831 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.925257 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.403275 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.479779 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.707145 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.423243 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.78592 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.72405 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.315623 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.23285 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.222047 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.315151 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.4127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.085451 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.343004 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.161904 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.391724 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.500531 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.488603 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.662887 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.528944 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.332331 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.176975 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.64407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.458377 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.134817 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.304239 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.513944 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.607125 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.585687 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.906712 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.318376 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.53038 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.68667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0755599 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.305979 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.354477 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.642509 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.693266 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.852822 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.383885 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.66372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0588117 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.373196 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.197202 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.278828 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.56796 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.622392 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.625587 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.663766 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.387803 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.500431 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.403487 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.315161 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.40931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.21579 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0861611 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.25221 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.13027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.495726 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.489884 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.662903 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.530225 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.328599 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.833066 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.487634 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0605776 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.0549303 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.168151 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.583225 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.136144 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0395305 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.134505 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.188017 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.0155722 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.127548 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0867944 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.713443 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.098093 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.240706 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.186821 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-2.12144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,15),-0.230236 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.250201 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0611078 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.140842 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.233208 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.184926 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.0124807 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.157148 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0257569 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.712571 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0972281 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.132684 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.00378043 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0974373 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.0259548 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.462598 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0105593 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.207577 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0784767 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.61636 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.105286 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.21525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.122195 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.531916 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.249794 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.985146 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-1.29133 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.995748 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.193768 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.137538 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0426316 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0961093 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.255204 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.294111 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),0.268243 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.169006 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.183921 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.200231 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.0907936 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.160481 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0758748 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.160278 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.104667 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.390073 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.144559 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.57392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.20815 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.844148 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.418963 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.34381 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.775986 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-1.47531 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-2.21547 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-1.62198 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-1.12313 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.12268 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.1204 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0189812 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.495411 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.220614 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.20214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.613134 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.972038 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.0638412 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0791533 # DEPENDENCYPART_GRANDPAR
