# _root_ Předseda Halík považuje Wintrovo jednání za jistou odplatu Spartě z doby , kdy byl požádán , aby projednal odstupné za sparťanského hráče Františka Kučeru v Chicagu .
#goldHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,19,22,24,24,20,24,25,0,
#predictedHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,18,22,24,24,20,24,25,0,
(9,17),(17,12),0.388772 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.292373 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-1.1053 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.27623 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-1.36406 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-1.51969 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.847214 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-1.8149 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-1.80791 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-2.22328 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-1.95937 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.673637 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-2.47356 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-3.31294 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.92005 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-1.82037 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.887901 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.895704 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.816301 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.180517 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.176498 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-1.14395 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.703947 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-1.9124 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.4034 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-1.83872 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-1.57464 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.546321 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-1.0761 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-1.59397 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-1.65776 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.688708 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.39645 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.926645 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-1.34586 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.34722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.17625 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.234758 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.0372325 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.223262 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.254312 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.441336 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.704466 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.77934 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-2.02203 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-2.03221 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.0258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.194767 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.155837 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.403994 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.398796 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.00562891 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.125031 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0513847 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-2.70394 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-2.78077 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.2634 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.73621 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-2.50471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.92334 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.97598 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-2.46888 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-2.47907 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.34674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.99501 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0212593 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0484386 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0451007 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.128727 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.258443 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.495263 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.09312 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-2.00808 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.07952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),1.17885 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.60509 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0263682 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.154203 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.226668 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.316437 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-1.05877 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.26617 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.603672 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.515243 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.759946 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.23029 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.9891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),0.570563 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.357833 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.393034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.152562 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-1.4015 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-2.14688 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.26617 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.03201 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.515243 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.638172 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.23029 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.9891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0326765 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.570441 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.357833 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.393034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.157434 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.677457 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.84976 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.20265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0877552 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.301983 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-2.51903 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-3.27671 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.88329 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-2.25793 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-2.16044 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.19115 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.50995 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.76859 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-2.47381 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.15683 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.829792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.718059 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.121517 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.148594 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.115416 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.237438 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.135829 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.74333 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.41288 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.05146 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.03654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.788081 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0429815 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.151035 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.025111 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-2.2313 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-2.98922 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.81548 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.87206 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.16998 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.48108 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-2.1864 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.12683 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.86141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),1.21128 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),1.36687 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.285148 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.315341 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.261762 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.000724743 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.464168 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.232381 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-2.19616 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-2.95408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.81585 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.83693 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.16384 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.41795 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.44595 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-2.15126 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.12073 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.863528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),1.22547 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),1.47708 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.626143 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.320019 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.256991 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0230771 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.415497 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.184962 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.376352 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.907763 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.76374 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.247276 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.88329 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.640083 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.135829 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.75354 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.351372 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.21736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),1.21329 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.90508 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.445453 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.380999 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.142496 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.752938 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.298309 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.626068 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.74256 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-1.25403 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-1.11017 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.344273 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-2.19616 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-2.95408 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.81585 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.83693 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),1.47692 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.626143 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.475166 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.391976 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.346011 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.41593 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.184992 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.749411 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.376785 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.908197 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.764173 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.247305 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.920331 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.253318 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.30426 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.213781 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.00252291 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.181965 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.186293 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.13255 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.162911 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.317116 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.303417 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.225848 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.00362704 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.178706 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.306552 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.264323 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0274282 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.0993674 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.266695 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.166393 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.0920964 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.177561 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.280093 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-2.18449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.65528 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.704891 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.855243 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.961691 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.921351 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-1.09166 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-1.41459 # DEPENDENCYPART_GRANDPAR
(12,3),(3,25),-1.39521 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.544302 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.532117 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.316092 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.294783 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.415557 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.247645 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.19188 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.221681 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.166473 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0951366 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.171174 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.70263 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.854506 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0790667 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.330745 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.19758 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.132474 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.2663 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.10429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,6),-0.412806 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.108637 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.247485 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.300852 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.215444 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.059578 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.159603 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.222272 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.604281 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.70224 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.854116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.865802 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.317627 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.296319 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.247485 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0240302 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.215444 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.175159 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.159604 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.222272 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.31341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.604403 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.70224 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.854116 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.870674 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.09053 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.24348 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.322985 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.09822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.503054 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.227677 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.1921 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.120788 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.220812 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.31341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.604282 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.70224 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.854117 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.09062 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.864375 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.09053 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.974395 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.922828 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.915552 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.01964 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.65432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,16),-0.537621 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.276071 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.477299 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.30241 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.29901 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.15963 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.0503 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.16103 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.17828 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.10694 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.14131 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.27562 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.35654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0994115 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0718807 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.38442 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0374668 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.308295 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.634843 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.493453 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.26094 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.25755 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.15631 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.00883 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.15102 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.05152 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.13681 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.06547 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.13135 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.23415 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.53881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0387211 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.236205 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.425774 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.00869091 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.33623 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.585249 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.455243 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.510467 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.78377 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.72728 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.354502 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.10659 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.146737 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.405319 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.85969 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.728374 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.07892 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.26104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.10022 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.121189 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0382425 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.278345 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.763113 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.644134 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.7116 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.732498 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.973924 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.917543 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.51569 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.26094 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.25755 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.15631 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.00883 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.0384201 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.236068 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.00299461 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.317366 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0255582 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.585983 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.45542 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.631284 # DEPENDENCYPART_GRANDPAR
