# _root_ Namísto prezidenta Borise Jelcina , jehož účast na slavnostním uvítání vojáků se původně očekávala , z tribuny k vojákům promluvil ruský premiér Viktor Černomyrdin .
#goldHeads=20,4,4,1,14,7,14,7,10,8,10,14,14,4,14,20,16,20,18,0,22,24,24,20,0,
#predictedHeads=14,4,4,1,14,7,14,7,10,8,10,14,14,15,0,20,16,17,18,15,22,24,24,20,0,
(7,11),(11,13),-0.210238 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.312872 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.264553 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0512132 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.57886 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.301238 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.419616 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0449247 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.197333 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.388492 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.1591 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.80081 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-2.36131 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-2.53973 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.67312 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.15638 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.17739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.258356 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-1.11047 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.273075 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.186079 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.313627 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.074315 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.149191 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0485463 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.00510815 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.302738 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.474431 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.633251 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-1.00622 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.639828 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.840719 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.550034 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.21085 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-2.12328 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-2.68384 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-2.86227 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.78063 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.15159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.47164 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.74057 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.248859 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.19481 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.442782 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.198597 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.00128457 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.148963 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.374421 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.412498 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.803344 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.98038 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-1.0005 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-1.20705 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.916758 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-1.03859 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.295313 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0396597 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.506858 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-1.05909 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.678071 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.2944 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.340547 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.208931 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.415364 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.964551 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.586577 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.783776 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.490502 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.509769 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.45916 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.46912 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.45943 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-1.2475 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.65693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.160367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.200322 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.373659 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.709181 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.762042 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.670954 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.288035 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.65182 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-1.60512 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-1.59352 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.801499 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.96982 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.3072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.364603 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.642841 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.25027 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.0697357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.449533 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.566597 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.615232 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.313398 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.355181 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.706697 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.40864 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.03086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.915444 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.436435 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0059697 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.183727 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.234154 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.0826273 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.221953 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-2.43994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-2.42107 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-2.40928 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.40865 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-2.08371 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.916637 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),1.91508 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.361038 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.00590018 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.184127 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.153821 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.225781 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-1.57482 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.08827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),1.55757 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.329769 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.183018 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-1.38497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.9139 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.75461 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-2.10527 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.50906 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-2.06754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.52907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0321311 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.304965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.582223 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.983048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.372045 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.465015 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.912038 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.851867 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-1.49296 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-1.46481 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-1.00193 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-1.55358 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.31009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.25018 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.07817 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-1.0981 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.215905 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.74894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.689029 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.510405 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.435063 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-2.09439 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-2.71209 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-2.68244 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.0538 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-2.59183 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.789617 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.05942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.32215 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0632575 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.209325 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.271154 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.121879 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.355657 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.38479 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.55184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.518372 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.21141 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.174565 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.27958 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-2.02706 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-2.64495 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-2.61526 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.76257 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.971543 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-2.52641 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.42304 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.72592 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.39334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.671482 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.172175 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0842931 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.138878 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.029358 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.211847 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.100846 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.528776 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.636619 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-1.36548 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-1.08317 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-1.1573 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.924553 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.299966 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.118415 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.620084 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-1.45473 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.18029 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.299081 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.417871 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0434794 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.52859 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-1.36019 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-1.0888 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-1.15923 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.923902 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.27977 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-2.02706 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-2.64495 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-2.61526 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-1.76257 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.971543 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-2.52641 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-1.42323 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-1.39419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.67063 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.172212 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0838435 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0728985 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.16277 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.250197 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0886073 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.219651 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.818906 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-1.36547 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-1.08321 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-1.15734 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.924592 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.991182 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.589118 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.459625 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.624376 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.391538 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.445937 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.100583 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-1.11471 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-1.08709 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-1.63704 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.587304 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.768238 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.645568 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.395792 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.467129 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.106257 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-1.11348 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.50529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,14),-1.08599 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-1.63594 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.589562 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.768484 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-1.08207 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.389031 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.454552 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0995011 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-1.10354 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.168638 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.602105 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-1.086 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.63596 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.912791 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.290514 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.28353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,1),-0.569253 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.785223 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-1.09841 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-1.2661 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.740317 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.195149 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0854729 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-1.11127 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.15832 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.50531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.602103 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.086 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.26473 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.12854 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.38869 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.46841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.586623 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.191971 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.615964 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-1.20233 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.50529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.602102 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.08599 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.12778 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.38793 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.63594 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.04148 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.22016 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.51922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,15),-0.404298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.521878 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.14342 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.54499 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.8905 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-2.05979 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.50031 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.656415 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.88178 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.08019 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-2.09773 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.2539 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.3681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0307719 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.288893 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0410973 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.376125 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.131227 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.713602 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-1.13533 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.930049 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-1.22473 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.924738 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-1.23617 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-1.12068 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.19481 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.86733 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-2.21291 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-2.3822 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.6077 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-2.20246 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.16066 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-2.18952 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.57631 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.36819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.168277 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.419414 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0606431 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.583463 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.506048 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.834911 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-1.10492 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-1.20471 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-1.29092 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-1.608 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-1.49291 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-1.15969 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.512155 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.193287 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-1.19526 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-1.3014 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.99049 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.399586 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.122242 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.289832 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.883782 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-1.70691 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.919512 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-1.27778 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-1.49998 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-1.80553 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-1.69084 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.331296 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0938873 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.103473 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0892945 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.134695 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.0059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,1),-0.255104 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0286633 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.00220322 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.171499 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.293489 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.89869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.463415 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.642769 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.85225 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.827118 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.696959 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.710645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.603429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.027398 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.35382 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.17226 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.199452 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.00516138 # DEPENDENCYPART_GRANDPAR
