# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(7,13),(13,12),-0.216504 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.429626 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.495609 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.155513 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.0644824 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.642649 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.805347 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.427257 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.536364 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0101008 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.00180544 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.127917 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.135388 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.2985 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0902621 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.373699 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0820052 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.160621 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.00780599 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.251156 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.339062 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.242806 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.0576201 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.255962 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.062168 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.236165 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.00774872 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.337208 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.176681 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.331947 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.530619 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.0769826 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.117131 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),0.00947962 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.024804 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),0.0137141 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.591851 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),0.132633 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.191742 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.043836 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.257254 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0621709 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.236168 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.00774698 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.337246 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.175389 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.262712 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.468499 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.138313 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.674358 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.117993 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),0.00802293 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.0361025 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),0.0100343 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-0.773669 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.675526 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.936754 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.000624232 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.124179 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.0472991 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.0894687 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),0.114032 # DEPENDENCYPART_GRANDPAR
(7,27),(27,1),-0.952418 # DEPENDENCYPART_GRANDPAR
(7,27),(27,2),-0.762051 # DEPENDENCYPART_GRANDPAR
(7,27),(27,3),-0.653903 # DEPENDENCYPART_GRANDPAR
(7,27),(27,5),-0.922356 # DEPENDENCYPART_GRANDPAR
(7,27),(27,6),-0.75046 # DEPENDENCYPART_GRANDPAR
(7,27),(27,7),-0.701501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,27),(27,8),0.713672 # DEPENDENCYPART_GRANDPAR
(7,27),(27,10),0.217172 # DEPENDENCYPART_GRANDPAR
(7,27),(27,11),0.0991678 # DEPENDENCYPART_GRANDPAR
(7,27),(27,12),-0.230946 # DEPENDENCYPART_GRANDPAR
(7,27),(27,13),-0.0424018 # DEPENDENCYPART_GRANDPAR
(7,27),(27,14),-0.212142 # DEPENDENCYPART_GRANDPAR
(7,27),(27,15),-0.243858 # DEPENDENCYPART_GRANDPAR
(7,27),(27,16),0.165721 # DEPENDENCYPART_GRANDPAR
(7,27),(27,17),-0.0623194 # DEPENDENCYPART_GRANDPAR
(7,27),(27,18),-0.52628 # DEPENDENCYPART_GRANDPAR
(7,27),(27,19),0.202772 # DEPENDENCYPART_GRANDPAR
(7,27),(27,20),0.165323 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),-0.459224 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),-0.288276 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),0.113739 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),0.22706 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),0.173454 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.312031 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),0.049499 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-1.19797 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-1.49069 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-4.82228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),-1.31856 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.14396 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-1.47629 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-1.14629 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.11792 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.80054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-5.00872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-2.07605 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.98698 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.98709 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.00686 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.1464 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.54461 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-2.78082 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-2.46412 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.49382 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-3.06357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.46761 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.60408 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.01143 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-2.38554 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-2.32201 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-3.00665 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.38295 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-3.66425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.8874 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.448712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.704377 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.875025 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.570568 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-1.47138 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-2.0429 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.74733 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-2.38584 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.65863 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-2.29161 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.97625 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.44182 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-3.68604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-1.25208 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.531618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.60061 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.549039 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.71365 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-1.59153 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.845625 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.661939 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-2.13384 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-1.44701 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0604796 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.760243 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.319648 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.62321 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.391741 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.416104 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.341273 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.628015 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.565816 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-1.47138 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),-0.872568 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.54402 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.566853 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.395176 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.661672 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-1.57734 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.81486 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-2.15287 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-2.00216 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.887615 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.797404 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.473162 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.610242 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-2.13846 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-1.38493 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.554147 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.888969 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),-0.871418 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.544152 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.566985 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.395306 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.661839 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-1.57619 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.793762 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-2.13388 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.473393 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.52229 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.88776 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.798206 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.483744 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.613208 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.825429 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.533886 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-0.674276 # DEPENDENCYPART_GRANDPAR
(8,27),(27,1),-2.0429 # DEPENDENCYPART_GRANDPAR
(8,27),(27,2),-1.74733 # DEPENDENCYPART_GRANDPAR
(8,27),(27,3),-2.38584 # DEPENDENCYPART_GRANDPAR
(8,27),(27,5),-2.29161 # DEPENDENCYPART_GRANDPAR
(8,27),(27,6),-2.97625 # DEPENDENCYPART_GRANDPAR
(8,27),(27,7),-1.44182 # DEPENDENCYPART_GRANDPAR
(8,27),(27,8),-3.68369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,27),(27,10),-0.853551 # DEPENDENCYPART_GRANDPAR
(8,27),(27,11),-0.479488 # DEPENDENCYPART_GRANDPAR
(8,27),(27,12),-0.564432 # DEPENDENCYPART_GRANDPAR
(8,27),(27,13),-0.614853 # DEPENDENCYPART_GRANDPAR
(8,27),(27,14),-0.670766 # DEPENDENCYPART_GRANDPAR
(8,27),(27,15),-1.95688 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),-1.13984 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),-0.768801 # DEPENDENCYPART_GRANDPAR
(8,27),(27,18),-2.5002 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),-1.7341 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),-0.0340591 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),0.179802 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),-1.13759 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),-0.710424 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.534007 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.40341 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-1.09734 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-1.57147 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.286673 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.010244 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0126662 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.632404 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.388455 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.129319 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.16533 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.68756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.753291 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.433617 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.432501 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-1.03341 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-1.06224 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.545857 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-1.38584 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.745711 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-0.816882 # DEPENDENCYPART_GRANDPAR
(9,1),(1,25),-0.681536 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-1.35481 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.6144 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0634727 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.809483 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0715777 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.933034 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.455051 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.456239 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.245323 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.146593 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.3269 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0765324 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.91954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.886509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.8477 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.638468 # DEPENDENCYPART_GRANDPAR
(9,5),(5,27),-1.15751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.245323 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.659552 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.076568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.06925 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.408462 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.434058 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.288029 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.513572 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.26791 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.197099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.91838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.999385 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.534852 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.496292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.5766 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.28825 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.84654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.32648 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.678103 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.65096 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.985405 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.27039 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.414748 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0739961 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.91954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.886509 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.8477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.29378 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.638251 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.61825 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-1.02522 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-1.15751 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.49956 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.637617 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.814657 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.526114 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.21564 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.971695 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.368487 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.74857 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.30299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.154865 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.136911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.084161 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.876877 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-1.2003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.437028 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.149746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.902233 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.766875 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.220526 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.457782 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.352359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.624676 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.36136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.113606 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0300948 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.54792 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.556276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.995977 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.772851 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.32892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),-0.0960721 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0267331 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0164321 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-1.15707 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.554553 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.121767 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.879025 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.0728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),-0.0566502 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.00152644 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.00143566 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.702049 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-1.00096 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.125285 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.788645 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.825082 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.500929 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.579129 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.328508 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.580468 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.738481 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.591481 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.335567 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.468021 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.07166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),-0.0567842 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.00139224 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.00156856 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.702219 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.999817 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.227061 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.701348 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.391758 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.655623 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.50095 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.579761 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.338966 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.583307 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.393756 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.168173 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.266814 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.252943 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.358675 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0465679 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.101983 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.441145 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-2.0544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,12),-0.140369 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.359283 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.238212 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.0153538 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.63969 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.0636333 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.634798 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-0.598829 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-0.348507 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.840234 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.504492 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.300224 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.165471 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.13542 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.31947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,1),-0.0029304 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0224563 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.427516 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.53326 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.00401302 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.43832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,20),-0.988348 # DEPENDENCYPART_GRANDPAR
(10,4),(4,27),-0.895279 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.218404 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.117388 # DEPENDENCYPART_GRANDPAR
