# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,8,2,3,3,5,6,22,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(5,8),(8,9),-0.513508 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.406443 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.389364 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.6038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.285772 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.8651 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.25635 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.8776 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.969051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.914932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.000987954 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.420366 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.366723 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.429801 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-2.41668 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-2.69202 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.51188 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-2.13313 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.10313 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.23559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.08314 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.604391 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.237945 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-2.09404 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-2.61871 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.18936 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.81048 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.02218 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.2486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.06919 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.43399 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.316722 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.377308 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0299209 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.00116334 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.404629 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.209057 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.63502 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.828895 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.411646 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.185427 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.670707 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.290421 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.259464 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.660282 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-1.06758 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.656971 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.395355 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.579793 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0533535 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.125989 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.425087 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.036723 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.507492 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.386722 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),1.41087 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.352487 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.280856 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.345744 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.261454 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.96615 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.197167 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.626332 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.874083 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.390882 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.244694 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.651575 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.086331 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.321699 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.270628 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.857207 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.375626 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-2.09404 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-2.61871 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-1.18936 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.81048 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.02218 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.2486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),1.06919 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.279651 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.674921 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.734884 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.32952 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0647979 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.714141 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.235284 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.828895 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.411646 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.185427 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.670707 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.290421 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.259464 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.660282 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-1.36225 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-1.06758 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.656971 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-1.02879 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-2.3476 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-2.8746 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-1.44279 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-2.06405 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-1.13447 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-1.4172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),0.89814 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),0.201241 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.239424 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.541122 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.486145 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.00506584 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.905503 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),0.00253544 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.441876 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.998308 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.892357 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.235506 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-1.14608 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.778937 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.648392 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-1.0342 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-1.25667 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.845264 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-1.17435 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.48224 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-1.51997 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.045407 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.197243 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0506403 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.38448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-1.61056 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.99535 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-2.07424 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.05955 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.74196 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.850892 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.49372 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-1.52573 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.690548 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.199646 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0504643 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.38448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-1.61056 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.99535 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.055547 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.141318 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.60172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.491917 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.7101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.38453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.421154 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.61062 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.9954 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-2.07429 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-2.1867 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.05982 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.74202 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.851025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-2.60589 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-2.33122 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.80013 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.68417 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.24778 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.77881 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.23194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-1.07684 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0907985 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-2.28325 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-2.25791 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.4776 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.36151 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.16682 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.45617 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.24588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.807969 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.989581 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-1.06409 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.751728 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.4106 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.607223 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.356491 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-1.03614 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-1.39974 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-1.3169 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.680789 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-1.3611 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-1.4611 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.21606 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.868792 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-1.71768 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-1.60388 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.769723 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-1.27587 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.784598 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.295213 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.637118 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.101399 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.917911 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-1.05942 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.18716 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.151042 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.00709531 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.119214 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0133177 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.15073 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.00985701 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.0567585 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.00304724 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0863979 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.00203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.617719 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-1.02098 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-1.03105 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.24655 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.791561 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.28229 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.27618 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.59608 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.980335 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-1.5591 # DEPENDENCYPART_GRANDPAR
(8,2),(2,26),-1.64034 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0980359 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0686653 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.00827175 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.124841 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.00599242 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0851665 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.617429 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.0434 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-1.17655 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.947296 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.978906 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.00615 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.100591 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0686718 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.107906 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.12262 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.00563687 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0855221 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.617429 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.0434 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.131274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0100991 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0812825 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.92997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,5),0.0180815 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0802967 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.13218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.617434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.0434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.17655 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.06949 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.94752 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.978911 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.00619 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.111169 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0347971 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0181238 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0476661 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.13218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.617429 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.0434 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.17655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.06068 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.664772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.853454 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.996917 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.877558 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.00855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.920376 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.35758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0302493 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.15301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.00577884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.118737 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.234045 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.256867 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.224605 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.633211 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.218978 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.23884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.506449 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.571974 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.0635957 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.197498 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.534973 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.617019 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.18156 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.620893 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.974218 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.11781 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.12944 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.36729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.08995 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.583566 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.418002 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.430978 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.639518 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.293694 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.821879 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.529385 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.793288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.267416 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.84733 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.37713 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.267798 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.297792 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.146467 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.053227 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.159368 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0389906 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0380301 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.709635 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.704353 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.01064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,12),0.145103 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.120655 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.613887 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.627123 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.728513 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.600187 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-1.03963 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.221664 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),-1.06641 # DEPENDENCYPART_GRANDPAR
(9,2),(2,26),-1.17204 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0928112 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.506542 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.27054 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.30912 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.388373 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.279257 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.91619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.0731785 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.442288 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),0.0806787 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.826952 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.251521 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0966716 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.512722 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.24485 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.303551 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.387614 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.280017 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.9186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.0755902 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.201398 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.42211 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.245819 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.466871 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.19268 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.299902 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.426015 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.91873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.0757141 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.444824 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.397323 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),0.0776966 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.82949 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.254097 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.248548 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.134665 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.187972 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.25455 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.437171 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.9186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.0755902 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.4447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.107146 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.289668 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0411539 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0727483 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0911102 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0470298 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.622598 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.27544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,15),-0.859354 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.112459 # DEPENDENCYPART_GRANDPAR
