# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=15,3,1,5,10,7,5,9,7,3,10,13,11,3,0,15,18,19,15,19,16,23,21,23,0,
(7,19),(19,13),-0.480184 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.30283 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.233492 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.250384 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.786951 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.77914 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.740034 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.191928 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.849987 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.151658 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.882888 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.904959 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.798073 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.379306 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.202413 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-2.12955 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.33633 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.3295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.94277 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.575914 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.00172 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.05562 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.17668 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.26754 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.784009 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-2.91791 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-2.063 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.27057 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.47604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,1),-1.2048 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.976987 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.553068 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-2.95127 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.900865 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.06179 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.30327 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.81242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.179005 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.438277 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.274559 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.227343 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.298721 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.778219 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.354524 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.487275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.544893 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.603805 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.646989 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.516458 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-2.06459 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.46278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,11),-0.227425 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.19016 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.337665 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.739326 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.501725 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.536597 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.690629 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.290694 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.723609 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.882348 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.944897 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.353121 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.224415 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.512589 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.469004 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.607541 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.564159 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.217888 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.453273 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.550839 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0838071 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.615783 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.46453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.607539 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.577797 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.217886 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-1.71852 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.603613 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.620177 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.46365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.711005 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.38635 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-2.11923 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.9181 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-2.36374 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.3241 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.759013 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.14824 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.4271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.628457 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.88159 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.971651 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.334383 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.302471 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.271127 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0369985 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.41442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,1),-0.110733 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.187921 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.518133 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.451097 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0246472 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.547041 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.4489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.396323 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.509451 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.907746 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.710318 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.770584 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.112883 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.367905 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.315136 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0206978 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0999139 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.256657 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0203593 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.419471 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0475869 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.40737 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.126103 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.157284 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.177099 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.160595 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0568535 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.284628 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.61347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.57442 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.842331 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.861812 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.666995 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-1.16782 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.46141 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.874889 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.935155 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.113335 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.381997 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.315588 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.192673 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.211798 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.010679 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.401676 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.57201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.348951 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.853126 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.794795 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.225 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.833429 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.348279 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0296928 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.170304 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.42512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.617195 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.06069 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.190249 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.230007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0301538 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0874186 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.759542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.19981 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.978282 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.00213 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.882069 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.813966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0122134 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.168158 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.289609 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.133039 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.224059 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.364435 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.444739 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.101315 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.53684 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.65027 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.691268 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.161581 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.409502 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.686959 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.13477 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.01492 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.471321 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.240999 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.251937 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.344896 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.418603 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.255804 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.429995 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.199224 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.808895 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.867875 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.841304 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.04559 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.921354 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.949367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.983801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.256785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.372688 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.042763 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.318009 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.434861 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.574185 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.304232 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.364498 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.70616 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.87432 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.19127 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.979205 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.980168 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.969735 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.860311 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.873522 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.842864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.416566 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.157339 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.269013 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.25708 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.275288 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.256204 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.425698 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0582925 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.517698 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.647825 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.672127 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.118559 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.390361 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.546682 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0270586 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.555463 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.611982 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.295413 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.706868 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.780684 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.861296 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.579531 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0105508 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0619916 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.152177 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.459219 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.553319 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.687291 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.168782 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.403439 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.212317 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.559674 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.714103 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.831731 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.706064 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.275927 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.424298 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.336585 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.705106 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.424298 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-0.478397 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-0.616717 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-0.676326 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.925231 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-0.775871 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.703087 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.606868 # DEPENDENCYPART_GRANDPAR
(10,23),(23,11),0.420883 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.0774265 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),0.137469 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.134687 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.202789 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.384412 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.453789 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.489662 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.24341 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.568904 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.783093 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.723333 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.40041 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.484285 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.12396 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.648114 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.803429 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.549737 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.335764 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.874951 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.987828 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.785886 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.33543 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.579595 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.123712 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.988084 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.553401 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.88339 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-1.01536 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.794324 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.639577 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.680905 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.979645 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.558318 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.147501 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.85997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.235916 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),0.533387 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.897882 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.235899 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.890908 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.430775 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.937684 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.399001 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.385759 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.145911 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.63672 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.684146 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.261207 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.10139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.840913 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-1.00038 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.914199 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.62609 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-1.02028 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.660314 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.248231 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-1.07848 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.668701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.43721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.643262 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.156257 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.06138 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.09126 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.741287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.30523 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.12334 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.34562 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.55073 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.522228 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.114796 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.31223 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.73592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.795258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.518645 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0632679 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.205842 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.225224 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.236933 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0469394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.217604 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.78351 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.52 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.7737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.33215 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.99579 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.76552 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.07713 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.42029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0318075 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.675698 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.678856 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.329236 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.551571 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.0200307 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.0188484 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.11426 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.46869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.48534 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.67412 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.36703 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.11259 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.79071 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.54598 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.998685 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.29629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.119616 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.620025 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.411406 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.235672 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.430125 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.353088 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0857442 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.561178 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.105747 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.766292 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),0.046865 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.555346 # DEPENDENCYPART_GRANDPAR
