# _root_ Doposud jsme byli zvyklí na to , že školy organizovaly nejrůznější soutěže , zájezdy nebo přehlídky a peníze na ně byly vždy nějakým způsobem zajištěny .
#goldHeads=3,3,0,3,4,5,8,6,10,17,15,15,15,15,10,15,8,25,18,19,25,25,24,25,17,0,
#predictedHeads=3,3,0,3,4,5,8,6,10,8,12,10,15,15,10,15,15,17,25,19,25,25,24,25,17,0,
(8,21),(21,23),-0.411804 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.673397 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),0.0196473 # DEPENDENCYPART_GRANDPAR
(8,25),(25,2),-0.901752 # DEPENDENCYPART_GRANDPAR
(8,25),(25,3),-0.877247 # DEPENDENCYPART_GRANDPAR
(8,25),(25,5),-1.0453 # DEPENDENCYPART_GRANDPAR
(8,25),(25,9),0.416152 # DEPENDENCYPART_GRANDPAR
(8,25),(25,10),0.603462 # DEPENDENCYPART_GRANDPAR
(8,25),(25,12),0.068099 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),-0.304902 # DEPENDENCYPART_GRANDPAR
(8,25),(25,14),-0.41236 # DEPENDENCYPART_GRANDPAR
(8,25),(25,15),-0.00626229 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),-0.516435 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),0.120932 # DEPENDENCYPART_GRANDPAR
(8,25),(25,18),0.093407 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.561406 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-0.194187 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.259471 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.534567 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.648186 # DEPENDENCYPART_GRANDPAR
(8,25),(25,26),-0.552617 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.915304 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.689852 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.22083 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-1.04764 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.540828 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.33245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.650658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.26018 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.471446 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.36649 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.43769 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-2.42303 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.99883 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.48747 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.56651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.87197 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.22436 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.42312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.381309 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.177626 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0991644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.567662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0917069 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.821534 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.01443 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.948145 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.238131 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.409559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.404664 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.897966 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.33963 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.231815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.610521 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.05522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.355625 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.313607 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-1.12096 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0906927 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-1.37818 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0359808 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.402133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.320742 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.361456 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.119001 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0636355 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-1.39043 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-1.50971 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.475262 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.344906 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.269347 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.634302 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.179351 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.481781 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.583425 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.852529 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.139877 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.879163 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.297473 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.303887 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.771583 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.816369 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0736479 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.794692 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0651257 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.247317 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.1726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),0.105382 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),0.222458 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.441933 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.233388 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.232675 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.319524 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.541487 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.466748 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0816225 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.813068 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.356342 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.291012 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.332582 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.395689 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.178469 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.288689 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.928057 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.411555 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.662893 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.750332 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.238778 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.17239 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.669714 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.04903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,15),-0.133224 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.171808 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-1.11338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.692953 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.05093 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.42918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,5),-0.0696562 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.131452 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.261509 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.54829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.21937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.789378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.429059 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.477057 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.62766 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-1.49162 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.818574 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.07252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.0835093 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.47954 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.0757953 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.688637 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.267801 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.386114 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.792052 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.102084 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.450001 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.176332 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.225836 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.180442 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.419263 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.268826 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.785743 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.49262 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.41329 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.460657 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.998818 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.0637 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.318857 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.63402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.282981 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.612992 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.230017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.065785 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.00495953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.00268407 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.198139 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.252182 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-1.251 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.423325 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-1.0785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.787535 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.957086 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.120221 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.217726 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.394285 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.151193 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.777167 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.58888 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.51716 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.33203 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.492647 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.18387 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.08028 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.03896 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.194817 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.45259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.328794 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.649531 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.232127 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.263949 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.27196 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.1118 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.461887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.126786 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.649848 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.193436 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.37234 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.482483 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.576169 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.405204 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.391176 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.818321 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.7172 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.64378 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.44452 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.21267 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.23798 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.09792 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.303545 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.51275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.342344 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.637734 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.180769 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.256313 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.287843 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0253353 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.422986 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.144342 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.809424 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.100211 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.427825 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.622068 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.440464 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.348487 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.107614 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.437511 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.343977 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.420216 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.287074 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.376987 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.541918 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-1.08656 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.217904 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.331492 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.63599 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),0.0787772 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.278951 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),0.499631 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.367872 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.116691 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.366215 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.116738 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.195531 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.105395 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.351751 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.262193 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.807595 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.696547 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.722136 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.0256052 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.339568 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.691535 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.550853 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.503025 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.0429318 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.361219 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.557352 # DEPENDENCYPART_GRANDPAR
(10,25),(25,2),-1.21055 # DEPENDENCYPART_GRANDPAR
(10,25),(25,3),-1.15566 # DEPENDENCYPART_GRANDPAR
(10,25),(25,5),-0.212464 # DEPENDENCYPART_GRANDPAR
(10,25),(25,9),0.138819 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-1.54176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,12),0.53038 # DEPENDENCYPART_GRANDPAR
(10,25),(25,13),0.385149 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),0.146649 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),0.377446 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.0867795 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),0.194024 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),0.135712 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.304432 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.579207 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.432099 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.685359 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.621815 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.449337 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.80522 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.57117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0238984 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.111231 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.10987 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.386493 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.000473705 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.943542 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.634366 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.58351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.457363 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.231641 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.39218 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.050551 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.408659 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.684787 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.91945 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.186249 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.42613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-1.67675 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.38942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-1.64006 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.11252 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.70538 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-2.5622 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.32134 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.69033 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.920719 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.83742 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-2.11479 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.877204 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.29715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.607175 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.21725 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.960613 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0760685 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.917615 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0198243 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.383191 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.398297 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),0.321945 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.849721 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.960426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.436624 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-1.14107 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-1.11646 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.128335 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.0826 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.76537 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-2.62944 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-2.83746 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.2754 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.19532 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.64333 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.81982 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.64883 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-2.17313 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.865735 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.51661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.279219 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.760178 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.786097 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0253401 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.755608 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.055599 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.559449 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.320267 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.560575 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),0.495319 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.211236 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.615763 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.12547 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.14952 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.89144 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-2.75362 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-2.99684 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.2701 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.82517 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.886771 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.76811 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-2.29716 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.02647 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.50034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.263861 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.741245 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.223952 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-1.08448 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.748012 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.00861141 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.534587 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.320812 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.567652 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),0.494038 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.907095 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-1.11803 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-1.52789 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.780852 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-1.32585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.474332 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.566016 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.246742 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.9117 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0228486 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.830462 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0395503 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.299602 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.733181 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.373383 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),0.439332 # DEPENDENCYPART_GRANDPAR
(12,25),(25,2),-1.61465 # DEPENDENCYPART_GRANDPAR
(12,25),(25,3),-2.49524 # DEPENDENCYPART_GRANDPAR
