# _root_ Ne tak kvůli ní samé , jako kvůli ekonomické i politické transformaci , jíž je garantem a která tou dobou ještě nebude zcela u konce .
#goldHeads=2,0,0,3,4,7,0,7,10,12,10,8,17,16,17,15,12,22,20,22,22,17,22,22,24,0,
#predictedHeads=2,0,6,3,3,7,0,7,10,12,10,8,17,17,17,15,12,22,20,22,22,17,25,22,24,0,
(10,12),(12,1),-0.642288 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.785039 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.805573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.896527 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.649008 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.08626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.112034 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.244581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.266951 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.56795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.261013 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.438452 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.58149 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.713912 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.786795 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.892268 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.871055 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.643781 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.562039 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.48265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.675519 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.203554 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.335485 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.767615 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.387414 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.580473 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.649521 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.73518 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.402766 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.520422 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.69117 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.569141 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.501788 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.623485 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.65858 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.426127 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.196459 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.40516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.33974 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0203025 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.272899 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.549205 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.65566 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.337633 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.779384 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.457247 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.557714 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.661375 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.783522 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.416255 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.647057 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.371826 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.266516 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.767973 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.567428 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.374099 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.586993 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.619411 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.743585 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.682759 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.487872 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.447653 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.45677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.435079 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0136109 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0752146 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.622845 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.245112 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.62306 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.696348 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.517953 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.378292 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.451612 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.389192 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.587551 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.365695 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.572823 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.945767 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.749808 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.435456 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.767969 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.479724 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.778748 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.940311 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.744353 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.42643 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.576535 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.469296 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.474217 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.771731 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.106065 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.712855 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.546056 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.464151 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.414121 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.545317 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.215065 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.10559 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.330573 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.281381 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.190853 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.95848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,15),-1.06245 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.468064 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.451831 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.391431 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-1.00729 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.599833 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.36052 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0428364 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.04636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.874086 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.737834 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.16623 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.11451 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.55356 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.9164 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.974963 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.05449 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.40663 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.6539 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.30944 # DEPENDENCYPART_GRANDPAR
(12,1),(1,13),-0.0321055 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.293818 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.506364 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0922442 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-2.31084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,3),-0.751118 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.514016 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.463387 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.231768 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.573466 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.349847 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.545403 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.278468 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.282663 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.122559 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.48961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.120961 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.54911 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.499801 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.853075 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.135036 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.131763 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.290309 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0834155 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.638204 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.394459 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.260315 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.34389 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.665567 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0332531 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.414416 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.31405 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.978087 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.45081 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.51193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.223286 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.551669 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.39388 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.506104 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.643004 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.93046 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.0464 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.134868 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.665165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0476914 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.761668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.34871 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.40754 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.569568 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.13991 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.157659 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.665631 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.311077 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.25522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),0.117033 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.209593 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.119658 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.251878 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.170544 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.480358 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.375073 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.775595 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.734679 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.30934 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.561575 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.33812 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.590183 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.10054 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.0268219 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.632641 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.180857 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.29387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.11236 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.688195 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.145452 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0940347 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.727202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.236948 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.186815 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.0793214 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.434211 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.246285 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.207868 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.748119 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.132616 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.162442 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.495491 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.308002 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.0379579 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.876399 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.5426 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.539361 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.189 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.284932 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.584972 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.457987 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.45356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.844681 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.58727 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.469022 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.335365 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.431797 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.728621 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.0642543 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.213274 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.0313488 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.432366 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.300447 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.377954 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.446778 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.584462 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.216315 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.599714 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.45088 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.579011 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.772024 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.729251 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-1.29342 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.54308 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.563009 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-1.08462 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.0631179 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.608233 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.217153 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.27727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),1.07167 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.745157 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.466509 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.159197 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.0631248 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.828087 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.758169 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.0458073 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.193308 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.403699 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.282632 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.197839 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.868245 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.424342 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.382904 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.307616 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.27198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,2),-0.448166 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.385932 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.279998 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.372225 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.519686 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.167187 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.512052 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.486758 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.516962 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.47113 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.621536 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.423857 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.548156 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.730646 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.44559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.8526 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.348576 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.431206 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.550356 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.297475 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.473018 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.360335 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.643258 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.452692 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.20881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.810232 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.665881 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.988205 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.501413 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.358195 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.527604 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.528742 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.167187 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.27278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-1.14898 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.701428 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.515064 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.631536 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.366934 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.064384 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.298045 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.74583 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.451328 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.290694 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.379008 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.351235 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.472986 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.564594 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.129132 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.402562 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0663211 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.30398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.807236 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.16939 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.668478 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.729881 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.10877 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-1.20134 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.515752 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.437349 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.599233 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.452456 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.41121 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.353314 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.438622 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.183995 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.37508 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.366468 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.48457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.905087 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.32934 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.907984 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.799572 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.06154 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.083 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.957961 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.24325 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.992043 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.995363 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.29666 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.07647 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.988101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.24526 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.1669 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.18873 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.6805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.128507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.243239 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0441355 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.656134 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.273137 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.16273 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.300575 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.493317 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.429479 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.505079 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.0198664 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.011916 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.483564 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.678285 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.341102 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.310657 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.938918 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.962182 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.96369 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.886903 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.951462 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.915916 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.13977 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.02686 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.5552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0693401 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0479302 # DEPENDENCYPART_GRANDPAR
