# _root_ Kdo tomu věří i dnes , vidí - stejně jako dřív - svět jako rejdiště ideologů , a útočných záměrů .
#goldHeads=3,3,7,5,3,3,0,9,7,9,10,9,7,15,13,18,18,15,20,18,0,
#predictedHeads=3,3,6,5,3,0,6,9,7,9,10,9,18,9,14,15,18,15,20,18,0,
(9,17),(17,19),-0.525752 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.632695 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.518076 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.503267 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.420675 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.617323 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.615462 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.516242 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.488779 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.506169 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.484375 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.416303 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.52108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),-0.542342 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.505467 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.581938 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.489898 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.293932 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.720411 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.689293 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.250517 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.35647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.229215 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.238926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.434019 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.363617 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.396542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.477674 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.354262 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.210688 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.90112 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.426994 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.889139 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.634216 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.541137 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.493699 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.437644 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.729527 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.411242 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.383394 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.45281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.269637 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.401849 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.714602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.459964 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.407604 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.639335 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.531617 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.494268 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.450383 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.716309 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.40688 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.599311 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.30668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.314515 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.356922 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.595121 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.313834 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.560114 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.641245 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.524074 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.986883 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.894881 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.828767 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.972784 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.923311 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.552407 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.906652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0617388 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.188178 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0272718 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.143324 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.173771 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.58117 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.05283 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.959995 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.785831 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.840613 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.973342 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.509471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.987965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.123644 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0889627 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0334783 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0382698 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.119401 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.274804 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0434414 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.560853 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.0687171 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.718897 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.574402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0965018 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.194573 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0526949 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.123714 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.204846 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.385609 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.155261 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.0497918 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0476006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.2535 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0674876 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0136437 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.278231 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0303633 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.0370389 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.683414 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.0963571 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.241049 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.41898 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.202864 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.300646 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0266204 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.375846 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.153279 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.241049 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.41898 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.275823 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.300646 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0266204 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.375846 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.153279 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.326441 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.552566 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.934113 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.962962 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-1.02754 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.829612 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.936348 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.908662 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.850028 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.364212 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.12294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.0514528 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.0868867 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0245767 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.130094 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0187909 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0623404 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0638304 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.373955 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.0668973 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.685049 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.275822 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.194691 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.0162542 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.419124 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.304318 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.678458 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.412957 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.0383629 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.832211 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.433164 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.267594 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.644393 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.466558 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.539875 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0560494 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.25647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.26087 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.542471 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.0389528 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.605482 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.101657 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.242062 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.139542 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.942227 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.29211 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.549208 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.630311 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.443602 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.598597 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0245581 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.120535 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.862056 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.242379 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.481168 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.539122 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.747109 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.578785 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.00689325 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.34719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.376796 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.960977 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.55442 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.948427 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.0356577 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.614089 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0880196 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.359198 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.376504 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.504397 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.361806 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.169641 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.31834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.25943 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.742436 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.281746 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.806528 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.16873 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.511664 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.461658 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0701772 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.24912 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.325145 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.264792 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.207045 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.23247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.160903 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.788619 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.405529 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.851068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.21327 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.352592 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.800784 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.31111 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.364526 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.409719 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.16273 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.777128 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.0522 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.89728 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.895012 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.38376 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.03353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.468354 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.235458 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.526733 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.888938 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.256474 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.517906 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.245347 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.986778 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.235416 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.348017 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.00399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.146342 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.110394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.405631 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.767836 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.044167 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.866781 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.97024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0930104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.511293 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0438259 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.318379 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0335283 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.324231 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.416221 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.0686314 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.00767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),-0.219152 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.053392 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.766666 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.176356 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.424471 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0506751 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.865611 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.283268 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.645473 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.169581 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.321611 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.0673023 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.0859045 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0908783 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.133235 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0262731 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.181676 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.109831 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.188172 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.172355 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.363336 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.113488 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.372695 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.139455 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0819928 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.854592 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.93144 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.325726 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.34278 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.172233 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.283777 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.190838 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.12028 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.194881 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.113168 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0935301 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.413276 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.364985 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.14287 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0754536 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0674242 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.72879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.479832 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.96081 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.88835 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.979487 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.854591 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.931125 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-1.60267 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-1.17464 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-1.0035 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.302248 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.380034 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.264929 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.279674 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.541204 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.309132 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.450317 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.26016 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.189711 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.513395 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.857458 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.890311 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.317118 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.340304 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.148902 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.320952 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.499949 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.274637 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.365054 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0311758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0717339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.65096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.310604 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.657876 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.721366 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.812503 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.796496 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.91263 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.182977 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.515566 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.23834 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.440144 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.200489 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0329514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.58384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.38335 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.728821 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.793278 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.884415 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.693131 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.760313 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.07956 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.848067 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.188347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.338667 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.555832 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.421014 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.322225 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.246306 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.64624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.308515 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.673272 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.719277 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.00556 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.908686 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.825952 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.462464 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.07106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.29815 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.284865 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.376002 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.77574 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.572255 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.376681 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.18378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.188736 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.126151 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.217288 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.369914 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.381157 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.412438 # DEPENDENCYPART_GRANDPAR
