# _root_ V Brémách budou přestupovat na vlak do Ostende , kde se nalodí na parník Bretaň , který je po osmi dnech vyloží v sídle OSN .
#goldHeads=4,1,4,0,4,5,6,7,12,12,12,8,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
#predictedHeads=4,1,4,0,4,5,6,7,12,12,12,6,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
(8,6),(6,1),-0.753768 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.784341 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.412192 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.717041 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.177236 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.360494 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.170216 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.982251 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.06671 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.39001 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.533818 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.185415 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.21384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.406506 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0824085 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.998017 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-3.0208 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.36224 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.60043 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.22266 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.25002 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.68674 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.15579 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.86947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.332341 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.448527 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.367407 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-1.76091 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.433409 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.324539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.532989 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.23517 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.45485 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.07863 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.1314 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.33148 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.03877 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.05931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.429674 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.340349 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.447152 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-1.77734 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.449843 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.243907 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.35238 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-2.56044 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.50844 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.14936 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.16906 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.36406 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.10955 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.883411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.86858 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),1.03717 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.577039 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.256609 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-1.39058 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0634262 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.122751 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-1.01744 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.27761 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.173375 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.777203 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.360888 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.356648 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-1.10297 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-1.32611 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-1.34431 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0168148 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.357213 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-1.35238 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-2.56044 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-1.50844 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-1.14936 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-1.16906 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-1.36406 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-1.10955 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.883411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.86858 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),1.03717 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.577039 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.123865 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.326376 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-1.69036 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.363219 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.149171 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.59622 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.939122 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.353938 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.393676 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-1.05239 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.356648 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-1.10297 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-1.32611 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-1.03746 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.315555 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.319132 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.148206 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.145122 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.37386 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.262436 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.156438 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.251212 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.247547 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.334103 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.18374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.618574 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.727945 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-1.02027 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.17512 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.15046 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.350169 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.310443 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.153765 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.244026 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.22731 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.326918 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.18363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.620845 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.727077 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-1.01756 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-1.16684 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-1.16695 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.0224 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.94871 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.804546 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.39512 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-1.34744 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.205224 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.288116 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.218404 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.318541 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.346503 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.158829 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.271803 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.284333 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.31378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.565957 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.726787 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.804256 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.467326 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.228714 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.298876 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.305942 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.10318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.461751 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.504156 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.04735 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.220058 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.356525 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.164667 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.25357 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.411784 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.31378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.565957 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.726787 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.933805 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.804256 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.916605 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.860036 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.90853 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.867996 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.991774 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.01409 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.07577 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.64672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.116114 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.357123 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.446234 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.446343 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.587801 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.18696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.37423 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.02407 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.08973 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.06035 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.20578 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.23131 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.28977 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.53918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0119794 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.00429709 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.105246 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.142649 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.143109 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.487709 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.372217 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0539379 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.236713 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.208385 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.049955 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.357778 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.352595 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.331097 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.300912 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.301024 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.586227 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.976596 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.0922789 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0531889 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0173794 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.204432 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.274318 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.418745 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0462217 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.270477 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.0711026 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.428215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.364688 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),-0.0922811 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0531911 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0173934 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.160888 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.464963 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.274319 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.418746 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0462531 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.27048 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.0711035 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.428247 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.998379 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.04585 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.54889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,12),-0.0194079 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.417487 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.562626 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.562735 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.539575 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.243887 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.48887 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.494957 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.119045 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.568317 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-1.18696 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-1.37423 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-1.02407 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-1.08973 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-1.06035 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-1.20578 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-1.23131 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-1.28977 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-1.53918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.0119794 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.00429709 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.130461 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.10184 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.202253 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.202362 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.377954 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.149389 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.303003 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.0826425 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.194824 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.266567 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.357778 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.352595 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.331097 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.632436 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.289679 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.250162 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0756889 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.287804 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.473368 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.222466 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0921108 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.256368 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0748487 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.215775 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.193416 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.69295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.522 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.568703 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.73066 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.276093 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.460614 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.361201 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0857429 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.254837 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0544351 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.214243 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.186654 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.69551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.521416 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.566275 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.751139 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.722771 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.695924 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.947764 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.620092 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.918595 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.905194 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0741808 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0335869 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.270315 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.263961 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.207172 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0765409 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0591457 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.19956 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.373069 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.64035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.564016 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.662692 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.345152 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.00853924 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.131157 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.046271 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.287844 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.73572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.546195 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.99508 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.261947 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.207172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0723569 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.36088 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.098743 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.36804 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.64035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.564016 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.585761 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.662692 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.467368 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.607467 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.535402 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.276099 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.538797 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.298412 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.506055 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.77336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.703256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.787042 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.18008 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.15171 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.91074 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.801932 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.701805 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.894034 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.683009 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.648101 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.444176 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.680044 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.459944 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.63945 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.625568 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.05178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.187008 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.192428 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.318259 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.290242 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.318232 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.490487 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.56595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.369936 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.320302 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.276044 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.492664 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.528517 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.479179 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.16609 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.137725 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.460945 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.463661 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.43269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.00782077 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.177599 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.398951 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.432761 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.474125 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.548303 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.429907 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.178923 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.478737 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.559372 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.43269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
