# _root_ Federální ministerstvo kontroly však svůj postoj nemění - ani v naléhavé otázce , kdo nahradí škody , pokud se stavba pankráckého hotelu neuskuteční .
#goldHeads=2,7,2,0,6,7,4,10,12,6,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
#predictedHeads=2,7,2,0,6,7,4,9,12,7,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
(12,13),(13,2),-3.05253 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.855575 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-2.0352 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.88012 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.09362 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.503448 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.28122 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.777001 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.01114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),0.300641 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0625744 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0899987 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.0700602 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.301136 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.245978 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-2.95071 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-2.72441 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-2.42892 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.839939 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.69636 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.80681 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.02374 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.48781 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.27136 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.684962 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.01651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.3836 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.376817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.316288 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.53949 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.108346 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.071695 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0421348 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.611002 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.0684995 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.738838 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.134532 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0597499 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.487741 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0816394 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.0473427 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.0479546 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.09362 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),1.29151 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.794728 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0344899 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0700602 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.301136 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.0197227 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.238485 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.245978 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.94223 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.39882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),1.33787 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.677132 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.353065 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.561252 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.27069 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.0737846 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.26584 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.154428 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.476202 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.371419 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.586693 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.124844 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0819793 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.0476878 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.0476609 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.375143 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.0297889 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.19362 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.580093 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.123256 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.125026 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.0140688 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.367754 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),-2.72186 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-2.42637 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),-0.840073 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-1.69381 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.487945 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-1.27137 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-1.02189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,13),1.37089 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.626193 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),0.0174631 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.59427 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),0.306366 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.175447 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.218582 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.406114 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.324193 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.409945 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.317359 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.206258 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.127828 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0258168 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0184049 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0914799 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.205305 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0765928 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.0569606 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.657101 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.332853 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.229321 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.45267 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.100602 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.193459 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.0554839 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0259295 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.195093 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.136884 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.183085 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.09565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.588711 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.827041 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.944758 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.29868 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0329086 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.266855 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.195622 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0970416 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.017699 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.2355 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0182287 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.219283 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0363728 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0356103 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.147722 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.264707 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0614368 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.160412 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0140798 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.15146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.656622 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.864421 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.882852 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.7922 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.445444 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.00938773 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.232689 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.263464 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0117927 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.19176 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.399257 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.260697 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.396195 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.102408 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.663615 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.238908 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0271913 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.253049 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.134775 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.111971 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0346621 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.17086 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.183813 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.136286 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.274092 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0340303 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.08408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.582577 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.815469 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.528712 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.938624 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.314087 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.308893 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.246139 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0740366 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.07994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.761958 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.240841 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.257054 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0292576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.101031 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.28161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.656384 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.916426 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.013 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.736427 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.32408 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.37284 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.42544 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-1.01238 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.11923 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.997592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.23277 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.989587 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.999167 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.869185 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.738698 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.11819 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.00638 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.939265 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.98006 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.50633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.166676 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.154777 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.349863 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0743739 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.257167 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.350906 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.351308 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.259837 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.07194 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.329417 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0191645 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.315847 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.403956 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.418099 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.282186 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.781512 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.51672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),0.0510453 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.268207 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.180479 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.537508 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.537851 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.631755 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.330394 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.796555 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.843955 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.14281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,15),0.280672 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.109768 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.125804 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.425546 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.430927 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.523271 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.375346 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.47433 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.140916 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.147304 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.73082 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.398876 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.418449 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.278396 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.483457 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.995312 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-1.23049 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.99026 # DEPENDENCYPART_GRANDPAR
(13,23),(23,6),-0.996887 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-1.11886 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-1.00665 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.97778 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-1.52018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,15),0.18919 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.0724946 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.251573 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.195622 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.688516 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.329537 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.47205 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.427415 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.45623 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.75821 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.197065 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0825289 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.146075 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.611676 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.195447 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.702301 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.43378 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.493325 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.603587 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.613169 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.198766 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.701692 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.643318 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.603579 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0959489 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.565791 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.643603 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.948159 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.00614281 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.591167 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.480016 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.0741688 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.168684 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.0960539 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.00415756 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.163083 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.280477 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-2.17079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,1),0.0203274 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.458301 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.475788 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.0573307 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.196063 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.295548 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.922614 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-1.16693 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.42279 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.625006 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.294688 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.110002 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.148507 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.0939311 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.875325 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.396086 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.60862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.896308 # DEPENDENCYPART_GRANDPAR
(15,4),(4,23),-1.32914 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.00735759 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.460311 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.720499 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.534703 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.24049 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.184173 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.221865 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.715371 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.972159 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.467283 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.511802 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.14892 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0568852 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.18348 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-1.17247 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.721343 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.340737 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.26132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.157424 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.55886 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.53407 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.294637 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.671922 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.922442 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.456454 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.426593 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.756959 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0363346 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.030005 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-1.03756 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.554743 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.59907 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0423775 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.528854 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.778193 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.422509 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.294214 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.286895 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.374378 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.161154 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.12964 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-1.04654 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.477714 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.334021 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.59816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.877333 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.683125 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-1.31868 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.104374 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.128679 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.626694 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.120851 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.162648 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.0481805 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.274596 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0374362 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.0977584 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.730254 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0790432 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.16925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.40616 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.567517 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.458953 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.16623 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.67668 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.973526 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.889714 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.676734 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.608239 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.426199 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.949458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.337808 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.290164 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0147036 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-1.02486 # DEPENDENCYPART_GRANDPAR
