# _root_ srovnání s citovaností našeho dobrého pracoviště , jako je Ústav Heyrovského , by nedopadlo nijak špatně ) .
#goldHeads=14,1,2,6,6,9,9,9,3,9,10,9,14,0,16,14,14,0,
#predictedHeads=14,1,2,6,6,3,8,6,8,9,10,8,14,0,16,14,12,0,
(16,1),(1,7),-0.658731 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.680512 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.743472 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.175418 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.533591 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.302975 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.708467 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.65706 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.454573 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.680479 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.660922 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.68296 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.569608 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.741161 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.175489 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.92841 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.491781 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.322365 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.65712 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.454598 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.679593 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.660615 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.682654 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.567727 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.934182 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.456887 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-1.12166 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.661027 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.606179 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-1.01577 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.703925 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.847064 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.878331 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.903202 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.363803 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.744341 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.317143 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.88701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.397313 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.481302 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.182948 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.381514 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.45585 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.799628 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.954331 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.982823 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.261577 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.698836 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.229601 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.75679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.152961 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.595582 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.63226 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.232103 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.818666 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.274036 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.718053 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.525471 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.614516 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.694479 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.719035 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.335447 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.617787 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.116112 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.79211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.240079 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.673467 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.492502 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.609529 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.682127 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.569614 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.30574 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.568612 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.28283 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.75057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.319089 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.175416 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.492502 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.609529 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.723504 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.785969 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.569608 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.30574 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.568612 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.28283 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.75057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.319089 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.934182 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.456887 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-1.12166 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-1.01577 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.859825 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-1.05926 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.974024 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.998975 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.744341 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.317143 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.88701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.397313 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.827593 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.632176 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.197234 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.818598 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.717985 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.547809 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.632225 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.82404 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.672337 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.695917 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.460357 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.41028 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.054795 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.78946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.223503 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.652919 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.728213 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.53967 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.8342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.25843 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.686148 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.17036 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.622215 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.50272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.473333 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.386429 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.497844 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.528786 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.479238 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.570908 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.49248 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.375289 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.306915 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.325099 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.391451 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.266148 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.254478 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0620269 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.0801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.802905 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.504504 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.461481 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0502027 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.00906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.725132 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.586433 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.728421 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.678491 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.640891 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.534486 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.446268 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.504449 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.524734 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.461433 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.336475 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.365794 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.00906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.725132 # DEPENDENCYPART_GRANDPAR
