# _root_ Obecně ve světě platí , že takovéto osoby požívají zvláštní důstojnosti a nedotknutelnosti , uvedl Dobal .
#goldHeads=4,4,2,15,6,4,8,9,6,12,12,9,12,4,0,15,0,
#predictedHeads=4,4,2,0,6,4,8,9,6,11,12,9,12,6,0,15,0,
(16,14),(14,5),-1.26774 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.34877 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.50291 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.762249 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.11679 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.936107 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.221388 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.26739 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.175939 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-1.41671 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-3.02708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.980094 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.39466 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.500271 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.00486 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.858973 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.35616 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.455333 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.405143 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.961123 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.932613 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.116855 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.259153 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.162576 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.21664 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.70575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.91583 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.7315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,12),-0.513145 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.833493 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.730827 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.593692 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.02969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
