# _root_ Je také patrné , že vyvratitelné jsou jen teorie , ne ( spolehlivé ) experimenty .
#goldHeads=0,1,1,5,1,7,5,9,10,7,15,13,15,13,10,0,
#predictedHeads=0,1,1,5,1,7,5,9,7,7,15,13,15,13,10,0,
(15,10),(10,11),0.0523184 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.337293 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),1.00681 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.390258 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.8149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.950387 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.450872 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.6617 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.870243 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.321728 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0739547 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.67808 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.457347 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.785758 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-1.00371 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-1.28565 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.357514 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.433911 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.887418 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.306795 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.895685 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.472817 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.131368 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.871619 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.530724 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.65855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.901311 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.400667 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.488373 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.241729 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0302477 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.13456 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.520885 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.52309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.838761 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-1.03572 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.31652 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-1.03561 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.137449 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.141315 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.733433 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.64668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.904897 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.498227 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.0271416 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.51675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,4),-1.15364 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.82223 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.925205 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.935585 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.607973 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.609286 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.690416 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.96438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,6),-0.99513 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.897616 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-1.00359 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.732121 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.792366 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.674878 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.665315 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,2),-0.747819 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.784639 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.655125 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.890805 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.947651 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.695679 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.814006 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.511536 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.778745 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.11299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
