# _root_ Ale také na úseku průmyslové a stavební výroby , kde dosud dominovalo Polsko , dochází i v České republice k významnému pokroku .
#goldHeads=0,4,15,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
#predictedHeads=0,4,1,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
(9,6),(6,20),-1.06759 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.35667 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.152953 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.510741 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.271439 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.294712 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.551056 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.317312 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.364301 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.32529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.763985 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.723654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.734198 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.06761 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.09249 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.06599 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.23752 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.954292 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.898294 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.65824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.32018 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.123526 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.29163 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.627553 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.482706 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.49092 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.704607 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.614907 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.405396 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.335 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.29224 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.32624 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.893208 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.25303 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.28 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.37774 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.18904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.20797 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.1123 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.55069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.18343 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.143562 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0108743 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.527461 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.340969 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.321946 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.211119 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.412075 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.310421 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.311122 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.581986 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.294113 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.160999 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.517191 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.359014 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.339299 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.292493 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.611015 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.417762 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.5604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.495899 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.37324 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0268194 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.459169 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.414686 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.50123 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.421659 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.68799 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.539017 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.602969 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.32717 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.89364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.25334 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.28213 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.37815 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.19049 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.11443 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.45976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.0940075 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0544041 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.187067 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0106319 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.326774 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.324694 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.220589 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.514923 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.410743 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.329604 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.520586 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.309791 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.55834 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.07063 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.0841 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.28614 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.00216 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.38349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.270082 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.167719 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.100836 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0336873 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.250505 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.260209 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.259861 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.525062 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.431025 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.398854 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.532242 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.336205 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.550724 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.431243 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.468863 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.480232 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.43987 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.486897 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.387817 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.635734 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.27477 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.328177 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.121629 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.19083 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0400935 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.061046 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.061778 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.235538 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.74124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.524037 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.806217 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.864279 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.311563 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.390337 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.141034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.430217 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.388258 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.301483 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.162639 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.356191 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.175635 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.258203 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0168666 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0596617 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.73743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.307009 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.621768 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.839581 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.775312 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.891802 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.878622 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.971117 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.93461 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.04716 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.275194 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.328422 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.491592 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.196616 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.136515 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0318868 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.234954 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.74642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.324195 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.524037 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.806226 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.793906 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.437365 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.528456 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.319748 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.679197 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.475797 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.350527 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.330214 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.245569 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.87682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.447065 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.663277 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.10158 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.881787 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.922257 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.777002 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.994573 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.31234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.296129 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.64995 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.657867 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.487825 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.80947 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.682643 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.493175 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.540587 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.376708 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.491923 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.15523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.103423 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.240975 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.289278 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.409717 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.255637 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.407101 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.669455 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.493169 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.714765 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.352225 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.53654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.107573 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.404038 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.300451 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.180032 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.393937 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.384317 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.500296 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.706739 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.56341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.13803 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.162683 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.467661 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.645759 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.367033 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.598595 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.958287 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.705176 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-1.01941 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.650472 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.657891 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.487721 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.811186 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.682643 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.494219 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.378424 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.492127 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.15138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.107011 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0399091 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.260941 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.227788 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.25406 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.412185 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.447524 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.671889 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.505473 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.524034 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.7172 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.340532 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.646933 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.587765 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.777205 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.538878 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.565896 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.48429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.076404 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.174334 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.245855 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.218958 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.443475 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.447424 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.471196 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.667633 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.600731 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.548662 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.71989 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.428159 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.608107 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.218411 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.352016 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.348744 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.503468 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.436794 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.845527 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.341541 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.221118 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.351304 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.32997 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.651208 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.460056 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.42748 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.34553 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.773604 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.785371 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.566702 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.461267 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.793849 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.86374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.356664 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.727042 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.660428 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.826229 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.508419 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.15636 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.29267 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.667646 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.645635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.56597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.33402 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.361167 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.13214 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.431874 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.435992 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.65356 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0786277 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.156513 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.40772 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-1.37139 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.044597 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.682671 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.620498 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.205979 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.00681489 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-2.41454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,14),-0.825914 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-1.03308 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.57971 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.751407 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-1.08901 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.153601 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.148808 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.350304 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0206061 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.0709038 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.990361 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.04019 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.290973 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.253601 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.068165 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.237688 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.913541 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.153963 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.238784 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.325221 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.0151079 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.0769131 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.00125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),0.259886 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.00998402 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.157118 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.194393 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.345669 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.412651 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.130171 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0695251 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.217972 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.23087 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.980437 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.677921 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.639697 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0751195 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.116226 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.00418959 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.58004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.430728 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.98407 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-1.19867 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.843521 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-2.91062 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.523332 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-2.25719 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.69847 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.255565 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.0660442 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.247957 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-1.01663 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.119851 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.27584 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0140638 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0757987 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0401211 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.00126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.259854 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.619726 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.117497 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.239704 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.325813 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.454396 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-1.29697 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.309266 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.58459 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.678058 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0306168 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.00891891 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.35809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
