# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,3,11,16,16,16,11,16,0,
(12,15),(15,18),-0.458265 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.06262 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-2.34949 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-2.14677 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.02688 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.99374 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-2.00458 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.75632 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.89675 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.79135 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-2.11202 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.27927 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.85696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.568155 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.249785 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.914746 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.590376 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.374142 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.766888 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.816712 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-1.22804 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.235742 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.480549 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.23285 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.770142 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-1.02984 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.242303 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.330133 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.470653 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.12743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.991337 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.515229 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-1.22395 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-1.55517 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-1.49809 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.01824 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.27167 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.01984 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.257652 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.911334 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.27026 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.365215 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.342497 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.08938 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.718505 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.878496 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.610956 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.427553 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.510965 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.12627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.346717 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.990174 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.424175 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.22268 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.83324 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.526275 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.99773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.189396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.861632 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.387666 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.733189 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.802268 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-2.0521 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.88032 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.935117 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.46393 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-2.22855 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.47145 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-2.01895 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.75437 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.01937 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.541994 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.933088 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.61959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.510822 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.177747 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.742902 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.47511 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.87818 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.41365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.534204 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.680431 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.349155 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.702318 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.167038 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.141339 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.160702 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.00673894 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0206451 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.034598 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.114925 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.182499 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.117341 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.226231 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.130005 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.111199 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.0381358 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.0491983 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.00213547 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.142864 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.0794272 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.138919 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.83359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),-0.582519 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.809814 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.546248 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.194515 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0926809 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.24411 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.077351 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.413596 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0213047 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.156701 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.16937 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.103649 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.0487024 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0695287 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0178859 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.00376497 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.286421 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.196739 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.96374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.499088 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.601845 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.94257 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.00506881 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.247187 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.140345 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.140765 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.232717 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0281093 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.0800308 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.00738388 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.00604563 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.287446 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.217332 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.96374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.499614 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.609459 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.943097 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.144465 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.28557 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.458538 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.381014 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0325519 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0548453 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.1071 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.139784 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.144317 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.151726 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0592549 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0117915 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0188794 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.300629 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.129123 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.250394 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.96374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.499078 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.608336 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.94256 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.23195 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.152023 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0529259 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0326876 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.00622468 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.287967 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.141853 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.21851 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.499078 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.608336 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.94256 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.190082 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.369802 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.192923 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.174178 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.27439 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.0419774 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.255179 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.0654771 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.147257 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.251226 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.153955 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0455541 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0261331 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0583674 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.110241 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.114373 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.00134531 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.82318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.310587 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.340795 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.753961 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.476342 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.454618 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.138246 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.74298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.22788 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.372003 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.438702 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.144439 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.285848 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.27207 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.113703 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.225939 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.76703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.231384 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.45313 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.615849 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.50541 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.09078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.222273 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.130756 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.690157 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.11392 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.843292 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.877094 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.08953 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.00024 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.841256 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.832252 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.919755 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.635534 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.52665 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.619439 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.584609 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.03437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.26532 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.140272 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0291333 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.615853 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.517233 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.128776 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.291038 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.552172 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.624697 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0858456 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.37143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.443903 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.02835 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.268859 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.945759 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.340055 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0677192 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.677051 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.293671 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.36558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-1.03203 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.341199 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-1.35724 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-1.54818 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.485974 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.809087 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-1.63178 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.945303 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-1.49424 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-1.19221 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.496242 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.202267 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.85447 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.742865 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.47309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.547812 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.32351 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.13375 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.066 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.78735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.642514 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.830021 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.305366 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.462194 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.3029 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.405409 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.344795 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.500899 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.198055 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.429922 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.476265 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.285933 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.258234 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.0864445 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.209679 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.254925 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.476922 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.227278 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.0834016 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.196715 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.251218 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.78512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.633622 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.882519 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.334908 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.321355 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.355272 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.267283 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.68535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,1),-0.425389 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.638448 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.669478 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.208144 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.0744373 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.151307 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.196578 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.317128 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.152637 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.183371 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0914244 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.0165039 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.73725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.644593 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.407607 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.449205 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.631998 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.649566 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.430266 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0220246 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.122568 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.167839 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.291419 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.135733 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.130958 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.0657149 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.0689165 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.74478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.645031 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.367817 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.6327 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.418257 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.377674 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.313705 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.35895 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.141551 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.63724 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.658674 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.381786 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.110882 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.160922 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.291088 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.13513 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.305056 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.123063 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0653844 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.076812 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.74366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.644494 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.425619 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.372403 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0886985 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.336755 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.288633 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.132682 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.301452 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.125931 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.0739432 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.74366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.644494 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.524577 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.480193 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.371033 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.423539 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.482893 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.415669 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.421495 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.384441 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.669074 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.413609 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.353241 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.194656 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.312026 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.358376 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.547963 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.259119 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.374358 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.153835 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.17669 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.54804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.441236 # DEPENDENCYPART_GRANDPAR
