# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,2,7,0,13,8,8,13,13,7,13,17,17,14,0,0,0,
(13,5),(5,2),-0.761255 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-1.18219 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.668011 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.789319 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.281548 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0204758 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.42345 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.753902 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-1.11637 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.124509 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.474653 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.954595 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-1.23689 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.485551 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.848016 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.534916 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0057314 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0718272 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0232251 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0579539 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.33947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.301628 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.956886 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.726326 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-1.11996 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.936485 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.95118 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.544497 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.833541 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.642995 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.253154 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.433323 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.461207 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0044596 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.36849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.330649 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-1.13123 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.947755 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.96245 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.65192 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.950484 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.35012 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.694118 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-1.05689 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.647183 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.271384 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.127651 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0895033 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.144985 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.0187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.0193737 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.637848 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.395376 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.691697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.766766 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-1.42345 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-1.43987 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.753902 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-1.11637 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.818554 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.391607 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.299465 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.60476 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.184698 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.104195 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.28232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.244206 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.934807 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.849261 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-1.07148 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),0.0185535 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0202139 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.369561 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),0.103983 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.249453 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.947843 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.717544 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.522689 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.625501 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.723972 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.277881 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.378418 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.40286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.260276 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.581273 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0120537 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.429307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.245832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.260526 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.25367 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.793868 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.560665 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0810566 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.58287 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.399395 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.25367 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.229733 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.58287 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.2415 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.09514 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.45763 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.738532 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.282655 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0358949 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.285103 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.445869 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.262394 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.277089 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.47924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.566485 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0342787 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.233673 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.47924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.566485 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0342787 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.490657 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.83279 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.199125 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.944475 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-1.01874 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.698855 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-1.00834 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.59806 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.00525755 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.143977 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.149581 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.236771 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.331289 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.06488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.250316 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),0.0427794 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.886072 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.843981 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.798061 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.53635 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.995026 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.707465 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.239001 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.501479 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.282834 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.186801 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0219473 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.09402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,18),-0.897453 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.855362 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.809442 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.367822 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.929019 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-1.12322 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.891825 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-1.20162 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.692434 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.249108 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.129271 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0698514 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.307787 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.417054 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.74382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.0690701 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),0.374173 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.598844 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.467335 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-1.38543 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-1.19926 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.938066 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-1.24756 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.847851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.36101 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.292755 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.52042 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.185037 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.255864 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.517395 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.00816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.228691 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.0809166 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.838047 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),0.804723 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0549475 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.530784 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.65859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),0.519458 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.381168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.933606 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-1.12238 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.896864 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.20666 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.702429 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.259859 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.137775 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.103756 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.36245 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.19504 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.234771 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.74434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.0685744 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.166917 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.368021 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.641654 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.599563 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.553643 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.415877 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.96322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.218184 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.805549 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.359943 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.317852 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.415877 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.482519 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.359943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.01105 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.28074 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.59025 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.902666 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.441946 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.768135 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.532644 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.199409 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.157318 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.111397 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.13455 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.18736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,17),0.75186 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.135547 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.13455 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.18736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),0.75186 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.778434 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.3788 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0368507 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.948765 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.544789 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.32033 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.242598 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.803758 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.191263 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0639201 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.131209 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.721496 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.74246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.217688 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.856402 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.534706 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.594333 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.641418 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.581836 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.26065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.206475 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.83954 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-2.29536 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-2.3246 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.913405 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.588739 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.12723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.39755 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.126938 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.186565 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.23365 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.21606 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.567601 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.403235 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.270451 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.21606 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.567601 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.403235 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.754638 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.377764 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0950518 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.823412 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.201264 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.150698 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.87365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.853068 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.540997 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.581182 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.15572 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.699504 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.277883 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.195768 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.6991 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-2.17969 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-2.06242 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-1.49108 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.0370891 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.0585524 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.111902 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.892624 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.156455 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-1.07067 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.507255 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-1.22234 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-1.18193 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.307643 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.16354 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.371396 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-1.01668 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.512121 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-2.02755 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-1.22465 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-1.89256 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.307633 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.163517 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),0.371373 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.661371 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-2.34438 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-1.30767 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-1.65555 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-1.08418 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.127712 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.189055 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0678327 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-1.27751 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.389065 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.202705 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.970422 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.259548 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.417892 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-2.70058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.951005 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-1.15726 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.149999 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.433402 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.34412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,12),-0.12422 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.467338 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.059278 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.40833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.838942 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.997945 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.12422 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.207672 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.838942 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-2.00265 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.2973 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.40417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.295182 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-2.00265 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.2973 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.40417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,1),-0.221095 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.393138 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.0738084 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.578703 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.591698 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.474317 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.327265 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.261715 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.275049 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.390324 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.150766 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.127373 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.198256 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.161512 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.275786 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.230568 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.07147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.581375 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.810631 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.233735 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.352284 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.288974 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.296454 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.405795 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.176694 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.140508 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.309029 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.159464 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.273737 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.219033 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.07339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.583288 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.812544 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.238707 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.628752 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.642665 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.502194 # DEPENDENCYPART_GRANDPAR
