# _root_ Regulované a centrálně stanovené ceny se zjišťují na příslušných orgánech ( tisk , energie , pojištění aj . ) .
#goldHeads=2,5,4,2,7,7,0,7,10,8,17,17,17,17,17,17,10,17,17,0,
#predictedHeads=2,5,4,2,7,7,0,7,10,8,17,7,17,15,17,17,12,17,17,0,
(12,10),(10,16),-1.32966 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.611338 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.722175 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-2.04025 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.45023 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.989201 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-2.31109 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-1.50847 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-1.6941 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-1.00736 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-1.48683 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-1.47009 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.55172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.665668 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.37735 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.854061 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.42864 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.84995 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.742498 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-2.83286 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.05772 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.27893 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-3.10479 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-2.72412 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-2.26536 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.50609 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-2.28057 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-2.70128 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.09601 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.30261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.177801 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0845172 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.253952 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.438748 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0360975 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.245625 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.00196536 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-2.25236 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-2.44617 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.984818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.482218 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0673002 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.471857 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.312848 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.124702 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0852855 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.985227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),0.17337 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.308872 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.340247 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.152726 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.102882 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.186858 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-2.43122 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.35341 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-2.40915 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.971682 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.23327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.607212 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0662445 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.418818 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.103212 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.122646 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.282257 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.156778 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.280345 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.138013 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.443757 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.474748 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0917222 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0977611 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.109257 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.129859 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.202818 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.393571 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.473125 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.19533 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.144499 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.32143 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.238948 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.170391 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.197551 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.96432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,15),-0.79312 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.805721 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.627068 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.528109 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.569676 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.539036 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.396003 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.246469 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.563141 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.584861 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.532233 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0974574 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0488589 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0831961 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.139501 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.311631 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.377411 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.410579 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.270232 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.317354 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.149875 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0671207 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0196536 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0513234 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0772769 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.140972 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.252713 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.320592 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.253816 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.214736 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0204196 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.119925 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.149758 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0980031 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0797165 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.189366 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.11628 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.97473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.69628 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.803533 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.905166 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.861547 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.778196 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.717847 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.897832 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.14454 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.232922 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0386991 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.333884 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.150234 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.90268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.588803 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.731478 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.531886 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.410918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.307319 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.367082 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.404024 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.267023 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.211545 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.267063 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.169801 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0434408 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0707926 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.153946 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.10488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.74649 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.933682 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.95461 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.994252 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.811227 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.540782 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.521264 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.502636 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.502805 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.260208 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.348302 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.389001 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.27559 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.267441 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.192348 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.04403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.692877 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.872825 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.901017 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.796524 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.753471 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.363432 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.271285 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.172921 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0563282 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0745401 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.40037 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.10488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.746491 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.954611 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.994252 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.876643 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.811227 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.00984 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.09417 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.9009 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.33134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.257627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0361338 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0858488 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.293063 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.194565 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.12077 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.15343 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.08278 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.19864 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.956627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.985512 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.854354 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.16513 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.892983 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.97186 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.33999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.102338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.171462 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.154734 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.478996 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.256393 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.598632 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.900778 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.285246 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.154856 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0481396 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.271868 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.179336 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.391503 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.899041 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.835203 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.866304 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.753624 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.673038 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.17074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.292278 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.000458215 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0850891 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.174745 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.170943 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.29438 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.143434 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.33122 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),-0.161353 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.36419 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.401774 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.449 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.545388 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.456022 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.469293 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-1.06932 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.277736 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.61952 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-1.34347 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.627223 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-1.04424 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.689228 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-1.50843 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.073822 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.432773 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.151138 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.59235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.770096 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-1.28253 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.720755 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.870065 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.269898 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-1.04427 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.687431 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-1.51452 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-1.13935 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.374642 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.148416 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.59235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-1.28253 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.720756 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.01997 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.870066 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.987997 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.284995 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.554897 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.26556 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.05648 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-1.22675 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.552133 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-1.42809 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.949152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.362452 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.835165 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.84725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.839486 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.53784 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.752114 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.08093 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.930175 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.01328 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-2.04895 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.973169 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-2.32761 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-2.35284 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.85393 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.22719 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-2.49017 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-2.26993 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.10597 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-2.15466 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.05921 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.45257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.20878 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.328575 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.218122 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0976134 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.150467 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.89922 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.14699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.367343 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.225278 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0339381 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0497696 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.033716 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-2.06063 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-1.0752 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.97849 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.982329 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.86322 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.951993 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.38074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.482496 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0566338 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0607009 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.132923 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.00695319 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.233703 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0305856 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.75819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),-0.428105 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0157037 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.282563 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.257702 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.158237 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.156592 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.421949 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.444059 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.187837 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.165319 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.316945 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.22132 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.209274 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.138852 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.0684258 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-2.04833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,17),-0.779521 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.650671 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.516915 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.589884 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.56061 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.089965 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0238839 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.104017 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.135016 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.265405 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.382434 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.438956 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.241165 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.292379 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.170695 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0626362 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.0020252 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.0902058 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.0185774 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.0455804 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.206487 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.325614 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.282193 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.185669 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.027912 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.09495 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.145274 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0803747 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.118599 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.130666 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0208879 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.223195 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.140519 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.05874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.644725 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.835347 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.719377 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.741451 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.920097 # DEPENDENCYPART_GRANDPAR
