# _root_ Hlavním bodem je turnaj ve streetballu , což je jakási uliční varianta basketbalu na jeden koš pro zpravidla tříčlenná družstva , která si našla do Evropy cestu z USA .
#goldHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,13,19,20,17,24,24,24,12,24,25,24,24,28,0,
#predictedHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,16,19,20,17,24,24,24,20,24,25,24,27,28,0,
(6,12),(12,24),0.465077 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.116294 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.427777 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.982731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,10),-0.226036 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.574627 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.157585 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.168987 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.397567 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.807757 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.0276307 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.952387 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),0.465077 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.427777 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.368445 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.200361 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.192784 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.103548 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.9293 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.037167 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.061892 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.810915 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.226478 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),-1.45837 # DEPENDENCYPART_GRANDPAR
(6,24),(24,3),-1.82627 # DEPENDENCYPART_GRANDPAR
(6,24),(24,4),-2.12733 # DEPENDENCYPART_GRANDPAR
(6,24),(24,5),-1.31501 # DEPENDENCYPART_GRANDPAR
(6,24),(24,6),-1.31312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,24),(24,7),1.14774 # DEPENDENCYPART_GRANDPAR
(6,24),(24,9),0.413755 # DEPENDENCYPART_GRANDPAR
(6,24),(24,12),-0.176036 # DEPENDENCYPART_GRANDPAR
(6,24),(24,13),0.128825 # DEPENDENCYPART_GRANDPAR
(6,24),(24,14),0.00725099 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),-0.416914 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),-0.52844 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),0.0164013 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),0.00154261 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-1.26097 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.39401 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),0.444875 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.410147 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.473312 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),0.133892 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),0.270099 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.683299 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-0.304541 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.447382 # DEPENDENCYPART_GRANDPAR
(6,24),(24,30),-1.04767 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.311222 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.371584 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.474653 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.284958 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.82565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.259742 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0279134 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.32392 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.511985 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.252281 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.157203 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.418999 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.131495 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.382719 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.546019 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.278066 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.175192 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.91499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.409976 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.661397 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.896363 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.00374 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.894064 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.883352 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.966651 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.543321 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.83585 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.957428 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.74451 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0203768 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.332748 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.190722 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.274382 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.17832 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.02242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.418999 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.82279 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.876205 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.782644 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.857319 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-0.44347 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.486755 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0788567 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.81317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,2),0.31625 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.48756 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.143044 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.02237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.418999 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.82279 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.876205 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.983578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.782644 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.775479 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.44347 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.821557 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.715352 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.524947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.544959 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.758976 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.919966 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.21831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.62766 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.188079 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.306288 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.21315 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.102526 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0123539 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.144064 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.218221 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0436609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.267838 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.131835 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.146102 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.179854 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),0.263917 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.268444 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.0860012 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.112522 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0885068 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0214081 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0368321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.467351 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.374713 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.460969 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.486574 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.275145 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.100574 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.207948 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.24005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,10),0.166143 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.168944 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0293461 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0292856 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.00347068 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.150289 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0824078 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.0271613 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.0676436 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),0.287479 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.330679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.117688 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.899808 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.166143 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.168944 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.179484 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0292856 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.00479481 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.148809 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0824078 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0271613 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),0.287479 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.117688 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0678705 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.120192 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0524139 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0372553 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),0.0089178 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.0179186 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.899808 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.166143 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.16891 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.179484 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0721105 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.133782 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.03762 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0824179 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.0127191 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0271865 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.0661533 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.164311 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),0.281907 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.330689 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.117698 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.201612 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0268232 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.0132085 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.00290791 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.282597 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.291464 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.24937 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.347841 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.164982 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.26735 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.766288 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.481483 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-1.25748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,9),0.302202 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.0218731 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.116221 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.139285 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.404258 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.283492 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),0.240484 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.449958 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.399902 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.310433 # DEPENDENCYPART_GRANDPAR
(7,24),(24,2),-0.645529 # DEPENDENCYPART_GRANDPAR
(7,24),(24,3),-0.492064 # DEPENDENCYPART_GRANDPAR
(7,24),(24,4),-0.475136 # DEPENDENCYPART_GRANDPAR
(7,24),(24,5),-0.730561 # DEPENDENCYPART_GRANDPAR
(7,24),(24,6),-0.850143 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-1.24913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,9),0.477427 # DEPENDENCYPART_GRANDPAR
(7,24),(24,12),0.137 # DEPENDENCYPART_GRANDPAR
(7,24),(24,13),0.0328577 # DEPENDENCYPART_GRANDPAR
(7,24),(24,14),0.0465718 # DEPENDENCYPART_GRANDPAR
(7,24),(24,15),0.188434 # DEPENDENCYPART_GRANDPAR
(7,24),(24,16),0.174374 # DEPENDENCYPART_GRANDPAR
(7,24),(24,17),0.036341 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),0.0962669 # DEPENDENCYPART_GRANDPAR
(7,24),(24,19),-0.0865706 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),0.0796437 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.07865 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.431264 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.643266 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.210041 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.139469 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.0969373 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.100633 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),-0.0350745 # DEPENDENCYPART_GRANDPAR
(7,24),(24,30),-0.396338 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.65674 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.025399 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.287144 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.107178 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0403224 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.01666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),0.722212 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.311892 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.107731 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.36208 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.260417 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.19709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),0.407271 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.757006 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.391366 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.158069 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.77194 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.4784 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.31119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.234975 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.292943 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.808054 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.424074 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.514276 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.479441 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.682054 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.498391 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.669226 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.938393 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.72943 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.289862 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0414322 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.35147 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.270071 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.188079 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.19722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.269816 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),0.124747 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.0791956 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.126771 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-0.937776 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0562384 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.285542 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.122707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.307999 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0504733 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0334061 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.190903 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.19707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.269663 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.1249 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.390211 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.0790415 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.641906 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.937623 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.36571 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.476718 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.807825 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.11846 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.00561953 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.488928 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.46412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.0840435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.421084 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.477239 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.99235 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.451503 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.698572 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.488726 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.678106 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.984152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.20968 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.461298 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.424015 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.125769 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.852258 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.696367 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.198817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.34535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.547119 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.557359 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0422483 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.593215 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.582336 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.68814 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.221751 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.115523 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.145861 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.517199 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.149072 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.372214 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.352004 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.00828694 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),0.224639 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),0.170324 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.929056 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.582338 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.688143 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.781212 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.115369 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.143367 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.514084 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.148917 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.372059 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.00844142 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),0.170169 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.206792 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0696493 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.455929 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.126079 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.372193 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.301106 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.170584 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.589745 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.210682 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.929056 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.581761 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.686954 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.780635 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.265524 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.233499 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0577516 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.145624 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.164216 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.368761 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.345596 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.0722522 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.0205895 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),0.221191 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),0.166876 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.606114 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0846961 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.41428 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.223296 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.243844 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-1.16138 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.242031 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.708009 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.182547 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.282495 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0149507 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0185917 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.177012 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),0.173064 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.687397 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.0572371 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.556975 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.170471 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.423973 # DEPENDENCYPART_GRANDPAR
