# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
(9,4),(4,2),-0.490127 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.430111 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.202677 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.538914 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.377976 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.512293 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.15373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.590434 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.515993 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.441535 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.953959 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.313977 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.798895 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.528644 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.72842 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-1.52944 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.272183 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.222136 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.170086 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.03961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.467341 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.371223 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.158421 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.241638 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.355003 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0773493 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.110734 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.22945 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.06393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.491557 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.106327 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.597555 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.198856 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.366855 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.392321 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.283126 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.42013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.855458 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.52585 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.255904 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.369414 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.242756 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.103409 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.72466 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.711529 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.336026 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.59798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.42525 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.453007 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.934822 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.460036 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.359049 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-1.0042 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.371091 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.70629 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.719147 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-1.34252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-1.71942 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.548041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.32683 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.191572 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.694276 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.45682 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.137624 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.488141 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.141996 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.337918 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.138406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.622919 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0533819 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.137819 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.072391 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.735153 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.143208 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0315633 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.455046 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0823147 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.622444 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.164968 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.0942416 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.697516 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.503352 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.324535 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.512483 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.260546 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.122029 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.350971 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.145633 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.78355 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.670372 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-1.154 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0564761 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.108589 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.197992 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.32048 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.0213364 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.149959 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.489729 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.6265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.162272 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0266008 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.7579 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.180436 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.801656 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.540595 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.834314 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-1.51766 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.478038 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.80875 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.722968 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.567659 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.472503 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-1.02193 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.99586 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.645033 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.40801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.0252163 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.290419 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.0587822 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.690524 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.280346 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0416172 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.733467 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0728375 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.367577 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.271652 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.872283 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.441767 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.870304 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-1.47093 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-1.33813 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.763822 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.264459 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.195688 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.0451656 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.171207 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.253177 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.890751 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.435123 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.888104 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-1.3614 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.52585 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.255904 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.369414 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.242756 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.103409 # DEPENDENCYPART_GRANDPAR
(9,20),(20,10),0.0328163 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.399823 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.223592 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.734769 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.304865 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.213629 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.785658 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.000672462 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.551392 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-1.34252 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.906317 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-1.23791 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-1.78783 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-1.71942 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.507921 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.355647 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.226609 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.693599 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-1.5353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.0954154 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.346648 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.160285 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.692691 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.282844 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.152781 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.743579 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.070778 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),0.0064757 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.498217 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.225064 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.582445 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-1.00117 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-1.60901 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-1.48269 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.834798 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-1.40691 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-1.31736 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.442243 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.313951 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-1.34808 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-1.23709 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.826117 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.305506 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.641423 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-1.29441 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.834354 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.18443 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.391028 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0953243 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.596211 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.00286114 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.181525 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0842295 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.846046 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.251622 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.309711 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0872687 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.0847937 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.780816 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.121389 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.277753 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.39879 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-1.00374 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.295045 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.369349 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.34633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.671428 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.52408 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-1.34442 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.435979 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.996006 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.708828 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.744015 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-1.55669 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.13147 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.845692 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0443425 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0171353 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.21402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,3),-0.0348298 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.207245 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.510814 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0248218 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.132386 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0441042 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0100654 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.187846 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.24361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,1),-0.0349325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.26434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.734432 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.418859 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.238305 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.878017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.435165 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.60218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,1),-0.101147 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.790829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.13479 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.326568 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.398718 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.21916 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.947298 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0206919 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.34802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.671511 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.52574 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.34449 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.725123 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.437639 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.987521 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.99586 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.708921 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.744098 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.22119 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.55838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.594064 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-1.97 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-2.20309 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.13333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.548098 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.252836 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-1.08342 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.67772 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.332832 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.909626 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0737463 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.551778 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.324679 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-1.28909 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.209619 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0223389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0250008 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.601618 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.31086 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0268215 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.841715 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.156476 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.560372 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.292095 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.372455 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.694182 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.60309 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0915228 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.503557 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.473722 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.307617 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.392047 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.483245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.839783 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-1.33544 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-1.58706 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),-0.212714 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0558994 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.10512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.498674 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.128997 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.45276 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.727551 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.389078 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-1.11917 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.526947 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.883586 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-1.58095 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.866103 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-1.33445 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.68491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.429275 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.0978339 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-1.0552 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.428473 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.119289 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.668416 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.242147 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.353335 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.564216 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.883126 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.547426 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-1.46301 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-1.5918 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-1.69883 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.809019 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.202031 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.0951592 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.144061 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0124905 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.559222 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.915392 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.561368 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-1.49855 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-1.73983 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.453945 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.533492 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.0445808 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.803313 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.16691 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-1.70506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.548806 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.276698 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-1.11711 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.471197 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.305356 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.738272 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.186137 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.560533 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-1.36603 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-1.0354 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-1.8477 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-1.93901 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-2.0972 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.436016 # DEPENDENCYPART_GRANDPAR
(10,21),(21,3),-0.0308139 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.787167 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-1.28798 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-1.00245 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-1.64275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),-0.49592 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.213677 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-1.07532 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.449464 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.244794 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.696482 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.114981 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.173219 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.507648 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.515919 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.711527 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-1.61096 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-1.7602 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-1.86046 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.428359 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-1.26608 # DEPENDENCYPART_GRANDPAR
