# _root_ Řešení by se však hledat mělo , protože oba festivaly měly jednak vysokou úroveň , jednak lákaly do Prahy řadu turistů .
#goldHeads=6,6,6,6,6,0,8,6,10,16,16,16,14,11,16,8,16,17,18,17,20,0,
#predictedHeads=6,6,6,0,6,4,8,6,10,11,16,16,14,11,16,8,16,17,18,17,20,0,
(10,12),(12,20),-1.3225 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.746297 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.538655 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.219444 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.319133 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.58412 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.840312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.675158 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.930775 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.260729 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.148451 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.426755 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.558702 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-1.20318 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-1.58152 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.991145 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0471368 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.241124 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.303534 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.254882 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0980618 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.762379 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.561192 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.156657 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.185765 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.326463 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0640652 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.24814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.451713 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.720461 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.358772 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-1.43944 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.205692 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.425667 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.216492 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.270676 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.280975 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.133348 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.408414 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.605891 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.87809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,15),-0.359355 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.171904 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.218874 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.622462 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.437201 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.241486 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.394142 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.325785 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.141815 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.421635 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.631731 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.87493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.264014 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.686916 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),0.212427 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.35893 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.171073 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.06628 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.334873 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.479394 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.343217 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.809378 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.817896 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.371878 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.16123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,4),-0.123425 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0668926 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.104998 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.53386 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.67343 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.24623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.453363 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.132062 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.709507 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.360422 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.43753 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.465484 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.909256 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.28095 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0402285 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0756586 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.980031 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.226687 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.00489673 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.165184 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.508526 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.214026 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.73488 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),0.430998 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.441815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.41039 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.575687 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.762489 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.22184 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.26659 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.860158 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.60622 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0903388 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.0411717 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.04892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.159471 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.79697 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.194299 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.206953 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.360796 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.174762 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.00891891 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.369928 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.235556 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.654175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.414477 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.155626 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.514104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.261654 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0276703 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.135539 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.173819 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.273471 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0346866 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.905737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0274919 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.381859 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.585058 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.14323 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.18694 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.18446 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.30882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.250531 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.503567 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.638421 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0930526 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-1.01628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.10062 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.986567 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.158075 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.505729 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.441815 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.41039 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.575687 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.762489 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.22184 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.26659 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.860158 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.60622 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.0903388 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.0411717 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.04892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.381082 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.462758 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.584845 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.436856 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.360796 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.174762 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.857539 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.00891891 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.369928 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.400986 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.096269 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-1.00673 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.0625184 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.570671 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.85639 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.389674 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.168576 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),0.298188 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.23832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.325972 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.506528 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.529154 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.460519 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.418914 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0803592 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-1.09363 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.258163 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.600528 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.543517 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.272466 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.0993785 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.315084 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.00360575 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.357973 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.310276 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.751152 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.38347 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.507439 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.902106 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.314659 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.758485 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.123918 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.495162 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0693483 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.00686251 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.185988 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.0451937 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.129766 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.350598 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0815681 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.154863 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.00291183 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.130017 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.155626 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.558736 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.59639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,15),-0.517087 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.484156 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.714252 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.0346406 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0450092 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0898884 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0731014 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.27111 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.00411361 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.174714 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.361372 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.48614 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.402847 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.461276 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.0548193 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.162693 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0637067 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0994995 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.236944 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.25041 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.00202618 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.183804 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.375056 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.5342 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.57946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.428789 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.241461 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.410989 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.467228 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.621692 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.181587 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.0641165 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.104547 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.361702 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.196503 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.10824 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.251842 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0557248 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0787445 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.287506 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0501525 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.11575 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.545885 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.60654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.385753 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.521057 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.494308 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.726174 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.845523 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.934812 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.959775 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.307547 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.133294 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.384595 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.0415051 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.284743 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.211514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.112669 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.70542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.710205 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.526777 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.0567345 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.130231 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.0292124 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.0953778 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.237108 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.139219 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.277897 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0449648 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.164425 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.31911 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.57698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.424509 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.242096 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.405634 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.464744 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.62789 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.813795 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.852208 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.789975 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.821039 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.981219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.166548 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0640682 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.484354 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.472744 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.09116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0978999 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.237922 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.143881 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.24457 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.334898 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.506884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.43692 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.437891 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.859269 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.89741 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.768753 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.615864 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.207127 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.30545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.341752 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0933559 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.151466 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.21596 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.354553 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.585419 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.549135 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.554013 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.563506 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.782962 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.544861 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.4533 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.858047 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.731201 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.545229 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.541202 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.328904 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.320078 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.167837 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.1385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.175609 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0547683 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.011707 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.12469 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.351601 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.448677 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.376332 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.409097 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.549552 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.40927 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.650282 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.400803 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.430796 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.765859 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.49397 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.264867 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.178932 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.0754348 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.04576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0203237 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.268079 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.246607 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0664692 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.111663 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.361169 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.327342 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.318127 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.42557 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.36609 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.384696 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.194596 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.209409 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.41716 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.529165 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.373455 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.204859 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.233863 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.170095 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.544246 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-1.72428 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.471845 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.659599 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.279372 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.299449 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-1.16816 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.491576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.152479 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.179298 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.812043 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.776439 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.26632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.948118 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.686191 # DEPENDENCYPART_GRANDPAR
