# _root_ Německá spolková republika dosud v četných případech politických uprchlíků , kteří se stali německými státními příslušníky , dvojí občanství tolerovala a ještě toleruje .
#goldHeads=3,3,21,21,21,7,5,9,7,13,13,13,9,16,16,13,13,19,21,21,0,23,21,0,
#predictedHeads=3,3,21,6,20,7,5,9,7,13,13,13,9,16,16,13,21,19,20,21,0,23,21,0,
(9,20),(20,22),-0.371048 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.310245 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-3.34207 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-2.39736 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.589729 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-1.28273 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-1.8418 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-1.76206 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-1.23867 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-1.05189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.834918 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),1.28704 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.115851 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.631464 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.626806 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.92095 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.479281 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.000612409 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.554234 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),0.13295 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.383621 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.309904 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.943373 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-2.14431 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-0.558843 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-1.23233 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),-1.50849 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.999734 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.868681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),1.07984 # DEPENDENCYPART_GRANDPAR
(9,23),(23,11),1.35346 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),0.0414506 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),0.59659 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.801272 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-1.09544 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.283962 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),0.244309 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.362299 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),0.103632 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.0146186 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.36176 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.793843 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.203775 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.141873 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.162849 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.112804 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.186546 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0667596 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.298925 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.105708 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.647508 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.229307 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.17543 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.201451 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.225989 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.212545 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.302262 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.121459 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.38877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,13),-0.647506 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.23638 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.1305 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.38511 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.990399 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-1.14036 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.467118 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.226316 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.168097 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.2286 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.174722 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.225248 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.211838 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0103332 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.318963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.38877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.511311 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.64751 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.14747 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.27275 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.23637 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.1305 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.38511 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.990403 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.14033 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.855384 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.904758 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.06573 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.03698 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.15756 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.763579 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.20339 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.950505 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.15393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.12486 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.63226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.214084 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.314348 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.139767 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.263381 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.163751 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.476973 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.325055 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.249539 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.210246 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.31795 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.163893 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-1.04169 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.01416 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.27795 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-1.04992 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.07138 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.13111 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.24574 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.62388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0719041 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0548952 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.554579 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.679767 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.585127 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.602068 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.305186 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.427072 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.464665 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.219541 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.573865 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.06573 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.15754 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.763579 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-1.20338 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.950488 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-1.12485 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-1.61417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.224089 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.310423 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.209341 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.235283 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.360564 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.227993 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.355898 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.131502 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.370287 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.197775 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.306758 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.150451 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-1.15754 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.763579 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-1.20338 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.950488 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-1.15393 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-1.12485 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-1.61417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,11),0.224089 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.310423 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),0.209341 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.235283 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.360564 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.227993 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.355898 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.370287 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.13315 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.202066 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.380343 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.342839 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.297188 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.881639 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.934363 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.663681 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.968704 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.04349 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.63343 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.61255 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.1524 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.17263 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.732888 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.794494 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.570392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.31781 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.41908 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.10205 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.610419 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.612478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0273446 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.366389 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.369841 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.151083 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.082291 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.490203 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-1.06003 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.0740318 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.816339 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-1.03915 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.0956795 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.415027 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0967684 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.537388 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.262594 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.760724 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.92944 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.0956795 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.275211 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.21734 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.3946 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.48525 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.777071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.181719 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.169285 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.173505 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.167904 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.553393 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.951428 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.251646 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.747813 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.930548 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.777131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.181773 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.163682 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.167902 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.329207 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.150516 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.76782 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.956429 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.747422 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-1.34837 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.925525 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.799066 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.628018 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-1.50419 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-1.51096 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-1.59482 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-1.2952 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.824685 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.813967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.327544 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.354908 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.435639 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.439079 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.0692511 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.10237 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.552453 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-1.02509 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.703484 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.884098 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.755219 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-1.21861 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.616098 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.786648 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.606354 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.600302 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-1.03567 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.850599 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.324549 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.947554 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.124984 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.758483 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.728413 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.90409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,1),-0.830148 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-1.27127 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.285319 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.414487 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-1.29826 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.113164 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.736264 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.951073 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0905182 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.756797 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.564851 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.134066 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.578303 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-1.01763 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.120333 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.885152 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-1.06311 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.776374 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.741438 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.222846 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.90335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,16),0.269562 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.548922 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.320743 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.630375 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.406051 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-1.27021 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.445419 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-1.11281 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.57626 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-1.01558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.883068 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.06107 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.277717 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.864263 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.2252 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.214459 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.90328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.00403661 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.311921 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),0.269654 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.548847 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.32065 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.630309 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.405946 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.602519 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.955452 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.346184 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.495839 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.15691 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.09897 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.26008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,17),-0.772289 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.987101 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.31224 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.201889 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.84801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.114836 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.201122 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),0.311619 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.278682 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.272103 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.131852 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.106204 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.469258 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.119939 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.10965 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.453132 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.394727 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.131852 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.436451 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.20134 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.68783 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.49205 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.356754 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.0481621 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.724808 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.407298 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.00119508 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0575374 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.111982 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.0235319 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.410873 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.213161 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.4721 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.9134 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.20159 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.1678 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.35617 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-1.76279 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.9489 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.0241 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.624787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.47377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.197073 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.119182 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.406822 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.171168 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.698867 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.159231 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.547229 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-1.02401 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.68069 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.35694 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.0479737 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.731941 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.414431 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.766895 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0283497 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0117815 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.107809 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.410445 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.1762 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.747413 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.1656 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.07494 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.90134 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-1.49407 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.792919 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.299417 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),0.240505 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.37958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
