# _root_ Měl jsem pocit , že je motor obsahem handicapován a nasadil dvojité zapalování , ale se zvýšením výkonu mi nedošly jiné souvislosti .
#goldHeads=15,1,1,5,3,10,6,9,6,5,10,13,11,15,0,20,16,17,20,15,22,20,0,
#predictedHeads=15,1,1,5,3,5,6,9,10,15,10,13,11,15,0,20,16,17,20,15,22,20,0,
(9,15),(15,8),-1.26785 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.53536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.00252066 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.264821 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-1.39704 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.134337 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.00344703 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0818411 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.132164 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.875383 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.793536 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-1.3012 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.463949 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.517253 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0981099 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0566417 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.772425 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.401469 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.141651 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.00879204 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.423198 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-1.26985 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.47193 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.572788 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.00197194 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.749918 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.586854 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-1.10105 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.584511 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.422531 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0542884 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.274145 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0492776 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0889225 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.128918 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.104243 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.317877 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.55226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.789685 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.568827 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.965926 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.243933 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.103932 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.319097 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0312489 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.280322 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.142299 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.225833 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.0611842 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.181794 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.146982 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.49206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,1),-0.29638 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.118696 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.299136 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.339617 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.144844 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.00481291 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0388677 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.390601 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.485184 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.175191 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.284009 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.315399 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.321251 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.36581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.577293 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.390243 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.690072 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.940205 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.256413 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.113668 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.164412 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.438502 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0598868 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0725221 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0479268 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.273538 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.47765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.714544 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.423855 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-1.04624 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.557882 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.893241 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.27778 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.07746 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.763341 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.153849 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.308817 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.48892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.529925 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.576557 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.993614 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.206878 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0359567 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.310955 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.215551 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.074686 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.187364 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.386316 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0564435 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0307326 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0290341 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0527959 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.755393 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.565675 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.05479 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.944107 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.32337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.32223 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.24503 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.900684 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.03746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.0613 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.716328 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.735516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.287233 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0383012 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.18014 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.154877 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.033928 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.402371 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.290629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.140867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.0931307 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.234432 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0503392 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.639838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.445207 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.142062 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.293287 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.276932 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.414052 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.310694 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.375747 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.989053 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.775946 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.792307 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.537578 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.0767431 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0960449 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.255697 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.295546 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.515045 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.414076 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.266813 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.342005 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.941222 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.730312 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.979478 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.565567 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.655156 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.659847 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.797438 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.824887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.484039 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.957248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.195578 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0361927 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.286813 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0207981 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.390218 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.350827 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.254309 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.210374 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.133194 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.186423 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.264568 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.122588 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.372445 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.25761 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.230882 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.458519 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0589031 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.148495 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.310149 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.362517 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.0385142 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.252209 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.18018 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.983999 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.900684 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.03746 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-1.0613 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.716327 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.730863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.293291 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.376891 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0761752 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.112299 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.0161992 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.129221 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.301263 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.168315 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.409828 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.0917158 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.233017 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.344809 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-1.3137 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-1.11979 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-1.57139 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-1.14954 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-1.01037 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.92039 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-1.00263 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.865514 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.473948 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.27603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.397581 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.0085552 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.764554 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.710569 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.546288 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-1.1968 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.58395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.57709 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.35595 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.239171 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.01888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.332048 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),0.477707 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.3001 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.628663 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.348966 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-1.32034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-1.12798 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-1.55197 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.17622 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.94022 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-1.01604 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.887909 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.961593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.11081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.304484 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.227768 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.55047 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.367563 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.15124 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.536254 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-1.24325 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-1.17256 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-1.30687 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-1.17092 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.906881 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-1.06787 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.616914 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.695527 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-1.0262 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.59757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.740344 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.212805 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.06588 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.785349 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.779393 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.23545 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.51834 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.673878 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.952899 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.391496 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0551823 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0874154 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.164392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.187219 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.535357 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.195951 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.98474 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.95403 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.51266 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.78542 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.58062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.128899 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.633505 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.208483 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.395103 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.743434 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.998672 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.096357 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-2.06362 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.8829 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-2.2447 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-2.03504 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.50078 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.7396 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.5714 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.64851 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.84187 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.16364 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.40824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0725587 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.682491 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.152944 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.211915 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.185085 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.546558 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.565208 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.947998 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.0905618 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.469571 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0545488 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.102821 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.436858 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),0.159783 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.374324 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0343446 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.10591 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.559592 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.202334 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.916399 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.0647736 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.965326 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0555182 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.190506 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.911241 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),0.0910098 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.520306 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-1.74578 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.57419 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-1.39607 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-1.23921 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-1.30911 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-1.52061 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.920629 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.49594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.13581 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.544775 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.230946 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0726785 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.364761 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.48023 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.837221 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.846713 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-1.12309 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.151701 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.545225 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.13014 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.806416 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.079239 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.0447542 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.414898 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.731259 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.745649 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.53203 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.529121 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.34799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0435806 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.00156534 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0645979 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.072614 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.56635 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.663372 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.99369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-1.03731 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.862934 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.960955 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.220901 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-1.13297 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.24606 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.416064 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.65187 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-1.58766 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.558694 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.65507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.730895 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.516162 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.902819 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.87834 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.558742 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.4319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,1),-2.84236 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.97813 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.767069 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-2.4507 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-2.56527 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.293905 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.31609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.159171 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.627065 # DEPENDENCYPART_GRANDPAR
