# _root_ Přestože je chemická struktura molekuly známa již od let sedmdesátých , nenašli chemici levný způsob , jak tuto molekulu syntetizovat .
#goldHeads=12,1,4,2,4,2,9,2,8,9,1,0,12,15,12,20,20,19,20,15,0,
#predictedHeads=12,1,4,2,4,2,9,12,8,9,1,0,12,15,12,20,20,19,20,15,0,
(11,14),(14,15),-0.433106 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.792928 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.51788 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.590412 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.760398 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.854001 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.159267 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.241214 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.332591 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.732122 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.360716 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.373089 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.408007 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.591809 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.05948 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.924955 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.42109 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.34914 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.809359 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.65005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0261016 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.582127 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.64342 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.567617 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.658397 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.474924 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.578963 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.458096 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.791094 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.409597 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.928264 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.0916505 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.435971 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.143008 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.81657 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-2.34597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,16),-0.710539 # DEPENDENCYPART_GRANDPAR
(12,1),(1,20),-0.306176 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),-0.830203 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.366647 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.876729 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.198107 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.529031 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.211042 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.020352 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.120635 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.361522 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.660583 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.772331 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-2.17252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.0798454 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.432442 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),0.134789 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.558592 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.107224 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.630495 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.132727 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.379294 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.103663 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.133173 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.474256 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.393787 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.266599 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.632593 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.112906 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.54719 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.049725 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.185725 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0042268 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.91561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.367056 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),0.124189 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.407033 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.586561 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.123078 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.556467 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0902439 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.20674 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.0190479 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.511049 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.314773 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.91639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),0.61683 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.0823748 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.409092 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0104145 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0463645 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.331814 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.153407 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.382819 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),0.115486 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.524912 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0131457 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0847117 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.410713 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.173347 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.174001 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.183526 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0496968 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.450201 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.414679 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.0349318 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.40903 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.437657 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.0681571 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0172398 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.475449 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.91575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.405532 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.355776 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),0.616938 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),0.0821511 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.145118 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0945061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0700612 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.357145 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.85727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,1),0.28288 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.568835 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.899235 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.118789 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.436537 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.172146 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0805871 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0102674 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.277756 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.746951 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.27209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.299351 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.637496 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.0879405 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.620733 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.00086 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.257418 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),1.0049 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.144409 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.192922 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.432638 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.21145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.866513 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.537843 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.829321 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.286615 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.326099 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0503794 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.125932 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.00104 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.928936 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.362576 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.145097 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.177102 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.453096 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.204831 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.897195 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.126446 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.164087 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.802944 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.983781 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.31087 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.491234 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.485378 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.47827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.562367 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.164669 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.768663 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.121477 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.119135 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0132785 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0690277 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.257377 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.455124 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.560971 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0483135 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.762371 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.221607 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.232056 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.0816847 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.101258 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.334992 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.00290162 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.120441 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-1.00107 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.355073 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.220706 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.427395 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.864783 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.13723 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),0.0252026 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.470296 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.528828 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.859197 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.297624 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.702872 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.253173 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-1.38397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.483638 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.680946 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.453754 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.407018 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.267967 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0665494 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.144009 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.433055 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.767448 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.278235 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.379817 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.00263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.559307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.00446476 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.505922 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.229789 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.398086 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.529935 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.668843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.212211 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0427606 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.208486 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.700741 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.292058 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.227553 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.556183 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.710513 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.36476 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.75095 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.98761 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.711783 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.35298 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.29704 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.00813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.183163 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.314457 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.119447 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.560096 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.105756 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.438626 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.777257 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.226 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.21295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.161664 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.103591 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.069352 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.709213 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0811617 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.58984 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.134409 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.197195 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.726833 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.52993 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.202388 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.188265 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.439198 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.25356 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.584915 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.688328 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.25748 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.42873 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.66695 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.817361 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-1.63525 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-1.24535 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-1.22373 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.02155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,15),0.294946 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.453248 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0347015 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.461553 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0319373 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.615036 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0434096 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.10057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.796088 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.594263 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.398724 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.05808 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.30168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.469835 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.598698 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.524622 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.54404 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.25533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0367604 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0562402 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.573603 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.523145 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.117299 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.193522 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.36362 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.40533 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.55727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0993922 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.133176 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.660877 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.582322 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.155061 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0561218 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.557642 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.16301 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.524621 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.25383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),0.0322611 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.434508 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.107208 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.198062 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-1.54754 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-1.25792 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.456679 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.29162 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.178006 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.54365 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.188715 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.231678 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-1.57408 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.252942 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.264864 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.9781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.2517 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.016843 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.925369 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.652731 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.119864 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.226454 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.94137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.139413 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.88054 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.616002 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.529053 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-2.27034 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-2.58263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.78412 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.557891 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.27794 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-2.48909 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.90596 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.78324 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.829518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.227136 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.238012 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.434377 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.41095 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.355951 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-2.13158 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.55041 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.647162 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.04438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.539279 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.393258 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.454311 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.174547 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.24528 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.348401 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.301405 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.36854 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.754901 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.182236 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.11385 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.609639 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.162499 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.506875 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-2.16307 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-2.26043 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-1.46347 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.935764 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.07989 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.17032 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-2.41579 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.58332 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.813802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.977601 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.467458 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0894074 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.516606 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.172129 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0771465 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.36356 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.408847 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.347827 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.493491 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.0653154 # DEPENDENCYPART_GRANDPAR
